username,date,first_topic,first_topic_name,first_topic_prob,sentiment,sentiment_prob,all_sentiments,emotion,emotion_prob,all_emotions,hate,hate_prob,all_hate,offensive,offensive_prob,all_offensive,second_topic,second_topic_name,second_topic_prob,text,lemmatized_text,per_word_topics,per_word_topics_name
NRSC,2023-09-22 00:03:44+00:00,8,Infrastructure/job/energy,0.2961797,negative,0.8117446303367615,"{'negative': 0.8117446303367615, 'neutral': 0.17675350606441498, 'positive': 0.011501913890242577}",anger,0.5829954743385315,"{'anger': 0.5829954743385315, 'disgust': 0.3593614399433136, 'anticipation': 0.026834573596715927, 'sadness': 0.006670804228633642, 'surprise': 0.006312791258096695, 'pessimism': 0.005454504396766424, 'optimism': 0.004175501875579357, 'fear': 0.0038370932452380657, 'joy': 0.002686743624508381, 'trust': 0.0013131784508004785, 'love': 0.00035792888957075775}",not-hate,0.9951946139335632,"{'not-hate': 0.9951946139335632, 'hate': 0.0048053269274532795}",non-offensive,0.8383671045303345,"{'non-offensive': 0.8383671045303345, 'offensive': 0.16163292527198792}",7.0,Abortion/rights/guns,0.19122997,NEW NRSC AD: The Casey Cartel Bob Casey’s family have spent years cashing in on his Senate seat—from shady pay to play schemes to lobbying for companies with CCP ties. Pennsylvania deserves better. #PASEN https://t.co/Sc9nrEySfL,nrsc  casey cartel bob caseys family spent year cashing senate seatfrom shady pay play scheme lobbying company ccp tie pennsylvania deserves better,"[('year', [8, 1]), ('better', [8, 1]), ('family', [1, 8]), ('pay', [1, 8]), ('pennsylvania', [6, 1]), ('company', [8, 1]), ('bob', [7, 8]), ('senate', [7, 6]), ('spent', [4, 1]), ('tie', [8, 4]), ('play', [8, 6]), ('scheme', [4, 1]), ('cartel', [5]), ('shady', [4]), ('ccp', [8, 4]), ('deserves', [7, 8]), ('lobbying', [8, 7]), ('cashing', [7]), ('nrsc', [6]), ('casey', [7, 6]), ('caseys', [8]), ('seatfrom', [8, 7])]","[('year', ['Infrastructure/job/energy', 'American/economics/health']), ('better', ['Infrastructure/job/energy', 'American/economics/health']), ('family', ['American/economics/health', 'Infrastructure/job/energy']), ('pay', ['American/economics/health', 'Infrastructure/job/energy']), ('pennsylvania', ['Election/debate', 'American/economics/health']), ('company', ['Infrastructure/job/energy', 'American/economics/health']), ('bob', ['Abortion/rights/guns', 'Infrastructure/job/energy']), ('senate', ['Abortion/rights/guns', 'Election/debate']), ('spent', ['Republicans vs democrats', 'American/economics/health']), ('tie', ['Infrastructure/job/energy', 'Republicans vs democrats']), ('play', ['Infrastructure/job/energy', 'Election/debate']), ('scheme', ['Republicans vs democrats', 'American/economics/health']), ('cartel', ['Border/community/family']), ('shady', ['Republicans vs democrats']), ('ccp', ['Infrastructure/job/energy', 'Republicans vs democrats']), ('deserves', ['Abortion/rights/guns', 'Infrastructure/job/energy']), ('lobbying', ['Infrastructure/job/energy', 'Abortion/rights/guns']), ('cashing', ['Abortion/rights/guns']), ('nrsc', ['Election/debate']), ('casey', ['Abortion/rights/guns', 'Election/debate']), ('caseys', ['Infrastructure/job/energy']), ('seatfrom', ['Infrastructure/job/energy', 'Abortion/rights/guns'])]"
justinpowellweb,2023-09-22 00:18:02+00:00,8,Infrastructure/job/energy,0.56202275,negative,0.5927069783210754,"{'negative': 0.5927069783210754, 'neutral': 0.393100768327713, 'positive': 0.01419228408485651}",anger,0.7831929326057434,"{'anger': 0.7831929326057434, 'disgust': 0.20913229882717133, 'fear': 0.0020465294364839792, 'sadness': 0.0014711422845721245, 'anticipation': 0.0011563944863155484, 'optimism': 0.0011288421228528023, 'pessimism': 0.0008720245095901191, 'joy': 0.00045207818038761616, 'trust': 0.0002282968198414892, 'surprise': 0.0002199629379902035, 'love': 9.950179810402915e-05}",not-hate,0.9721918702125548,"{'not-hate': 0.9721918702125549, 'hate': 0.02780815027654171}",non-offensive,0.8493466377258301,"{'non-offensive': 0.8493466377258301, 'offensive': 0.15065337717533112}",4.0,Republicans vs democrats,0.062628046,.@NBCNews | #Trump demands #Republicans #shutdown #government to #defund his #criminal #prosecutions by @seriouslysummer https://t.co/7dzJeX5pMw #politics #democracy #elections #govtshutdown https://t.co/BVMzuraNh6,demand,"[('demand', [8])]","[('demand', ['Infrastructure/job/energy'])]"
CharlizeTheroff,2023-09-22 00:18:58+00:00,8,Infrastructure/job/energy,0.8239701,negative,0.6084309220314026,"{'negative': 0.6084309220314026, 'neutral': 0.352266788482666, 'positive': 0.03930233418941498}",anger,0.6801906228065491,"{'anger': 0.6801906228065491, 'disgust': 0.2990250289440155, 'anticipation': 0.006265501491725445, 'sadness': 0.004068476613610983, 'pessimism': 0.0029352749697864056, 'optimism': 0.0026387800462543964, 'fear': 0.0021899407729506493, 'joy': 0.001152543816715479, 'surprise': 0.000856977014336735, 'trust': 0.0005244748899713159, 'love': 0.00015242688823491335}",not-hate,0.9936122298240662,"{'not-hate': 0.9936122298240662, 'hate': 0.006387785077095032}",non-offensive,0.7954555153846741,"{'non-offensive': 0.7954555153846741, 'offensive': 0.20454449951648712}",6.0,Election/debate,0.025194596,you can add Ted Bundy to that list! #Republicans,add ted bundy list,"[('list', [8]), ('ted', [8]), ('add', [8]), ('bundy', [8])]","[('list', ['Infrastructure/job/energy']), ('ted', ['Infrastructure/job/energy']), ('add', ['Infrastructure/job/energy']), ('bundy', ['Infrastructure/job/energy'])]"
SenatorHick,2023-09-22 00:28:00+00:00,8,Infrastructure/job/energy,0.5799817,positive,0.8932653069496155,"{'positive': 0.8932653069496155, 'neutral': 0.10327748954296112, 'negative': 0.0034572293516248465}",joy,0.5284247994422913,"{'joy': 0.5284247994422913, 'optimism': 0.43221601843833923, 'anticipation': 0.016935603693127632, 'trust': 0.015134339220821857, 'love': 0.004157788120210171, 'surprise': 0.0014034955529496074, 'fear': 0.0006296500796452165, 'anger': 0.0004052753502037376, 'pessimism': 0.00024293585738632828, 'disgust': 0.00024079164722934365, 'sadness': 0.00020934941130690277}",not-hate,0.9990394711494446,"{'not-hate': 0.9990394711494446, 'hate': 0.000960452132858336}",non-offensive,0.9427676796913148,"{'non-offensive': 0.9427676796913147, 'offensive': 0.057232391089200974}",1.0,American/economics/health,0.20902988,"Thanks to our CHIPS + Science Act, @CUBoulder will be a part of a new Southwest Regional Hub to accelerate and enhance research efforts in the microchip sector. This partnership will guarantee that Colorado is at the forefront of keeping America as the world’s economic leader.",thanks chip science act southwest regional hub accelerate enhance research effort microchip sector partnership guarantee colorado forefront keeping america world economic leader,"[('world', [8, 5]), ('america', [8, 1]), ('keeping', [8, 1]), ('act', [8, 1]), ('colorado', [5]), ('science', [8, 1]), ('effort', [8, 1]), ('leader', [8, 5]), ('thanks', [8, 1]), ('regional', [8, 5]), ('research', [8, 1]), ('guarantee', [1, 5]), ('economic', [8, 1]), ('chip', [8, 1]), ('partnership', [8, 5]), ('sector', [8, 5]), ('hub', [8]), ('forefront', [1]), ('southwest', [5, 1]), ('enhance', [5]), ('accelerate', [1]), ('microchip', [8])]","[('world', ['Infrastructure/job/energy', 'Border/community/family']), ('america', ['Infrastructure/job/energy', 'American/economics/health']), ('keeping', ['Infrastructure/job/energy', 'American/economics/health']), ('act', ['Infrastructure/job/energy', 'American/economics/health']), ('colorado', ['Border/community/family']), ('science', ['Infrastructure/job/energy', 'American/economics/health']), ('effort', ['Infrastructure/job/energy', 'American/economics/health']), ('leader', ['Infrastructure/job/energy', 'Border/community/family']), ('thanks', ['Infrastructure/job/energy', 'American/economics/health']), ('regional', ['Infrastructure/job/energy', 'Border/community/family']), ('research', ['Infrastructure/job/energy', 'American/economics/health']), ('guarantee', ['American/economics/health', 'Border/community/family']), ('economic', ['Infrastructure/job/energy', 'American/economics/health']), ('chip', ['Infrastructure/job/energy', 'American/economics/health']), ('partnership', ['Infrastructure/job/energy', 'Border/community/family']), ('sector', ['Infrastructure/job/energy', 'Border/community/family']), ('hub', ['Infrastructure/job/energy']), ('forefront', ['American/economics/health']), ('southwest', ['Border/community/family', 'American/economics/health']), ('enhance', ['Border/community/family']), ('accelerate', ['American/economics/health']), ('microchip', ['Infrastructure/job/energy'])]"
SenDuckworth,2023-09-22 00:38:37+00:00,8,Infrastructure/job/energy,0.49365076,positive,0.9484727382659912,"{'positive': 0.9484727382659912, 'neutral': 0.0493159182369709, 'negative': 0.002211341867223382}",joy,0.5894760489463806,"{'joy': 0.5894760489463806, 'optimism': 0.38216501474380493, 'anticipation': 0.01440727710723877, 'trust': 0.008136770687997341, 'love': 0.003288637613877654, 'surprise': 0.0011175438994541764, 'fear': 0.0003355249937158078, 'sadness': 0.000313230964820832, 'anger': 0.0003032185777556151, 'pessimism': 0.00023265896015800536, 'disgust': 0.00022402596368920058}",not-hate,0.9991564750671388,"{'not-hate': 0.9991564750671387, 'hate': 0.0008434688788838685}",non-offensive,0.9132350087165833,"{'non-offensive': 0.9132350087165833, 'offensive': 0.08676500618457794}",6.0,Election/debate,0.3017904,"After securing significant funding for our nation's diaper banks over the last few years, I'm proud Illinoisan families have greater access to the diapers they need. This National Diaper Need Awareness Week, please help me share these resources about local diaper banks:",securing significant funding nation  diaper bank year proud illinoisan family greater access diaper need national diaper need awareness week help share resource local diaper bank,"[('national', [8, 6]), ('week', [6, 8]), ('bank', [8, 6]), ('year', [8, 1]), ('funding', [8, 1]), ('significant', [8, 1]), ('need', [8, 6]), ('help', [8, 6]), ('proud', [8, 1]), ('resource', [8, 1]), ('securing', [8, 1]), ('family', [1, 8]), ('diaper', [6]), ('local', [8, 6]), ('access', [8, 1]), ('share', [8, 6]), ('nation', [8, 1]), ('greater', [8, 1]), ('awareness', [1, 8]), ('illinoisan', [6, 1])]","[('national', ['Infrastructure/job/energy', 'Election/debate']), ('week', ['Election/debate', 'Infrastructure/job/energy']), ('bank', ['Infrastructure/job/energy', 'Election/debate']), ('year', ['Infrastructure/job/energy', 'American/economics/health']), ('funding', ['Infrastructure/job/energy', 'American/economics/health']), ('significant', ['Infrastructure/job/energy', 'American/economics/health']), ('need', ['Infrastructure/job/energy', 'Election/debate']), ('help', ['Infrastructure/job/energy', 'Election/debate']), ('proud', ['Infrastructure/job/energy', 'American/economics/health']), ('resource', ['Infrastructure/job/energy', 'American/economics/health']), ('securing', ['Infrastructure/job/energy', 'American/economics/health']), ('family', ['American/economics/health', 'Infrastructure/job/energy']), ('diaper', ['Election/debate']), ('local', ['Infrastructure/job/energy', 'Election/debate']), ('access', ['Infrastructure/job/energy', 'American/economics/health']), ('share', ['Infrastructure/job/energy', 'Election/debate']), ('nation', ['Infrastructure/job/energy', 'American/economics/health']), ('greater', ['Infrastructure/job/energy', 'American/economics/health']), ('awareness', ['American/economics/health', 'Infrastructure/job/energy']), ('illinoisan', ['Election/debate', 'American/economics/health'])]"
VivekGRamaswamy,2023-09-22 00:42:24+00:00,8,Infrastructure/job/energy,0.46985996,neutral,0.6829437017440796,"{'neutral': 0.6829437017440796, 'positive': 0.28754302859306335, 'negative': 0.029513241723179817}",optimism,0.4368372857570648,"{'optimism': 0.4368372857570648, 'anticipation': 0.4150486886501312, 'joy': 0.06500305235385895, 'trust': 0.04392930492758751, 'anger': 0.011854389682412148, 'surprise': 0.008353385142982006, 'disgust': 0.007540273480117321, 'pessimism': 0.003811050206422806, 'fear': 0.0035959098022431135, 'sadness': 0.0022323383018374443, 'love': 0.0017942936392500997}",not-hate,0.997902512550354,"{'not-hate': 0.997902512550354, 'hate': 0.002097445074468851}",non-offensive,0.8867244124412537,"{'non-offensive': 0.8867244124412537, 'offensive': 0.11327563226222992}",5.0,Border/community/family,0.37535658,"TRUTH: a serious approach to declaring independence from the CCP requires not just onshoring production to the U.S., but *expanding* trade with our allies as well. China has both the world’s greatest reserves of rare earth minerals (40% of the world’s total) & also *imports* more rare earth minerals than any other country. The U.S. is low in rare earth minerals, *but* we are rich in allies with reserves. India and Brazil together hold around a quarter of the world’s rare earth reserves. We should invest & bring more of their minerals to the US for refinement. Chile, who is a US free trade partner, is home to the world’s 3rd greatest lithium reserves, which is essential to our batteries, yet our third-largest lithium partner is China. Meanwhile, Chile exports roughly 8X the lithium volume to China that the export to the U.S. This is senseless.",truth approach declaring independence ccp requires onshoring production  expanding trade ally china world greatest reserve rare earth mineral world total import rare earth mineral country  low rare earth mineral rich ally reserve india brazil hold quarter world rare earth reserve invest bring mineral refinement chile free trade partner home world  greatest lithium reserve essential battery largest lithium partner china chile export roughly  lithium volume china export  senseless,"[('world', [5, 8]), ('rare', [5, 1]), ('china', [8, 5]), ('country', [5, 8]), ('truth', [4, 1]), ('total', [1, 5]), ('home', [8, 5]), ('partner', [8, 5]), ('bring', [8, 5]), ('free', [5, 8]), ('largest', [8, 1]), ('rich', [5, 1]), ('hold', [5, 1]), ('low', [1, 8]), ('ally', [5, 8]), ('greatest', [5, 8]), ('earth', [5, 1]), ('independence', [5, 8]), ('trade', [8, 5]), ('roughly', [8, 1]), ('requires', [8]), ('production', [8, 1]), ('invest', [8, 1]), ('ccp', [8, 5]), ('approach', [8, 1]), ('essential', [5, 1]), ('senseless', [5]), ('expanding', [8, 1]), ('quarter', [8, 1]), ('battery', [8]), ('india', [5, 8]), ('import', [8]), ('declaring', [1]), ('export', [8]), ('mineral', [8]), ('volume', [5, 1]), ('reserve', [8, 5]), ('brazil', [8, 5]), ('chile', [8]), ('lithium', [5]), ('onshoring', [8]), ('refinement', [8, 5])]","[('world', ['Border/community/family', 'Infrastructure/job/energy']), ('rare', ['Border/community/family', 'American/economics/health']), ('china', ['Infrastructure/job/energy', 'Border/community/family']), ('country', ['Border/community/family', 'Infrastructure/job/energy']), ('truth', ['Republicans vs democrats', 'American/economics/health']), ('total', ['American/economics/health', 'Border/community/family']), ('home', ['Infrastructure/job/energy', 'Border/community/family']), ('partner', ['Infrastructure/job/energy', 'Border/community/family']), ('bring', ['Infrastructure/job/energy', 'Border/community/family']), ('free', ['Border/community/family', 'Infrastructure/job/energy']), ('largest', ['Infrastructure/job/energy', 'American/economics/health']), ('rich', ['Border/community/family', 'American/economics/health']), ('hold', ['Border/community/family', 'American/economics/health']), ('low', ['American/economics/health', 'Infrastructure/job/energy']), ('ally', ['Border/community/family', 'Infrastructure/job/energy']), ('greatest', ['Border/community/family', 'Infrastructure/job/energy']), ('earth', ['Border/community/family', 'American/economics/health']), ('independence', ['Border/community/family', 'Infrastructure/job/energy']), ('trade', ['Infrastructure/job/energy', 'Border/community/family']), ('roughly', ['Infrastructure/job/energy', 'American/economics/health']), ('requires', ['Infrastructure/job/energy']), ('production', ['Infrastructure/job/energy', 'American/economics/health']), ('invest', ['Infrastructure/job/energy', 'American/economics/health']), ('ccp', ['Infrastructure/job/energy', 'Border/community/family']), ('approach', ['Infrastructure/job/energy', 'American/economics/health']), ('essential', ['Border/community/family', 'American/economics/health']), ('senseless', ['Border/community/family']), ('expanding', ['Infrastructure/job/energy', 'American/economics/health']), ('quarter', ['Infrastructure/job/energy', 'American/economics/health']), ('battery', ['Infrastructure/job/energy']), ('india', ['Border/community/family', 'Infrastructure/job/energy']), ('import', ['Infrastructure/job/energy']), ('declaring', ['American/economics/health']), ('export', ['Infrastructure/job/energy']), ('mineral', ['Infrastructure/job/energy']), ('volume', ['Border/community/family', 'American/economics/health']), ('reserve', ['Infrastructure/job/energy', 'Border/community/family']), ('brazil', ['Infrastructure/job/energy', 'Border/community/family']), ('chile', ['Infrastructure/job/energy']), ('lithium', ['Border/community/family']), ('onshoring', ['Infrastructure/job/energy']), ('refinement', ['Infrastructure/job/energy', 'Border/community/family'])]"
HowTheWestWS,2023-09-22 00:50:30+00:00,8,Infrastructure/job/energy,0.44720015,negative,0.922170639038086,"{'negative': 0.9221706390380859, 'neutral': 0.06989680975675583, 'positive': 0.007932581938803196}",anger,0.4437471330165863,"{'anger': 0.4437471330165863, 'disgust': 0.4119487702846527, 'fear': 0.1337420493364334, 'sadness': 0.005132710561156273, 'pessimism': 0.0017978607211261988, 'surprise': 0.0014904546551406384, 'anticipation': 0.0010839669266715646, 'optimism': 0.00033563212491571903, 'trust': 0.0002848385483957827, 'joy': 0.00023484743724111468, 'love': 0.00020168666378594935}",not-hate,0.914125919342041,"{'not-hate': 0.914125919342041, 'hate': 0.08587408065795898}",non-offensive,0.5819190740585327,"{'non-offensive': 0.5819190740585327, 'offensive': 0.4180809557437897}",4.0,Republicans vs democrats,0.3076479,6 helicopters flying chaotically across LA. This is insanity in Los Angeles with rogue aviation noise pollution. How in the world is this considered normal??! #DefundTheDemocrats #AmericanHorrorStory #GavinNewsom #ABCNews #Corruption @AGRobBonta #PoliceState @PeteButtigieg https://t.co/SDnu1Rg5Br,helicopter flying chaotically  insanity los angeles rogue aviation noise pollution world considered normal,"[('world', [8, 4]), ('flying', [8, 4]), ('aviation', [8]), ('normal', [4, 1]), ('considered', [4, 7]), ('insanity', [4]), ('angeles', [8]), ('los', [8]), ('noise', [4]), ('pollution', [1]), ('rogue', [7]), ('helicopter', [8]), ('chaotically', [8, 4])]","[('world', ['Infrastructure/job/energy', 'Republicans vs democrats']), ('flying', ['Infrastructure/job/energy', 'Republicans vs democrats']), ('aviation', ['Infrastructure/job/energy']), ('normal', ['Republicans vs democrats', 'American/economics/health']), ('considered', ['Republicans vs democrats', 'Abortion/rights/guns']), ('insanity', ['Republicans vs democrats']), ('angeles', ['Infrastructure/job/energy']), ('los', ['Infrastructure/job/energy']), ('noise', ['Republicans vs democrats']), ('pollution', ['American/economics/health']), ('rogue', ['Abortion/rights/guns']), ('helicopter', ['Infrastructure/job/energy']), ('chaotically', ['Infrastructure/job/energy', 'Republicans vs democrats'])]"
BlackwellJeann1,2023-09-22 01:04:34+00:00,8,Infrastructure/job/energy,0.53107226,negative,0.8502705693244934,"{'negative': 0.8502705693244934, 'neutral': 0.14197009801864624, 'positive': 0.007759296800941229}",anger,0.5981447696685791,"{'anger': 0.5981447696685791, 'disgust': 0.385540246963501, 'sadness': 0.006420385092496872, 'anticipation': 0.003233236027881503, 'pessimism': 0.002673344686627388, 'surprise': 0.0012746750144287944, 'fear': 0.0010410664835944772, 'joy': 0.0007296191179193556, 'optimism': 0.0006180297350510955, 'trust': 0.00021394588111434132, 'love': 0.00011076542432419956}",not-hate,0.8721197843551636,"{'not-hate': 0.8721197843551636, 'hate': 0.12788015604019165}",non-offensive,0.7726054191589355,"{'non-offensive': 0.7726054191589355, 'offensive': 0.22739461064338684}",3.0,News/radio/livestream,0.2810196,@TheView #Republicans seem to always have their hands in questionable places‼️ 👐🏾 🙄 https://t.co/BZixw8DpNY,hand questionable place,"[('hand', [8]), ('place', [8]), ('questionable', [3])]","[('hand', ['Infrastructure/job/energy']), ('place', ['Infrastructure/job/energy']), ('questionable', ['News/radio/livestream'])]"
erikhalvorsen18,2023-09-22 02:20:44+00:00,8,Infrastructure/job/energy,0.70798504,positive,0.6461925506591797,"{'positive': 0.6461925506591797, 'neutral': 0.3494598865509033, 'negative': 0.004347546491771936}",joy,0.4556475877761841,"{'joy': 0.4556475877761841, 'anticipation': 0.3485085666179657, 'optimism': 0.08346463739871979, 'sadness': 0.026281509548425674, 'surprise': 0.023842722177505493, 'disgust': 0.017097236588597298, 'trust': 0.014694501645863056, 'love': 0.008806335739791393, 'pessimism': 0.008775393478572369, 'anger': 0.007983261719346046, 'fear': 0.004898254759609699}",not-hate,0.9966099858283995,"{'not-hate': 0.9966099858283997, 'hate': 0.0033899492118507624}",non-offensive,0.9523028135299684,"{'non-offensive': 0.9523028135299683, 'offensive': 0.047697119414806366}",5.0,Border/community/family,0.041804552,@chrislhayes @missb62 Welcome to Wisconsin https://t.co/wkR7BVVKJq,welcome wisconsin,"[('welcome', [8]), ('wisconsin', [8])]","[('welcome', ['Infrastructure/job/energy']), ('wisconsin', ['Infrastructure/job/energy'])]"
SecretaryPete,2023-09-22 02:43:22+00:00,8,Infrastructure/job/energy,0.697203,positive,0.7906934022903442,"{'positive': 0.7906934022903442, 'neutral': 0.20471049845218658, 'negative': 0.004596093203872442}",optimism,0.6483290195465088,"{'optimism': 0.6483290195465088, 'joy': 0.2686915695667267, 'anticipation': 0.04798873886466026, 'trust': 0.023177681490778923, 'love': 0.0037471193354576826, 'surprise': 0.0025679287500679493, 'anger': 0.0015778812812641263, 'fear': 0.001161972526460886, 'pessimism': 0.0009615913731977344, 'disgust': 0.0009291436872445047, 'sadness': 0.0008673383272252977}",not-hate,0.9990515112876892,"{'not-hate': 0.9990515112876892, 'hate': 0.0009485214832238853}",non-offensive,0.9232128262519836,"{'non-offensive': 0.9232128262519836, 'offensive': 0.07678721100091934}",5.0,Border/community/family,0.25272924,"President Biden is mobilizing the next generation of clean energy, conservation, and climate resilience workers with the launch of the American Climate Corps. https://t.co/dH4yldqKcS",president biden mobilizing generation clean energy conservation climate resilience worker launch american climate corp,"[('american', [8, 5]), ('biden', [8, 5]), ('worker', [8]), ('president', [8, 5]), ('generation', [8, 5]), ('launch', [8, 5]), ('climate', [8, 5]), ('energy', [8]), ('clean', [8]), ('corp', [8, 5]), ('conservation', [5]), ('resilience', [5]), ('mobilizing', [8])]","[('american', ['Infrastructure/job/energy', 'Border/community/family']), ('biden', ['Infrastructure/job/energy', 'Border/community/family']), ('worker', ['Infrastructure/job/energy']), ('president', ['Infrastructure/job/energy', 'Border/community/family']), ('generation', ['Infrastructure/job/energy', 'Border/community/family']), ('launch', ['Infrastructure/job/energy', 'Border/community/family']), ('climate', ['Infrastructure/job/energy', 'Border/community/family']), ('energy', ['Infrastructure/job/energy']), ('clean', ['Infrastructure/job/energy']), ('corp', ['Infrastructure/job/energy', 'Border/community/family']), ('conservation', ['Border/community/family']), ('resilience', ['Border/community/family']), ('mobilizing', ['Infrastructure/job/energy'])]"
