username,date,first_topic,first_topic_name,first_topic_prob,sentiment,sentiment_prob,all_sentiments,emotion,emotion_prob,all_emotions,hate,hate_prob,all_hate,offensive,offensive_prob,all_offensive,second_topic,second_topic_name,second_topic_prob,text,lemmatized_text,per_word_topics,per_word_topics_name
GOP,2023-08-23 00:02:00+00:00,1,American/economics/health,0.85365856,negative,0.7679445743560791,"{'negative': 0.7679445743560791, 'neutral': 0.1969560980796814, 'positive': 0.03509931266307831}",disgust,0.5121380090713501,"{'disgust': 0.5121380090713501, 'anger': 0.27029889822006226, 'sadness': 0.09078101068735123, 'anticipation': 0.04432603344321251, 'pessimism': 0.039435237646102905, 'fear': 0.01570557802915573, 'optimism': 0.013275236822664738, 'surprise': 0.007349391467869282, 'joy': 0.004394787363708019, 'trust': 0.0018399640684947371, 'love': 0.0004558030341286212}",not-hate,0.9977070093154908,"{'not-hate': 0.9977070093154907, 'hate': 0.0022930088452994823}",non-offensive,0.8433374762535095,"{'non-offensive': 0.8433374762535095, 'offensive': 0.15666250884532928}",6.0,Election/debate,0.113559596,"The reality of ""Bidenomics"": Real average hourly earnings are down 2.6.% under Biden. Costs are up 16.9% since Biden took office. Gas prices have been above $3 a gallon for over 820 days. Credit card debt passed $1 trillion, an all-time high.",reality bidenomics real average hourly earnings biden cost biden took office gas price gallon day credit card debt passed trillion time high,"[('biden', [1, 6]), ('office', [1, 6]), ('day', [1, 6]), ('time', [1, 6]), ('gas', [1]), ('real', [1, 6]), ('high', [1, 6]), ('average', [1, 6]), ('cost', [1]), ('took', [1, 6]), ('passed', [1]), ('card', [1, 6]), ('credit', [1]), ('bidenomics', [1]), ('debt', [1]), ('reality', [1, 6]), ('price', [1]), ('trillion', [1]), ('gallon', [1]), ('earnings', [6]), ('hourly', [6])]","[('biden', ['American/economics/health', 'Election/debate']), ('office', ['American/economics/health', 'Election/debate']), ('day', ['American/economics/health', 'Election/debate']), ('time', ['American/economics/health', 'Election/debate']), ('gas', ['American/economics/health']), ('real', ['American/economics/health', 'Election/debate']), ('high', ['American/economics/health', 'Election/debate']), ('average', ['American/economics/health', 'Election/debate']), ('cost', ['American/economics/health']), ('took', ['American/economics/health', 'Election/debate']), ('passed', ['American/economics/health']), ('card', ['American/economics/health', 'Election/debate']), ('credit', ['American/economics/health']), ('bidenomics', ['American/economics/health']), ('debt', ['American/economics/health']), ('reality', ['American/economics/health', 'Election/debate']), ('price', ['American/economics/health']), ('trillion', ['American/economics/health']), ('gallon', ['American/economics/health']), ('earnings', ['Election/debate']), ('hourly', ['Election/debate'])]"
laurenboebert,2023-08-23 00:41:43+00:00,1,American/economics/health,0.8443519,negative,0.8667007088661194,"{'negative': 0.8667007088661194, 'neutral': 0.11727792769670486, 'positive': 0.016021329909563065}",optimism,0.5878777503967285,"{'optimism': 0.5878777503967285, 'anger': 0.1695787012577057, 'joy': 0.08184768259525299, 'anticipation': 0.0708690658211708, 'disgust': 0.048905856907367706, 'trust': 0.023122981190681458, 'fear': 0.004679152276366949, 'surprise': 0.004284790717065334, 'pessimism': 0.004254455678164959, 'sadness': 0.0023456369526684284, 'love': 0.002233897801488638}",not-hate,0.9941189289093018,"{'not-hate': 0.9941189289093018, 'hate': 0.005881068296730518}",non-offensive,0.7716087698936462,"{'non-offensive': 0.7716087698936462, 'offensive': 0.22839121520519257}",4.0,Republicans vs democrats,0.069391415,"Biden just issued more restrictions on energy production. His rabid anti-energy policies are why I introduced the American Energy Act and got it passed through the House as part of HR1 to bring down energy costs and gas prices. When your gas prices continue to go up, be sure to thank a Democrat!",biden issued restriction energy production rabid anti energy policy introduced american energy act got passed house bring energy cost gas price gas price continue sure thank democrat,"[('american', [1, 7]), ('biden', [1, 4]), ('issued', [1, 4]), ('house', [1, 4]), ('got', [1, 4]), ('gas', [1]), ('act', [1, 7]), ('sure', [1, 4]), ('democrat', [1, 4]), ('cost', [1]), ('bring', [1, 4]), ('continue', [1, 7]), ('passed', [1, 7]), ('policy', [1, 4]), ('thank', [1, 7]), ('introduced', [1, 7]), ('energy', [1]), ('anti', [1, 7]), ('production', [1]), ('price', [1]), ('restriction', [7]), ('rabid', [4])]","[('american', ['American/economics/health', 'Abortion/rights/guns']), ('biden', ['American/economics/health', 'Republicans vs democrats']), ('issued', ['American/economics/health', 'Republicans vs democrats']), ('house', ['American/economics/health', 'Republicans vs democrats']), ('got', ['American/economics/health', 'Republicans vs democrats']), ('gas', ['American/economics/health']), ('act', ['American/economics/health', 'Abortion/rights/guns']), ('sure', ['American/economics/health', 'Republicans vs democrats']), ('democrat', ['American/economics/health', 'Republicans vs democrats']), ('cost', ['American/economics/health']), ('bring', ['American/economics/health', 'Republicans vs democrats']), ('continue', ['American/economics/health', 'Abortion/rights/guns']), ('passed', ['American/economics/health', 'Abortion/rights/guns']), ('policy', ['American/economics/health', 'Republicans vs democrats']), ('thank', ['American/economics/health', 'Abortion/rights/guns']), ('introduced', ['American/economics/health', 'Abortion/rights/guns']), ('energy', ['American/economics/health']), ('anti', ['American/economics/health', 'Abortion/rights/guns']), ('production', ['American/economics/health']), ('price', ['American/economics/health']), ('restriction', ['Abortion/rights/guns']), ('rabid', ['Republicans vs democrats'])]"
POTUS,2023-08-23 01:00:01+00:00,1,American/economics/health,0.8584895,neutral,0.5172712802886963,"{'neutral': 0.5172712802886963, 'positive': 0.4711003005504608, 'negative': 0.011628392152488232}",anticipation,0.4849078953266144,"{'anticipation': 0.4849078953266144, 'optimism': 0.3118114769458771, 'joy': 0.08112764358520508, 'sadness': 0.029201168566942215, 'trust': 0.019868314266204834, 'pessimism': 0.01956396922469139, 'disgust': 0.016663115471601486, 'surprise': 0.016147596761584282, 'fear': 0.010290956124663353, 'anger': 0.00804952997714281, 'love': 0.0023683072067797184}",not-hate,0.9990002512931824,"{'not-hate': 0.9990002512931824, 'hate': 0.0009997297311201692}",non-offensive,0.93939870595932,"{'non-offensive': 0.9393987059593201, 'offensive': 0.06060127168893814}",8.0,Infrastructure/job/energy,0.0652542,Aida texted me today after she learned our new SAVE student loan repayment plan will likely bring down her monthly loan payments to $0. Zero dollars a month. See if you are eligible to join Aida and thousands like her by visiting https://t.co/RlyR0iT5yU. https://t.co/lPheTzzYVp,aida texted today learned save student loan repayment plan likely bring monthly loan payment zero dollar month eligible join aida thousand like visiting,"[('today', [1, 8]), ('like', [1, 8]), ('month', [1]), ('student', [1, 8]), ('likely', [1]), ('payment', [1]), ('plan', [1, 8]), ('visiting', [8]), ('bring', [1, 8]), ('dollar', [1, 8]), ('thousand', [1, 8]), ('learned', [1]), ('save', [1, 8]), ('zero', [1, 8]), ('join', [1, 8]), ('eligible', [1]), ('texted', [7]), ('loan', [1]), ('monthly', [1]), ('repayment', [1]), ('aida', [1])]","[('today', ['American/economics/health', 'Infrastructure/job/energy']), ('like', ['American/economics/health', 'Infrastructure/job/energy']), ('month', ['American/economics/health']), ('student', ['American/economics/health', 'Infrastructure/job/energy']), ('likely', ['American/economics/health']), ('payment', ['American/economics/health']), ('plan', ['American/economics/health', 'Infrastructure/job/energy']), ('visiting', ['Infrastructure/job/energy']), ('bring', ['American/economics/health', 'Infrastructure/job/energy']), ('dollar', ['American/economics/health', 'Infrastructure/job/energy']), ('thousand', ['American/economics/health', 'Infrastructure/job/energy']), ('learned', ['American/economics/health']), ('save', ['American/economics/health', 'Infrastructure/job/energy']), ('zero', ['American/economics/health', 'Infrastructure/job/energy']), ('join', ['American/economics/health', 'Infrastructure/job/energy']), ('eligible', ['American/economics/health']), ('texted', ['Abortion/rights/guns']), ('loan', ['American/economics/health']), ('monthly', ['American/economics/health']), ('repayment', ['American/economics/health']), ('aida', ['American/economics/health'])]"
GOP,2023-08-23 02:41:00+00:00,1,American/economics/health,0.945266,negative,0.7050412893295288,"{'negative': 0.7050412893295288, 'neutral': 0.2633133828639984, 'positive': 0.03164542838931084}",disgust,0.5392047762870789,"{'disgust': 0.5392047762870789, 'anger': 0.33249789476394653, 'anticipation': 0.03971770778298378, 'sadness': 0.024191839620471, 'fear': 0.022990714758634567, 'pessimism': 0.019100528210401535, 'optimism': 0.009878159500658512, 'surprise': 0.007737637963145971, 'joy': 0.002660989062860608, 'trust': 0.0016483009094372392, 'love': 0.00037144182715564966}",not-hate,0.9920137524604796,"{'not-hate': 0.9920137524604797, 'hate': 0.007986309938132763}",non-offensive,0.8387197256088257,"{'non-offensive': 0.8387197256088257, 'offensive': 0.16128022968769073}",,,,"Last week, mortgage rates hit their highest level in 22 years. This week, they went even higher. Pricing millions of Americans out of a home - that’s “Bidenomics.” https://t.co/GRSzJcerz2",week mortgage rate hit highest level year week went higher pricing million american home bidenomics,"[('american', [1]), ('week', [1]), ('million', [1]), ('year', [1]), ('went', [1]), ('hit', [1]), ('home', [1]), ('highest', [1]), ('rate', [1]), ('level', [1]), ('bidenomics', [1]), ('higher', [1]), ('mortgage', [1]), ('pricing', [1])]","[('american', ['American/economics/health']), ('week', ['American/economics/health']), ('million', ['American/economics/health']), ('year', ['American/economics/health']), ('went', ['American/economics/health']), ('hit', ['American/economics/health']), ('home', ['American/economics/health']), ('highest', ['American/economics/health']), ('rate', ['American/economics/health']), ('level', ['American/economics/health']), ('bidenomics', ['American/economics/health']), ('higher', ['American/economics/health']), ('mortgage', ['American/economics/health']), ('pricing', ['American/economics/health'])]"
SenateGOP,2023-08-23 04:13:16+00:00,1,American/economics/health,0.41490927,neutral,0.7195886373519897,"{'neutral': 0.7195886373519897, 'positive': 0.1651473492383957, 'negative': 0.11526404321193695}",anger,0.3656626045703888,"{'anger': 0.3656626045703888, 'anticipation': 0.2081197202205658, 'optimism': 0.2042887955904007, 'disgust': 0.13000363111495972, 'trust': 0.03643025830388069, 'fear': 0.02155045047402382, 'pessimism': 0.011874904856085777, 'surprise': 0.008345856331288815, 'joy': 0.007737773936241865, 'sadness': 0.00427190912887454, 'love': 0.0017141554271802306}",not-hate,0.9968913197517396,"{'not-hate': 0.9968913197517395, 'hate': 0.0031086523085832596}",non-offensive,0.8148747682571411,"{'non-offensive': 0.8148747682571411, 'offensive': 0.1851252019405365}",5.0,Border/community/family,0.3510743,"RT @During a border crisis, the White House should be working to enhance border security, not undermine it through such outrageous, behind-the-scenes maneuvering. My FINISH It Act should be implemented without further delay. https://t.co/xxdetu7igy",border crisis white house working enhance border security undermine outrageous scene maneuvering finish act implemented delay,"[('security', [1, 5]), ('house', [1, 5]), ('border', [5, 1]), ('crisis', [1, 5]), ('act', [1, 8]), ('working', [1, 8]), ('scene', [8]), ('white', [5, 1]), ('delay', [8, 5]), ('outrageous', [1, 5]), ('finish', [1, 5]), ('undermine', [1]), ('implemented', [8]), ('enhance', [5]), ('maneuvering', [5])]","[('security', ['American/economics/health', 'Border/community/family']), ('house', ['American/economics/health', 'Border/community/family']), ('border', ['Border/community/family', 'American/economics/health']), ('crisis', ['American/economics/health', 'Border/community/family']), ('act', ['American/economics/health', 'Infrastructure/job/energy']), ('working', ['American/economics/health', 'Infrastructure/job/energy']), ('scene', ['Infrastructure/job/energy']), ('white', ['Border/community/family', 'American/economics/health']), ('delay', ['Infrastructure/job/energy', 'Border/community/family']), ('outrageous', ['American/economics/health', 'Border/community/family']), ('finish', ['American/economics/health', 'Border/community/family']), ('undermine', ['American/economics/health']), ('implemented', ['Infrastructure/job/energy']), ('enhance', ['Border/community/family']), ('maneuvering', ['Border/community/family'])]"
marwilliamson,2023-08-23 11:59:00+00:00,1,American/economics/health,0.7452,negative,0.8060475587844849,"{'negative': 0.8060475587844849, 'neutral': 0.18206103146076202, 'positive': 0.011891430243849754}",anger,0.5459350347518921,"{'anger': 0.5459350347518921, 'disgust': 0.35336241126060486, 'anticipation': 0.029416542500257492, 'optimism': 0.02733619324862957, 'sadness': 0.017868580296635628, 'pessimism': 0.014502263627946377, 'joy': 0.004920019768178463, 'surprise': 0.002527946839109063, 'trust': 0.00226210942491889, 'fear': 0.0015548539813607931, 'love': 0.00031406982452608645}",not-hate,0.9951464533805848,"{'not-hate': 0.9951464533805847, 'hate': 0.0048535908572375774}",non-offensive,0.8289176821708679,"{'non-offensive': 0.8289176821708679, 'offensive': 0.17108233273029327}",5.0,Border/community/family,0.16786446,"More and more our government acts like a private corporation working only at the behest of it stockholders, i.e. its donors. Every four years they saunter out in a display of false concern for everyone else, to retain permission to continue the game as they’re playing it. Only We the People can change the game. #Marianne2024",government act like private corporation working behest stockholder  donor year saunter display false concern retain permission continue game playing people change game,"[('year', [1, 5]), ('people', [1, 5]), ('like', [1, 5]), ('government', [1, 5]), ('act', [1, 5]), ('working', [1, 5]), ('playing', [1]), ('display', [5, 3]), ('continue', [1, 5]), ('change', [1, 5]), ('concern', [1, 5]), ('false', [1]), ('game', [1]), ('private', [1]), ('donor', [1]), ('corporation', [1]), ('permission', [5]), ('retain', [5]), ('stockholder', [1]), ('behest', [3]), ('saunter', [1])]","[('year', ['American/economics/health', 'Border/community/family']), ('people', ['American/economics/health', 'Border/community/family']), ('like', ['American/economics/health', 'Border/community/family']), ('government', ['American/economics/health', 'Border/community/family']), ('act', ['American/economics/health', 'Border/community/family']), ('working', ['American/economics/health', 'Border/community/family']), ('playing', ['American/economics/health']), ('display', ['Border/community/family', 'News/radio/livestream']), ('continue', ['American/economics/health', 'Border/community/family']), ('change', ['American/economics/health', 'Border/community/family']), ('concern', ['American/economics/health', 'Border/community/family']), ('false', ['American/economics/health']), ('game', ['American/economics/health']), ('private', ['American/economics/health']), ('donor', ['American/economics/health']), ('corporation', ['American/economics/health']), ('permission', ['Border/community/family']), ('retain', ['Border/community/family']), ('stockholder', ['American/economics/health']), ('behest', ['News/radio/livestream']), ('saunter', ['American/economics/health'])]"
JohnDelaney,2023-08-23 14:22:17+00:00,1,American/economics/health,0.4363218,neutral,0.6146285533905029,"{'neutral': 0.6146285533905029, 'negative': 0.31270501017570496, 'positive': 0.07266642153263092}",fear,0.9656496047973632,"{'fear': 0.9656496047973633, 'disgust': 0.007293937727808952, 'anticipation': 0.007201807573437691, 'pessimism': 0.006627179682254791, 'sadness': 0.005234741605818272, 'anger': 0.0031289493199437857, 'optimism': 0.001972038531675935, 'surprise': 0.0010881656780838966, 'joy': 0.0009258329519070685, 'trust': 0.0005952341016381979, 'love': 0.00028243986889719963}",not-hate,0.9972013235092164,"{'not-hate': 0.9972013235092163, 'hate': 0.0027986785862594843}",non-offensive,0.9365164041519164,"{'non-offensive': 0.9365164041519165, 'offensive': 0.06348354369401932}",8.0,Infrastructure/job/energy,0.36140004,.⁦@iamwesmoore⁩ is right to focus on American Legion Bridge - aside from a huge traffic bottleneck it is a significant security risk for our region/nation as is in integral to a functioning DC Metro Region https://t.co/jHHaCs7bXt,right focus american legion bridge aside huge traffic bottleneck significant security risk region nation integral functioning  metro region,"[('security', [1, 8]), ('american', [1, 8]), ('significant', [8, 1]), ('focus', [1, 8]), ('right', [1, 7]), ('bridge', [8]), ('nation', [1, 8]), ('risk', [1, 8]), ('traffic', [1, 6]), ('region', [8, 6]), ('huge', [1, 8]), ('metro', [7]), ('aside', [1]), ('integral', [1]), ('legion', [6]), ('functioning', [1, 8]), ('bottleneck', [8])]","[('security', ['American/economics/health', 'Infrastructure/job/energy']), ('american', ['American/economics/health', 'Infrastructure/job/energy']), ('significant', ['Infrastructure/job/energy', 'American/economics/health']), ('focus', ['American/economics/health', 'Infrastructure/job/energy']), ('right', ['American/economics/health', 'Abortion/rights/guns']), ('bridge', ['Infrastructure/job/energy']), ('nation', ['American/economics/health', 'Infrastructure/job/energy']), ('risk', ['American/economics/health', 'Infrastructure/job/energy']), ('traffic', ['American/economics/health', 'Election/debate']), ('region', ['Infrastructure/job/energy', 'Election/debate']), ('huge', ['American/economics/health', 'Infrastructure/job/energy']), ('metro', ['Abortion/rights/guns']), ('aside', ['American/economics/health']), ('integral', ['American/economics/health']), ('legion', ['Election/debate']), ('functioning', ['American/economics/health', 'Infrastructure/job/energy']), ('bottleneck', ['Infrastructure/job/energy'])]"
HouseGOP,2023-08-23 14:44:00+00:00,1,American/economics/health,0.55996525,negative,0.7998545169830322,"{'negative': 0.7998545169830322, 'neutral': 0.18998441100120544, 'positive': 0.010161103680729866}",disgust,0.4633938670158386,"{'disgust': 0.4633938670158386, 'anger': 0.2911188304424286, 'anticipation': 0.10176495462656021, 'sadness': 0.04983564466238022, 'pessimism': 0.0399041622877121, 'optimism': 0.029646797105669975, 'surprise': 0.007607885170727968, 'fear': 0.007313118316233158, 'trust': 0.004712090827524662, 'joy': 0.004183202050626278, 'love': 0.0005195009289309382}",not-hate,0.9913408160209656,"{'not-hate': 0.9913408160209656, 'hate': 0.008659129962325096}",non-offensive,0.9001907706260681,"{'non-offensive': 0.9001907706260681, 'offensive': 0.09980916231870651}",8.0,Infrastructure/job/energy,0.35661253,"“'Bidenomics’ just means, you pay more and you get less.” - @RepBenCline describes how this Administration’s policies are not fiscally responsible https://t.co/Zn7QoVInc7",bidenomics mean pay describes administration policy fiscally responsible,"[('administration', [1, 8]), ('pay', [1, 8]), ('mean', [1, 8]), ('policy', [1, 8]), ('responsible', [1, 8]), ('bidenomics', [1, 8]), ('describes', [8]), ('fiscally', [8])]","[('administration', ['American/economics/health', 'Infrastructure/job/energy']), ('pay', ['American/economics/health', 'Infrastructure/job/energy']), ('mean', ['American/economics/health', 'Infrastructure/job/energy']), ('policy', ['American/economics/health', 'Infrastructure/job/energy']), ('responsible', ['American/economics/health', 'Infrastructure/job/energy']), ('bidenomics', ['American/economics/health', 'Infrastructure/job/energy']), ('describes', ['Infrastructure/job/energy']), ('fiscally', ['Infrastructure/job/energy'])]"
POTUS,2023-08-23 15:07:09+00:00,1,American/economics/health,0.6774759,positive,0.5728644132614136,"{'positive': 0.5728644132614136, 'neutral': 0.41369444131851196, 'negative': 0.013441178947687149}",optimism,0.8118839263916016,"{'optimism': 0.8118839263916016, 'joy': 0.1615530401468277, 'anticipation': 0.011271982453763485, 'trust': 0.008703707717359066, 'anger': 0.0017578375991433859, 'love': 0.0011249827221035957, 'disgust': 0.000933230621740222, 'sadness': 0.0008381736115552485, 'surprise': 0.0007590108434669673, 'pessimism': 0.0006581953493878245, 'fear': 0.0005158933345228434}",not-hate,0.998891294002533,"{'not-hate': 0.998891294002533, 'hate': 0.0011086968006566167}",non-offensive,0.901491105556488,"{'non-offensive': 0.901491105556488, 'offensive': 0.09850888699293137}",8.0,Infrastructure/job/energy,0.23841952,"The Inflation Reduction Act is saving families thousands on energy bills through tax credits and rebates to buy new and efficient appliances, weatherize their homes, and install heat pumps rooftop solar.",inflation reduction act saving family thousand energy bill tax credit rebate buy efficient appliance weatherize home install heat pump rooftop solar,"[('act', [1, 8]), ('family', [1, 8]), ('buy', [1, 8]), ('home', [1, 8]), ('tax', [1]), ('thousand', [1, 8]), ('bill', [1, 8]), ('credit', [1, 8]), ('saving', [1, 8]), ('energy', [1, 8]), ('install', [8, 1]), ('pump', [1]), ('inflation', [1, 8]), ('heat', [1, 3]), ('reduction', [1, 8]), ('solar', [8]), ('efficient', [1, 8]), ('rebate', [1]), ('appliance', [3]), ('rooftop', [8]), ('weatherize', [1, 8])]","[('act', ['American/economics/health', 'Infrastructure/job/energy']), ('family', ['American/economics/health', 'Infrastructure/job/energy']), ('buy', ['American/economics/health', 'Infrastructure/job/energy']), ('home', ['American/economics/health', 'Infrastructure/job/energy']), ('tax', ['American/economics/health']), ('thousand', ['American/economics/health', 'Infrastructure/job/energy']), ('bill', ['American/economics/health', 'Infrastructure/job/energy']), ('credit', ['American/economics/health', 'Infrastructure/job/energy']), ('saving', ['American/economics/health', 'Infrastructure/job/energy']), ('energy', ['American/economics/health', 'Infrastructure/job/energy']), ('install', ['Infrastructure/job/energy', 'American/economics/health']), ('pump', ['American/economics/health']), ('inflation', ['American/economics/health', 'Infrastructure/job/energy']), ('heat', ['American/economics/health', 'News/radio/livestream']), ('reduction', ['American/economics/health', 'Infrastructure/job/energy']), ('solar', ['Infrastructure/job/energy']), ('efficient', ['American/economics/health', 'Infrastructure/job/energy']), ('rebate', ['American/economics/health']), ('appliance', ['News/radio/livestream']), ('rooftop', ['Infrastructure/job/energy']), ('weatherize', ['American/economics/health', 'Infrastructure/job/energy'])]"
JohnDelaney,2023-08-23 15:09:18+00:00,1,American/economics/health,0.6438171,neutral,0.8351727724075317,"{'neutral': 0.8351727724075317, 'positive': 0.08828971534967422, 'negative': 0.07653751969337463}",optimism,0.3533348739147186,"{'optimism': 0.35333487391471863, 'anticipation': 0.28077808022499084, 'joy': 0.18552152812480927, 'sadness': 0.06792645901441574, 'pessimism': 0.02730441652238369, 'trust': 0.024807296693325043, 'disgust': 0.024775398895144463, 'anger': 0.012920895591378212, 'surprise': 0.012463003396987915, 'love': 0.006196224130690098, 'fear': 0.003971803933382034}",not-hate,0.9979605674743652,"{'not-hate': 0.9979605674743652, 'hate': 0.002039412036538124}",non-offensive,0.872373104095459,"{'non-offensive': 0.872373104095459, 'offensive': 0.12762689590454102}",6.0,Election/debate,0.32036313,"1/4 Simple way of thinking about climate change: Across time our world has had ice caps and had no ice caps, depending on the average temperature. When there are no ice caps the world is warmer and much of it is covered in water.",simple way thinking climate change time world ice cap ice cap depending average temperature ice cap world warmer covered water,"[('way', [1, 6]), ('world', [1, 6]), ('time', [1, 6]), ('simple', [1, 6]), ('thinking', [6, 1]), ('water', [1, 6]), ('average', [1, 6]), ('change', [1, 6]), ('ice', [6]), ('climate', [1, 6]), ('covered', [1, 6]), ('depending', [1]), ('cap', [1]), ('temperature', [1]), ('warmer', [6])]","[('way', ['American/economics/health', 'Election/debate']), ('world', ['American/economics/health', 'Election/debate']), ('time', ['American/economics/health', 'Election/debate']), ('simple', ['American/economics/health', 'Election/debate']), ('thinking', ['Election/debate', 'American/economics/health']), ('water', ['American/economics/health', 'Election/debate']), ('average', ['American/economics/health', 'Election/debate']), ('change', ['American/economics/health', 'Election/debate']), ('ice', ['Election/debate']), ('climate', ['American/economics/health', 'Election/debate']), ('covered', ['American/economics/health', 'Election/debate']), ('depending', ['American/economics/health']), ('cap', ['American/economics/health']), ('temperature', ['American/economics/health']), ('warmer', ['Election/debate'])]"
