username,date,first_topic,first_topic_name,first_topic_prob,sentiment,sentiment_prob,all_sentiments,emotion,emotion_prob,all_emotions,hate,hate_prob,all_hate,offensive,offensive_prob,all_offensive,second_topic,second_topic_name,second_topic_prob,text,lemmatized_text,per_word_topics,per_word_topics_name
marwilliamson,2023-06-25 19:12:18+00:00,4,Republicans vs democrats,0.49269745,neutral,0.5233636498451233,"{'neutral': 0.5233636498451233, 'negative': 0.4450688064098358, 'positive': 0.031567517668008804}",anger,0.5570521950721741,"{'anger': 0.5570521950721741, 'disgust': 0.3971034586429596, 'anticipation': 0.017597941681742668, 'sadness': 0.007436820771545172, 'pessimism': 0.006217593792825937, 'optimism': 0.0050420924089848995, 'surprise': 0.0032343734055757523, 'joy': 0.002579896943643689, 'fear': 0.002453995170071721, 'trust': 0.0010616835206747055, 'love': 0.00021993494010530412}",not-hate,0.9978978633880616,"{'not-hate': 0.9978978633880615, 'hate': 0.002102132188156247}",non-offensive,0.8804442882537842,"{'non-offensive': 0.8804442882537842, 'offensive': 0.1195557713508606}",5.0,Border/community/family,0.21484792,"When our campaign reached out to groups of High School Democrats of America, they were contacted by their National Board telling them they could not engage with any candidates other than President Biden. (Really teaching the kids about democracy, huh guys?) @hsdems",campaign reached group high school democrat america contacted national board telling engage candidate president biden teaching kid democracy huh guy,"[('national', [5, 4]), ('biden', [4, 5]), ('democracy', [4, 5]), ('group', [4, 5]), ('america', [4, 5]), ('president', [4, 5]), ('candidate', [4, 6]), ('telling', [4, 2]), ('school', [5, 4]), ('kid', [5, 2]), ('guy', [4, 2]), ('campaign', [4, 6]), ('democrat', [4, 2]), ('high', [4, 5]), ('board', [4, 5]), ('contacted', [4]), ('reached', [4, 6]), ('teaching', [5, 4]), ('huh', [2]), ('engage', [2, 5])]","[('national', ['Border/community/family', 'Republicans vs democrats']), ('biden', ['Republicans vs democrats', 'Border/community/family']), ('democracy', ['Republicans vs democrats', 'Border/community/family']), ('group', ['Republicans vs democrats', 'Border/community/family']), ('america', ['Republicans vs democrats', 'Border/community/family']), ('president', ['Republicans vs democrats', 'Border/community/family']), ('candidate', ['Republicans vs democrats', 'Election/debate']), ('telling', ['Republicans vs democrats', 'War']), ('school', ['Border/community/family', 'Republicans vs democrats']), ('kid', ['Border/community/family', 'War']), ('guy', ['Republicans vs democrats', 'War']), ('campaign', ['Republicans vs democrats', 'Election/debate']), ('democrat', ['Republicans vs democrats', 'War']), ('high', ['Republicans vs democrats', 'Border/community/family']), ('board', ['Republicans vs democrats', 'Border/community/family']), ('contacted', ['Republicans vs democrats']), ('reached', ['Republicans vs democrats', 'Election/debate']), ('teaching', ['Border/community/family', 'Republicans vs democrats']), ('huh', ['War']), ('engage', ['War', 'Border/community/family'])]"
marwilliamson,2023-06-21 13:47:24+00:00,4,Republicans vs democrats,0.56188107,negative,0.8902504444122314,"{'negative': 0.8902504444122314, 'neutral': 0.10283848643302917, 'positive': 0.006911128759384155}",anger,0.4069421589374542,"{'anger': 0.4069421589374542, 'disgust': 0.36338937282562256, 'sadness': 0.11646995693445206, 'pessimism': 0.06738630682229996, 'fear': 0.01772497221827507, 'optimism': 0.016185253858566284, 'anticipation': 0.008262600749731064, 'trust': 0.0015828150790184736, 'surprise': 0.0010838789166882634, 'joy': 0.0006877267733216286, 'love': 0.00028486052178777754}",not-hate,0.9930641055107116,"{'not-hate': 0.9930641055107117, 'hate': 0.006935947574675083}",non-offensive,0.5864633917808533,"{'non-offensive': 0.5864633917808533, 'offensive': 0.4135366678237915}",8.0,Infrastructure/job/energy,0.21265131,"Anything short of that (and the courage it requires) and we’re acquiescing to a lifeless, unethical institutional machinery that will inevitably lead to civilization’s demise.",short courage requires acquiescing lifeless unethical institutional machinery inevitably lead civilization demise,"[('lead', [4, 8]), ('short', [4, 8]), ('courage', [5, 8]), ('requires', [8, 4]), ('unethical', [4]), ('acquiescing', [4]), ('machinery', [8]), ('inevitably', [4]), ('civilization', [4]), ('demise', [2]), ('institutional', [4]), ('lifeless', [4, 8])]","[('lead', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('short', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('courage', ['Border/community/family', 'Infrastructure/job/energy']), ('requires', ['Infrastructure/job/energy', 'Republicans vs democrats']), ('unethical', ['Republicans vs democrats']), ('acquiescing', ['Republicans vs democrats']), ('machinery', ['Infrastructure/job/energy']), ('inevitably', ['Republicans vs democrats']), ('civilization', ['Republicans vs democrats']), ('demise', ['War']), ('institutional', ['Republicans vs democrats']), ('lifeless', ['Republicans vs democrats', 'Infrastructure/job/energy'])]"
marwilliamson,2023-06-17 14:24:37+00:00,4,Republicans vs democrats,0.47135234,negative,0.6015837788581848,"{'negative': 0.6015837788581848, 'neutral': 0.3809058666229248, 'positive': 0.017510365694761276}",anger,0.5002515316009521,"{'anger': 0.5002515316009521, 'optimism': 0.2761557102203369, 'disgust': 0.15013082325458527, 'anticipation': 0.029469437897205353, 'pessimism': 0.01106481533497572, 'trust': 0.010862493887543678, 'sadness': 0.007693831343203783, 'joy': 0.007342818658798933, 'fear': 0.004353646654635668, 'surprise': 0.0018036812543869019, 'love': 0.000871189113240689}",not-hate,0.9968249797821044,"{'not-hate': 0.9968249797821045, 'hate': 0.0031749848276376724}",non-offensive,0.7214731574058533,"{'non-offensive': 0.7214731574058533, 'offensive': 0.27852684259414673}",6.0,Election/debate,0.20091021,"Over the last few decades Americans have been played - trained to limit our political imaginations, simply accept what the system says we can have, enable our own abusers, and fall in line for whatever false narrative they spin in order to keep us in line. We can change this. My newest substack: https://t.co/unDssE8a8t",decade american played trained limit political imagination simply accept system say enable abuser fall line false narrative spin order line change newest substack,"[('decade', [4, 8]), ('american', [4, 5]), ('political', [4, 6]), ('system', [4, 8]), ('say', [4, 6]), ('order', [4, 6]), ('trained', [6, 5]), ('limit', [4, 6]), ('spin', [4]), ('change', [6, 4]), ('accept', [4, 5]), ('narrative', [4, 6]), ('simply', [4, 5]), ('false', [4]), ('line', [6, 5]), ('enable', [8]), ('imagination', [5]), ('fall', [6, 4]), ('played', [4, 6]), ('newest', [5, 6]), ('substack', [5]), ('abuser', [6])]","[('decade', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('american', ['Republicans vs democrats', 'Border/community/family']), ('political', ['Republicans vs democrats', 'Election/debate']), ('system', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('say', ['Republicans vs democrats', 'Election/debate']), ('order', ['Republicans vs democrats', 'Election/debate']), ('trained', ['Election/debate', 'Border/community/family']), ('limit', ['Republicans vs democrats', 'Election/debate']), ('spin', ['Republicans vs democrats']), ('change', ['Election/debate', 'Republicans vs democrats']), ('accept', ['Republicans vs democrats', 'Border/community/family']), ('narrative', ['Republicans vs democrats', 'Election/debate']), ('simply', ['Republicans vs democrats', 'Border/community/family']), ('false', ['Republicans vs democrats']), ('line', ['Election/debate', 'Border/community/family']), ('enable', ['Infrastructure/job/energy']), ('imagination', ['Border/community/family']), ('fall', ['Election/debate', 'Republicans vs democrats']), ('played', ['Republicans vs democrats', 'Election/debate']), ('newest', ['Border/community/family', 'Election/debate']), ('substack', ['Border/community/family']), ('abuser', ['Election/debate'])]"
marwilliamson,2023-06-19 11:24:39+00:00,4,Republicans vs democrats,0.81292427,neutral,0.4952937662601471,"{'neutral': 0.4952937662601471, 'negative': 0.4796089231967926, 'positive': 0.025097321718931198}",anger,0.4815973043441772,"{'anger': 0.48159730434417725, 'disgust': 0.3380487859249115, 'fear': 0.059258975088596344, 'sadness': 0.049148306250572205, 'pessimism': 0.03692864626646042, 'optimism': 0.016057197004556656, 'anticipation': 0.013871492817997932, 'trust': 0.0024930941872298717, 'surprise': 0.0017286213114857674, 'joy': 0.0005057481466792524, 'love': 0.0003619293274823576}",not-hate,0.9833256006240844,"{'not-hate': 0.9833256006240845, 'hate': 0.01667439565062523}",non-offensive,0.6958971619606018,"{'non-offensive': 0.6958971619606018, 'offensive': 0.3041028380393982}",3.0,News/radio/livestream,0.11185642,"RT @“The US has an absolute obligation to get to the bottom of what happened, to hold the individuals accountable… That is something that we should do when you have the wrongful killing of a US citizen.” @ChrisVanHollen #JusticeForShireen @democracynow https://t.co/oHslwDD712",absolute obligation happened hold individual accountable wrongful killing citizen,"[('citizen', [4]), ('happened', [4]), ('individual', [4]), ('killing', [4]), ('hold', [4]), ('absolute', [4]), ('accountable', [4]), ('obligation', [4]), ('wrongful', [3])]","[('citizen', ['Republicans vs democrats']), ('happened', ['Republicans vs democrats']), ('individual', ['Republicans vs democrats']), ('killing', ['Republicans vs democrats']), ('hold', ['Republicans vs democrats']), ('absolute', ['Republicans vs democrats']), ('accountable', ['Republicans vs democrats']), ('obligation', ['Republicans vs democrats']), ('wrongful', ['News/radio/livestream'])]"
marwilliamson,2023-06-20 19:59:36+00:00,4,Republicans vs democrats,0.43388304,neutral,0.7561253309249878,"{'neutral': 0.7561253309249878, 'negative': 0.18274633586406708, 'positive': 0.061128344386816025}",anger,0.5504600405693054,"{'anger': 0.5504600405693054, 'disgust': 0.23923657834529877, 'optimism': 0.09456454962491989, 'anticipation': 0.06762978434562683, 'pessimism': 0.014365141279995441, 'sadness': 0.011300071142613888, 'joy': 0.008567835204303265, 'trust': 0.008052827790379524, 'surprise': 0.002947831992059946, 'fear': 0.002055105986073613, 'love': 0.0008201884920708835}",not-hate,0.9947163462638856,"{'not-hate': 0.9947163462638855, 'hate': 0.005283623933792114}",non-offensive,0.900722324848175,"{'non-offensive': 0.900722324848175, 'offensive': 0.09927770495414734}",6.0,Election/debate,0.29122618,"Democratic voters have a right to hear all their options, unfiltered by elite narratives about who and who isn’t “credible” (translation: ready and able to perpetuate the system as it is) https://t.co/682syW0rYK",democratic voter right hear option unfiltered elite narrative credible translation ready able perpetuate system,"[('able', [6, 4]), ('system', [4, 6]), ('right', [4, 6]), ('option', [6, 4]), ('hear', [6, 4]), ('ready', [6, 4]), ('elite', [4, 6]), ('narrative', [4, 6]), ('democratic', [6, 4]), ('voter', [6, 4]), ('perpetuate', [3]), ('credible', [4]), ('unfiltered', [3]), ('translation', [5])]","[('able', ['Election/debate', 'Republicans vs democrats']), ('system', ['Republicans vs democrats', 'Election/debate']), ('right', ['Republicans vs democrats', 'Election/debate']), ('option', ['Election/debate', 'Republicans vs democrats']), ('hear', ['Election/debate', 'Republicans vs democrats']), ('ready', ['Election/debate', 'Republicans vs democrats']), ('elite', ['Republicans vs democrats', 'Election/debate']), ('narrative', ['Republicans vs democrats', 'Election/debate']), ('democratic', ['Election/debate', 'Republicans vs democrats']), ('voter', ['Election/debate', 'Republicans vs democrats']), ('perpetuate', ['News/radio/livestream']), ('credible', ['Republicans vs democrats']), ('unfiltered', ['News/radio/livestream']), ('translation', ['Border/community/family'])]"
marwilliamson,2023-06-30 02:25:35+00:00,4,Republicans vs democrats,0.37198523,negative,0.93826824426651,"{'negative': 0.93826824426651, 'neutral': 0.05588595196604729, 'positive': 0.0058457027189433575}",anger,0.5769923329353333,"{'anger': 0.5769923329353333, 'disgust': 0.39918509125709534, 'fear': 0.010443358682096004, 'sadness': 0.0101289888843894, 'pessimism': 0.0018842872232198715, 'anticipation': 0.0005035643698647618, 'surprise': 0.00040024533518590033, 'optimism': 0.00018181106133852154, 'trust': 0.00011146473116241395, 'joy': 9.741941903484985e-05, 'love': 7.139036461012438e-05}",not-hate,0.997117042541504,"{'not-hate': 0.9971170425415039, 'hate': 0.002882950007915497}",offensive,0.525374710559845,"{'offensive': 0.525374710559845, 'non-offensive': 0.47462522983551025}",5.0,Border/community/family,0.3350369,"There should be criminal accountability in this case. There are people in prison for decades for doing far, far less. Norfolk Southern negligently poisoned a town.",criminal accountability case people prison decade far far norfolk southern negligently poisoned town,"[('decade', [5, 4]), ('people', [2, 4]), ('prison', [4, 5]), ('criminal', [4, 2]), ('town', [5]), ('southern', [5, 4]), ('far', [4, 5]), ('case', [4, 5]), ('accountability', [4, 5]), ('poisoned', [2]), ('norfolk', [5]), ('negligently', [2])]","[('decade', ['Border/community/family', 'Republicans vs democrats']), ('people', ['War', 'Republicans vs democrats']), ('prison', ['Republicans vs democrats', 'Border/community/family']), ('criminal', ['Republicans vs democrats', 'War']), ('town', ['Border/community/family']), ('southern', ['Border/community/family', 'Republicans vs democrats']), ('far', ['Republicans vs democrats', 'Border/community/family']), ('case', ['Republicans vs democrats', 'Border/community/family']), ('accountability', ['Republicans vs democrats', 'Border/community/family']), ('poisoned', ['War']), ('norfolk', ['Border/community/family']), ('negligently', ['War'])]"
marwilliamson,2023-06-03 21:02:29+00:00,4,Republicans vs democrats,0.49637306,negative,0.5457144975662231,"{'negative': 0.5457144975662231, 'neutral': 0.4387398958206177, 'positive': 0.015545587986707687}",anger,0.5315492749214172,"{'anger': 0.5315492749214172, 'disgust': 0.4497259855270386, 'sadness': 0.010454235598444939, 'fear': 0.003125034272670746, 'pessimism': 0.0030626358930021524, 'anticipation': 0.0010709062917158008, 'surprise': 0.0004581144021358341, 'optimism': 0.0002551938814576715, 'joy': 0.00014827116683591157, 'trust': 0.00010247325553791597, 'love': 4.7897887270664796e-05}",not-hate,0.9976010918617249,"{'not-hate': 0.9976010918617249, 'hate': 0.0023988934699445963}",non-offensive,0.8013003468513489,"{'non-offensive': 0.8013003468513489, 'offensive': 0.1986997127532959}",6.0,Election/debate,0.29231068,"At what point do Senators Ossoff and Warnock, Stacey Abrams and President Biden speak up about the travesties of justice related to #StopCopCity?",point senator ossoff warnock stacey abrams president biden speak travesty justice related,"[('biden', [4, 6]), ('president', [4, 6]), ('justice', [4]), ('point', [6, 4]), ('senator', [4, 6]), ('speak', [4, 6]), ('travesty', [6]), ('related', [4, 6]), ('abrams', [3]), ('warnock', [6]), ('stacey', [3]), ('ossoff', [4])]","[('biden', ['Republicans vs democrats', 'Election/debate']), ('president', ['Republicans vs democrats', 'Election/debate']), ('justice', ['Republicans vs democrats']), ('point', ['Election/debate', 'Republicans vs democrats']), ('senator', ['Republicans vs democrats', 'Election/debate']), ('speak', ['Republicans vs democrats', 'Election/debate']), ('travesty', ['Election/debate']), ('related', ['Republicans vs democrats', 'Election/debate']), ('abrams', ['News/radio/livestream']), ('warnock', ['Election/debate']), ('stacey', ['News/radio/livestream']), ('ossoff', ['Republicans vs democrats'])]"
marwilliamson,2023-09-08 07:07:47+00:00,4,Republicans vs democrats,0.7166421,negative,0.6321703195571899,"{'negative': 0.6321703195571899, 'neutral': 0.34228700399398804, 'positive': 0.025542624294757843}",anger,0.6872923970222473,"{'anger': 0.6872923970222473, 'disgust': 0.3074072599411011, 'sadness': 0.002468494465574622, 'fear': 0.0008580235880799592, 'pessimism': 0.0005844405968673527, 'anticipation': 0.00047798719606362283, 'surprise': 0.0004449971311260015, 'joy': 0.00020240870071575046, 'optimism': 0.00011734923464246094, 'trust': 8.148856431944296e-05, 'love': 6.513237167382613e-05}",not-hate,0.990972638130188,"{'not-hate': 0.990972638130188, 'hate': 0.009027400985360146}",non-offensive,0.5420997738838196,"{'non-offensive': 0.5420997738838196, 'offensive': 0.45790019631385803}",5.0,Border/community/family,0.15904367,"The women of The View saying “the Democrats don’t have a primary” is like when Trump’s press Secretary Sean Spicer told us there had never been a bigger crowd for a presidential inauguration. In both cases, the willingness of people in positions of power to blatantly lie - even when everyone knows what they’re saying is outrageously untrue - is almost Orwellian. Every woman at the table, including @AnaNavarro, knew she was lying yet see it as their job to keep up the lie. https://t.co/8KFy1UlY1M",woman view saying democrat primary like trump press secretary sean spicer told bigger crowd presidential inauguration case willingness people position power blatantly lie know saying outrageously untrue orwellian woman table including knew lying job lie,"[('know', [4, 5]), ('job', [4, 5]), ('people', [4, 5]), ('position', [4, 2]), ('crowd', [4, 2]), ('like', [4, 5]), ('trump', [4, 2]), ('lying', [4, 2]), ('power', [4, 5]), ('view', [4, 5]), ('press', [4, 5]), ('told', [4, 5]), ('saying', [4, 2]), ('presidential', [4, 5]), ('sean', [4, 5]), ('woman', [5, 4]), ('case', [4]), ('democrat', [4, 2]), ('including', [4, 5]), ('secretary', [4, 5]), ('knew', [4, 5]), ('lie', [4, 2]), ('table', [4]), ('primary', [4]), ('bigger', [4, 2]), ('untrue', [3]), ('blatantly', [3]), ('outrageously', [2]), ('willingness', [5]), ('inauguration', [5]), ('orwellian', [5]), ('spicer', [4])]","[('know', ['Republicans vs democrats', 'Border/community/family']), ('job', ['Republicans vs democrats', 'Border/community/family']), ('people', ['Republicans vs democrats', 'Border/community/family']), ('position', ['Republicans vs democrats', 'War']), ('crowd', ['Republicans vs democrats', 'War']), ('like', ['Republicans vs democrats', 'Border/community/family']), ('trump', ['Republicans vs democrats', 'War']), ('lying', ['Republicans vs democrats', 'War']), ('power', ['Republicans vs democrats', 'Border/community/family']), ('view', ['Republicans vs democrats', 'Border/community/family']), ('press', ['Republicans vs democrats', 'Border/community/family']), ('told', ['Republicans vs democrats', 'Border/community/family']), ('saying', ['Republicans vs democrats', 'War']), ('presidential', ['Republicans vs democrats', 'Border/community/family']), ('sean', ['Republicans vs democrats', 'Border/community/family']), ('woman', ['Border/community/family', 'Republicans vs democrats']), ('case', ['Republicans vs democrats']), ('democrat', ['Republicans vs democrats', 'War']), ('including', ['Republicans vs democrats', 'Border/community/family']), ('secretary', ['Republicans vs democrats', 'Border/community/family']), ('knew', ['Republicans vs democrats', 'Border/community/family']), ('lie', ['Republicans vs democrats', 'War']), ('table', ['Republicans vs democrats']), ('primary', ['Republicans vs democrats']), ('bigger', ['Republicans vs democrats', 'War']), ('untrue', ['News/radio/livestream']), ('blatantly', ['News/radio/livestream']), ('outrageously', ['War']), ('willingness', ['Border/community/family']), ('inauguration', ['Border/community/family']), ('orwellian', ['Border/community/family']), ('spicer', ['Republicans vs democrats'])]"
marwilliamson,2023-09-13 22:59:38+00:00,4,Republicans vs democrats,0.50672036,negative,0.6380965113639832,"{'negative': 0.6380965113639832, 'neutral': 0.34620749950408936, 'positive': 0.015696000307798386}",anger,0.5205994844436646,"{'anger': 0.5205994844436646, 'disgust': 0.3827832341194153, 'anticipation': 0.047781798988580704, 'optimism': 0.013188179582357407, 'pessimism': 0.012146980501711369, 'sadness': 0.009096897207200527, 'fear': 0.005513917654752731, 'surprise': 0.003772457828745246, 'trust': 0.003317454131320119, 'joy': 0.0014339283807203174, 'love': 0.0003656343324109912}",not-hate,0.9953318238258362,"{'not-hate': 0.9953318238258362, 'hate': 0.004668197128921747}",non-offensive,0.9055343866348268,"{'non-offensive': 0.9055343866348267, 'offensive': 0.09446559101343155}",2.0,War,0.38154265,"FiveThirtyEight likes to brand itself as highly objective and committed to the data, but this contradicts that. This is how political elites control the narrative. Just as in the old Soviet Union, people are told ""You have choice - but we'll tell you what your choices are.""",fivethirtyeight like brand highly objective committed data contradicts political elite control narrative old soviet union people told choice tell choice,"[('old', [4, 2]), ('people', [2, 4]), ('political', [4, 2]), ('like', [4, 2]), ('control', [2, 4]), ('told', [4, 2]), ('union', [4, 2]), ('tell', [4, 2]), ('committed', [4]), ('elite', [4, 2]), ('brand', [4, 2]), ('choice', [2, 4]), ('data', [4, 6]), ('narrative', [4, 2]), ('contradicts', [4]), ('objective', [2]), ('highly', [2, 6]), ('fivethirtyeight', [6, 2]), ('soviet', [2])]","[('old', ['Republicans vs democrats', 'War']), ('people', ['War', 'Republicans vs democrats']), ('political', ['Republicans vs democrats', 'War']), ('like', ['Republicans vs democrats', 'War']), ('control', ['War', 'Republicans vs democrats']), ('told', ['Republicans vs democrats', 'War']), ('union', ['Republicans vs democrats', 'War']), ('tell', ['Republicans vs democrats', 'War']), ('committed', ['Republicans vs democrats']), ('elite', ['Republicans vs democrats', 'War']), ('brand', ['Republicans vs democrats', 'War']), ('choice', ['War', 'Republicans vs democrats']), ('data', ['Republicans vs democrats', 'Election/debate']), ('narrative', ['Republicans vs democrats', 'War']), ('contradicts', ['Republicans vs democrats']), ('objective', ['War']), ('highly', ['War', 'Election/debate']), ('fivethirtyeight', ['Election/debate', 'War']), ('soviet', ['War'])]"
marwilliamson,2023-09-13 23:08:12+00:00,4,Republicans vs democrats,0.4141756,negative,0.7613196969032288,"{'negative': 0.7613196969032288, 'neutral': 0.22594018280506134, 'positive': 0.012740115635097027}",anger,0.6719210147857666,"{'anger': 0.6719210147857666, 'disgust': 0.30062440037727356, 'sadness': 0.007613524794578552, 'anticipation': 0.007432689890265465, 'pessimism': 0.004783481825143099, 'optimism': 0.0036044998560100794, 'joy': 0.0014121916610747576, 'surprise': 0.0011596191907301545, 'trust': 0.0007241637213155627, 'fear': 0.0005371624138206244, 'love': 0.00018725389963947237}",not-hate,0.9919129610061646,"{'not-hate': 0.9919129610061646, 'hate': 0.008086991496384144}",non-offensive,0.876615583896637,"{'non-offensive': 0.876615583896637, 'offensive': 0.12338446080684662}",2.0,War,0.2173038,"Mainstream media and analysts do the bidding of the elite, and have no listening for a candidate who wants government to do the bidding of the people. @Fivethirtyeight do better. https://t.co/NgUWZT7fYy",mainstream medium analyst bidding elite listening candidate want government bidding people better,"[('medium', [4, 2]), ('people', [4, 2]), ('government', [4, 2]), ('candidate', [4, 6]), ('better', [4, 6]), ('want', [4, 2]), ('elite', [4, 2]), ('analyst', [2]), ('listening', [6, 4]), ('mainstream', [4]), ('bidding', [3])]","[('medium', ['Republicans vs democrats', 'War']), ('people', ['Republicans vs democrats', 'War']), ('government', ['Republicans vs democrats', 'War']), ('candidate', ['Republicans vs democrats', 'Election/debate']), ('better', ['Republicans vs democrats', 'Election/debate']), ('want', ['Republicans vs democrats', 'War']), ('elite', ['Republicans vs democrats', 'War']), ('analyst', ['War']), ('listening', ['Election/debate', 'Republicans vs democrats']), ('mainstream', ['Republicans vs democrats']), ('bidding', ['News/radio/livestream'])]"
