username,date,first_topic,first_topic_name,first_topic_prob,sentiment,sentiment_prob,emotion,emotion_prob,second_topic,second_topic_name,second_topic_prob,text,lemmatized_text,per_word_topics,per_word_topics_name
fck_ur_lies,2023-09-22 00:07:38+00:00,5,Border/community/family,0.477389,negative,0.9381038546562196,disgust,0.4810191690921783,6.0,Election/debate,0.3341837,#Republicans are the ones who have bankrupted the USA. #VoteThemAllOut,one bankrupted usa,"[('usa', [5, 6]), ('one', [5, 6]), ('bankrupted', [6])]","[('usa', ['Border/community/family', 'Election/debate']), ('one', ['Border/community/family', 'Election/debate']), ('bankrupted', ['Election/debate'])]"
NJPatriot2021,2023-09-22 00:22:16+00:00,5,Border/community/family,0.87479836,negative,0.7080825567245483,anger,0.738425076007843,1.0,American/economics/health,0.017916387,Illegal immigrants should not be given a free pass. Step it up @SpeakerMcCarthy #Republicans,illegal immigrant given free pas step,"[('illegal', [5]), ('immigrant', [5]), ('step', [5]), ('pas', [5]), ('given', [5]), ('free', [5])]","[('illegal', ['Border/community/family']), ('immigrant', ['Border/community/family']), ('step', ['Border/community/family']), ('pas', ['Border/community/family']), ('given', ['Border/community/family']), ('free', ['Border/community/family'])]"
NRSC,2023-09-22 00:26:52+00:00,5,Border/community/family,0.35975283,negative,0.6691482067108154,disgust,0.4536490142345428,4.0,Republicans vs democrats,0.3111155,RT @The same week PA Republicans coalesce around @DaveMcCormickPA we find out about more corruption from @Bob_Casey and his family. #PAsen might be the dark horse of the cycle.,week  republican coalesce find corruption family dark horse cycle,"[('week', [6, 5]), ('republican', [6, 4]), ('corruption', [4]), ('family', [5, 4]), ('cycle', [6, 4]), ('find', [6, 4]), ('dark', [4, 5]), ('horse', [5]), ('coalesce', [5])]","[('week', ['Election/debate', 'Border/community/family']), ('republican', ['Election/debate', 'Republicans vs democrats']), ('corruption', ['Republicans vs democrats']), ('family', ['Border/community/family', 'Republicans vs democrats']), ('cycle', ['Election/debate', 'Republicans vs democrats']), ('find', ['Election/debate', 'Republicans vs democrats']), ('dark', ['Republicans vs democrats', 'Border/community/family']), ('horse', ['Border/community/family']), ('coalesce', ['Border/community/family'])]"
Pharaoh3Stacks,2023-09-22 00:27:11+00:00,5,Border/community/family,0.5640882,negative,0.7989901304244995,disgust,0.4701900482177734,7.0,Abortion/rights/guns,0.24823076,The Right is an endangered species 😆 #conservatives #Republicans https://t.co/294kgkKiqc,right endangered specie,"[('right', [7, 5]), ('specie', [5]), ('endangered', [5])]","[('right', ['Abortion/rights/guns', 'Border/community/family']), ('specie', ['Border/community/family']), ('endangered', ['Border/community/family'])]"
gillibrandny,2023-09-22 00:32:36+00:00,5,Border/community/family,0.6656663,positive,0.3604050874710083,sadness,0.6200746297836304,1.0,American/economics/health,0.18575343,"My heart goes out to the students, families, and all those involved in this horrific crash. My office and I are closely monitoring this situation, and we're grateful for the first responders who worked so hard to save lives. https://t.co/rwhIUESNp3",heart  student family involved horrific crash office closely monitoring situation grateful responder worked hard save life,"[('situation', [5, 6]), ('office', [5, 1]), ('involved', [5, 6]), ('life', [5, 1]), ('student', [5, 1]), ('worked', [5, 1]), ('family', [5, 1]), ('hard', [5, 1]), ('responder', [5, 1]), ('crash', [1, 6]), ('save', [5, 1]), ('heart', [5, 6]), ('closely', [5, 6]), ('horrific', [5]), ('grateful', [5, 1]), ('monitoring', [6])]","[('situation', ['Border/community/family', 'Election/debate']), ('office', ['Border/community/family', 'American/economics/health']), ('involved', ['Border/community/family', 'Election/debate']), ('life', ['Border/community/family', 'American/economics/health']), ('student', ['Border/community/family', 'American/economics/health']), ('worked', ['Border/community/family', 'American/economics/health']), ('family', ['Border/community/family', 'American/economics/health']), ('hard', ['Border/community/family', 'American/economics/health']), ('responder', ['Border/community/family', 'American/economics/health']), ('crash', ['American/economics/health', 'Election/debate']), ('save', ['Border/community/family', 'American/economics/health']), ('heart', ['Border/community/family', 'Election/debate']), ('closely', ['Border/community/family', 'Election/debate']), ('horrific', ['Border/community/family']), ('grateful', ['Border/community/family', 'American/economics/health']), ('monitoring', ['Election/debate'])]"
TheCanDec,2023-09-22 01:04:24+00:00,5,Border/community/family,0.5292489,negative,0.6677300333976746,disgust,0.4951772093772888,4.0,Republicans vs democrats,0.20932852,"A reflection on #BigPharma, the US Food and Drug Administration (#FDA), the legal system and modern society. The #OxyContin story exposes the underbelly of our culture that has rejected God. https://t.co/iEzQXyNfFb #USnews #USpolitics #corruption #opioids #drugaddiction #America",reflection food drug administration legal system modern society story expose underbelly culture rejected god,"[('administration', [5, 1]), ('god', [5, 2]), ('story', [5, 4]), ('system', [4, 5]), ('drug', [1, 5]), ('modern', [5, 4]), ('legal', [4, 5]), ('culture', [5, 4]), ('rejected', [4]), ('society', [5, 2]), ('food', [1, 5]), ('expose', [2, 5]), ('reflection', [5]), ('underbelly', [5])]","[('administration', ['Border/community/family', 'American/economics/health']), ('god', ['Border/community/family', 'War']), ('story', ['Border/community/family', 'Republicans vs democrats']), ('system', ['Republicans vs democrats', 'Border/community/family']), ('drug', ['American/economics/health', 'Border/community/family']), ('modern', ['Border/community/family', 'Republicans vs democrats']), ('legal', ['Republicans vs democrats', 'Border/community/family']), ('culture', ['Border/community/family', 'Republicans vs democrats']), ('rejected', ['Republicans vs democrats']), ('society', ['Border/community/family', 'War']), ('food', ['American/economics/health', 'Border/community/family']), ('expose', ['War', 'Border/community/family']), ('reflection', ['Border/community/family']), ('underbelly', ['Border/community/family'])]"
gangstagirl925,2023-09-22 01:18:02+00:00,5,Border/community/family,0.5960305,negative,0.8977600336074829,anger,0.5726108551025391,6.0,Election/debate,0.21305062,"@RonnyJacksonTX @MAGAIncWarRoom Prediction: if this is allowed by the United States of America, God will intercede; you’ve destroyed earth life and freedom. In a blink of an eye… #Done #Democrats #Republicans",prediction allowed united state america god intercede destroyed earth life freedom blink eye,"[('freedom', [5, 2]), ('state', [5, 6]), ('united', [5, 2]), ('america', [5, 2]), ('god', [5, 2]), ('allowed', [5, 2]), ('life', [5, 2]), ('earth', [5]), ('destroyed', [2, 5]), ('eye', [5, 6]), ('prediction', [6]), ('blink', [6]), ('intercede', [5])]","[('freedom', ['Border/community/family', 'War']), ('state', ['Border/community/family', 'Election/debate']), ('united', ['Border/community/family', 'War']), ('america', ['Border/community/family', 'War']), ('god', ['Border/community/family', 'War']), ('allowed', ['Border/community/family', 'War']), ('life', ['Border/community/family', 'War']), ('earth', ['Border/community/family']), ('destroyed', ['War', 'Border/community/family']), ('eye', ['Border/community/family', 'Election/debate']), ('prediction', ['Election/debate']), ('blink', ['Election/debate']), ('intercede', ['Border/community/family'])]"
WashTimesOpEd,2023-09-22 01:25:13+00:00,5,Border/community/family,0.85394186,neutral,0.6059068441390991,optimism,0.9070103168487548,6.0,Election/debate,0.020877091,"""I don't know how you could be a leader without having faith in God."" https://t.co/k0UCEkRQCQ",know leader having faith god,"[('know', [5]), ('god', [5]), ('having', [5]), ('leader', [5]), ('faith', [5])]","[('know', ['Border/community/family']), ('god', ['Border/community/family']), ('having', ['Border/community/family']), ('leader', ['Border/community/family']), ('faith', ['Border/community/family'])]"
RepSherrill,2023-09-22 01:25:48+00:00,5,Border/community/family,0.9269757,positive,0.9580567479133606,joy,0.939011573791504,8.0,Infrastructure/job/energy,0.01044927,"RT @It's an honor to recognize The Boss @springsteen w/ a resolution to create a National Bruce Springsteen Day. Thank you to co-sponsors @BillPascrell, @FrankPallone, @RepDonaldPayne, @DonaldNorcross, @RepBonnie , @RepSherrill, @RepJoshG, @RepAndyKimNJ, @RepCasten + @RepMcGovern. https://t.co/NrPesbIXL0", honor recognize bos  resolution create national bruce springsteen day thank  sponsor,"[('national', [5]), ('day', [5]), ('honor', [5]), ('thank', [5]), ('bos', [5]), ('create', [5]), ('resolution', [5]), ('sponsor', [5]), ('recognize', [5]), ('bruce', [5]), ('springsteen', [5])]","[('national', ['Border/community/family']), ('day', ['Border/community/family']), ('honor', ['Border/community/family']), ('thank', ['Border/community/family']), ('bos', ['Border/community/family']), ('create', ['Border/community/family']), ('resolution', ['Border/community/family']), ('sponsor', ['Border/community/family']), ('recognize', ['Border/community/family']), ('bruce', ['Border/community/family']), ('springsteen', ['Border/community/family'])]"
LebanonPickles,2023-09-22 01:28:43+00:00,5,Border/community/family,0.6052433,negative,0.9397754669189452,anger,0.6794478893280029,2.0,War,0.24444875,Poor #Republicans They're all victims. When they see an ass kicking coming. #Tennessee #Pushback,poor victim  kicking coming,"[('kicking', [5]), ('victim', [5, 2]), ('coming', [5]), ('poor', [2])]","[('kicking', ['Border/community/family']), ('victim', ['Border/community/family', 'War']), ('coming', ['Border/community/family']), ('poor', ['War'])]"
