username,date,first_topic,first_topic_name,first_topic_prob,sentiment,sentiment_prob,emotion,emotion_prob,second_topic,second_topic_name,second_topic_prob,text,lemmatized_text,per_word_topics,per_word_topics_name
marklevinshow,2023-08-23 00:18:06+00:00,4,Republicans vs democrats,0.96869534,negative,0.873173177242279,anger,0.5965979099273682,,,,"The Democrat Party has interfered in the GOP primary system by launching scores of indictments in four different jurisdictions under three different Democrat prosecutors at the federal, state, and local levels. And they continue to prop up through coverups, propaganda, and censorship their own candidate, who is corrupt and mentally unfit.",democrat party interfered gop primary system launching score indictment different jurisdiction different democrat prosecutor federal state local level continue prop coverups propaganda censorship candidate corrupt mentally unfit,"[('state', [4]), ('different', [4]), ('system', [4]), ('launching', [4]), ('federal', [4]), ('candidate', [4]), ('party', [4]), ('gop', [4]), ('jurisdiction', [4]), ('democrat', [4]), ('local', [4]), ('continue', [4]), ('propaganda', [4]), ('prosecutor', [4]), ('censorship', [4]), ('corrupt', [4]), ('indictment', [4]), ('level', [4]), ('primary', [4]), ('mentally', [4]), ('interfered', [4]), ('score', [4]), ('prop', [4]), ('unfit', [4]), ('coverups', [4])]","[('state', ['Republicans vs democrats']), ('different', ['Republicans vs democrats']), ('system', ['Republicans vs democrats']), ('launching', ['Republicans vs democrats']), ('federal', ['Republicans vs democrats']), ('candidate', ['Republicans vs democrats']), ('party', ['Republicans vs democrats']), ('gop', ['Republicans vs democrats']), ('jurisdiction', ['Republicans vs democrats']), ('democrat', ['Republicans vs democrats']), ('local', ['Republicans vs democrats']), ('continue', ['Republicans vs democrats']), ('propaganda', ['Republicans vs democrats']), ('prosecutor', ['Republicans vs democrats']), ('censorship', ['Republicans vs democrats']), ('corrupt', ['Republicans vs democrats']), ('indictment', ['Republicans vs democrats']), ('level', ['Republicans vs democrats']), ('primary', ['Republicans vs democrats']), ('mentally', ['Republicans vs democrats']), ('interfered', ['Republicans vs democrats']), ('score', ['Republicans vs democrats']), ('prop', ['Republicans vs democrats']), ('unfit', ['Republicans vs democrats']), ('coverups', ['Republicans vs democrats'])]"
IngrahamAngle,2023-08-23 00:47:08+00:00,4,Republicans vs democrats,0.2745093,neutral,0.9576890468597412,anticipation,0.7495293617248535,8.0,Infrastructure/job/energy,0.273417,"Tonight on The Ingraham Angle @AriFleischer @KellyannePolls @RobSchneider @JonathanTurley Peter Forcelli (Former AFT Deputy Assistant Director), &amp; Anthony Navarro (Gun store owner)",tonight ingraham angle peter forcelli aft deputy assistant director anthony navarro gun store owner,"[('deputy', [8, 4]), ('peter', [4, 6]), ('tonight', [6, 2]), ('store', [8, 2]), ('anthony', [4]), ('gun', [4, 2]), ('assistant', [8]), ('director', [4, 8]), ('owner', [8, 4]), ('angle', [2]), ('navarro', [6]), ('ingraham', [2]), ('aft', [2, 8]), ('forcelli', [2, 8])]","[('deputy', ['Infrastructure/job/energy', 'Republicans vs democrats']), ('peter', ['Republicans vs democrats', 'Election/debate']), ('tonight', ['Election/debate', 'War']), ('store', ['Infrastructure/job/energy', 'War']), ('anthony', ['Republicans vs democrats']), ('gun', ['Republicans vs democrats', 'War']), ('assistant', ['Infrastructure/job/energy']), ('director', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('owner', ['Infrastructure/job/energy', 'Republicans vs democrats']), ('angle', ['War']), ('navarro', ['Election/debate']), ('ingraham', ['War']), ('aft', ['War', 'Infrastructure/job/energy']), ('forcelli', ['War', 'Infrastructure/job/energy'])]"
ScottAdamsSays,2023-08-23 00:53:36+00:00,4,Republicans vs democrats,0.77122813,negative,0.7477260231971741,anger,0.6440950632095337,8.0,Infrastructure/job/energy,0.08000102,"It's becoming clear that the attack plan against @VivekGRamaswamy involves generating some sort of ""conspiracy theory"" narrative about him. It's like 2016 when all Democrats simultaneously started calling Trump's DNC speech ""dark."" That was coordinated brainwashing. Now any story about Vivek magically includes a ""conspiracy theory"" component with promises there is a source that never pans out, or is behind a paywall, or from an anonymous source. It's an organized attack, and speaks of professional involvement. Took me awhile to spot it, but now it is obvious. Watch the comments accuse me of starting this conspiracy theory. That's how this works. ""They always accuse you of what they are doing."" -- Tucker Carlson.",clear attack plan involves generating sort conspiracy theory narrative like democrat simultaneously started calling trump  dnc speech dark coordinated brainwashing story vivek magically includes conspiracy theory component promise source pan paywall anonymous source organized attack speaks professional involvement took awhile spot obvious watch comment accuse starting conspiracy theory work accuse tucker carlson,"[('attack', [4, 5]), ('comment', [4, 2]), ('speech', [4, 2]), ('clear', [4, 2]), ('source', [4, 8]), ('like', [4, 2]), ('trump', [4, 2]), ('story', [4, 5]), ('started', [4, 8]), ('watch', [4, 5]), ('work', [4, 8]), ('obvious', [4, 2]), ('vivek', [4, 2]), ('spot', [4, 8]), ('calling', [4, 8]), ('democrat', [4, 2]), ('plan', [4, 8]), ('tucker', [4]), ('took', [4, 5]), ('accuse', [2]), ('carlson', [4]), ('theory', [4]), ('narrative', [4, 2]), ('conspiracy', [4]), ('speaks', [4, 7]), ('simultaneously', [4, 2]), ('dnc', [4]), ('promise', [4, 5]), ('starting', [4, 5]), ('dark', [4, 7]), ('coordinated', [4, 8]), ('involvement', [4]), ('organized', [8, 5]), ('includes', [4, 8]), ('component', [7]), ('sort', [4]), ('professional', [4, 8]), ('generating', [8]), ('magically', [5]), ('anonymous', [4]), ('awhile', [4]), ('brainwashing', [4]), ('involves', [8]), ('pan', [4]), ('paywall', [5])]","[('attack', ['Republicans vs democrats', 'Border/community/family']), ('comment', ['Republicans vs democrats', 'War']), ('speech', ['Republicans vs democrats', 'War']), ('clear', ['Republicans vs democrats', 'War']), ('source', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('like', ['Republicans vs democrats', 'War']), ('trump', ['Republicans vs democrats', 'War']), ('story', ['Republicans vs democrats', 'Border/community/family']), ('started', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('watch', ['Republicans vs democrats', 'Border/community/family']), ('work', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('obvious', ['Republicans vs democrats', 'War']), ('vivek', ['Republicans vs democrats', 'War']), ('spot', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('calling', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('democrat', ['Republicans vs democrats', 'War']), ('plan', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('tucker', ['Republicans vs democrats']), ('took', ['Republicans vs democrats', 'Border/community/family']), ('accuse', ['War']), ('carlson', ['Republicans vs democrats']), ('theory', ['Republicans vs democrats']), ('narrative', ['Republicans vs democrats', 'War']), ('conspiracy', ['Republicans vs democrats']), ('speaks', ['Republicans vs democrats', 'Abortion/rights/guns']), ('simultaneously', ['Republicans vs democrats', 'War']), ('dnc', ['Republicans vs democrats']), ('promise', ['Republicans vs democrats', 'Border/community/family']), ('starting', ['Republicans vs democrats', 'Border/community/family']), ('dark', ['Republicans vs democrats', 'Abortion/rights/guns']), ('coordinated', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('involvement', ['Republicans vs democrats']), ('organized', ['Infrastructure/job/energy', 'Border/community/family']), ('includes', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('component', ['Abortion/rights/guns']), ('sort', ['Republicans vs democrats']), ('professional', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('generating', ['Infrastructure/job/energy']), ('magically', ['Border/community/family']), ('anonymous', ['Republicans vs democrats']), ('awhile', ['Republicans vs democrats']), ('brainwashing', ['Republicans vs democrats']), ('involves', ['Infrastructure/job/energy']), ('pan', ['Republicans vs democrats']), ('paywall', ['Border/community/family'])]"
kelsientaggart,2023-08-23 01:20:40+00:00,4,Republicans vs democrats,0.8128493,negative,0.7976794838905334,anger,0.6226650476455688,3.0,News/radio/livestream,0.12937647,"WATCH: Pres Candidate @PJQualityGuru tells Newsmax he's going to sue the RNC and called it ""the most corrupt organization"" that is ""Killing us"" https://t.co/EOSbdqx2s7",watch pres candidate tell newsmax going sue rnc called corrupt organization killing,"[('called', [4]), ('watch', [4]), ('going', [4]), ('organization', [4]), ('candidate', [4]), ('tell', [4]), ('killing', [4]), ('corrupt', [4]), ('sue', [4]), ('newsmax', [3]), ('rnc', [3, 4]), ('pres', [4])]","[('called', ['Republicans vs democrats']), ('watch', ['Republicans vs democrats']), ('going', ['Republicans vs democrats']), ('organization', ['Republicans vs democrats']), ('candidate', ['Republicans vs democrats']), ('tell', ['Republicans vs democrats']), ('killing', ['Republicans vs democrats']), ('corrupt', ['Republicans vs democrats']), ('sue', ['Republicans vs democrats']), ('newsmax', ['News/radio/livestream']), ('rnc', ['News/radio/livestream', 'Republicans vs democrats']), ('pres', ['Republicans vs democrats'])]"
PJQualityGuru,2023-08-23 01:22:03+00:00,4,Republicans vs democrats,0.79450893,negative,0.8127052783966064,anger,0.6226043105125427,3.0,News/radio/livestream,0.14290366,"RT @WATCH: Pres Candidate @PJQualityGuru tells Newsmax he's going to sue the RNC and called it ""the most corrupt organization"" that is ""Killing us"" https://t.co/EOSbdqx2s7",pres candidate tell newsmax going sue rnc called corrupt organization killing,"[('called', [4]), ('going', [4]), ('organization', [4]), ('candidate', [4]), ('tell', [4]), ('killing', [4]), ('corrupt', [4]), ('sue', [4]), ('newsmax', [3]), ('rnc', [3, 4]), ('pres', [4])]","[('called', ['Republicans vs democrats']), ('going', ['Republicans vs democrats']), ('organization', ['Republicans vs democrats']), ('candidate', ['Republicans vs democrats']), ('tell', ['Republicans vs democrats']), ('killing', ['Republicans vs democrats']), ('corrupt', ['Republicans vs democrats']), ('sue', ['Republicans vs democrats']), ('newsmax', ['News/radio/livestream']), ('rnc', ['News/radio/livestream', 'Republicans vs democrats']), ('pres', ['Republicans vs democrats'])]"
GOP,2023-08-23 01:24:26+00:00,4,Republicans vs democrats,0.5878418,neutral,0.8612101674079895,anticipation,0.5508425235748291,1.0,American/economics/health,0.37264264,".@SpeakerMcCarthy: ""[Biden] told us he had never talked to his son about any business dealings...we now learn while he was vice president, the family created 20 shell companies, they did receive more than a million dollars from China, and he did call in to the business meetings."" https://t.co/TE8UaIPSsE",biden told talked son business dealing learn vice president family created company receive million dollar china business meeting,"[('biden', [4, 1]), ('million', [1, 4]), ('president', [4, 1]), ('china', [4, 1]), ('told', [4, 1]), ('son', [4, 1]), ('family', [1, 4]), ('business', [4, 1]), ('dealing', [4, 1]), ('talked', [4, 1]), ('dollar', [1, 4]), ('company', [4, 1]), ('meeting', [4, 1]), ('created', [1, 4]), ('vice', [4, 1]), ('receive', [1, 4]), ('learn', [1, 4])]","[('biden', ['Republicans vs democrats', 'American/economics/health']), ('million', ['American/economics/health', 'Republicans vs democrats']), ('president', ['Republicans vs democrats', 'American/economics/health']), ('china', ['Republicans vs democrats', 'American/economics/health']), ('told', ['Republicans vs democrats', 'American/economics/health']), ('son', ['Republicans vs democrats', 'American/economics/health']), ('family', ['American/economics/health', 'Republicans vs democrats']), ('business', ['Republicans vs democrats', 'American/economics/health']), ('dealing', ['Republicans vs democrats', 'American/economics/health']), ('talked', ['Republicans vs democrats', 'American/economics/health']), ('dollar', ['American/economics/health', 'Republicans vs democrats']), ('company', ['Republicans vs democrats', 'American/economics/health']), ('meeting', ['Republicans vs democrats', 'American/economics/health']), ('created', ['American/economics/health', 'Republicans vs democrats']), ('vice', ['Republicans vs democrats', 'American/economics/health']), ('receive', ['American/economics/health', 'Republicans vs democrats']), ('learn', ['American/economics/health', 'Republicans vs democrats'])]"
NewsbySmiley,2023-08-23 01:57:50+00:00,4,Republicans vs democrats,0.9269073,neutral,0.8697898387908936,anticipation,0.6612805128097534,1.0,American/economics/health,0.010452379,The clock is running out on deal to save Miami’s self-styled Spanish version of Fox News https://t.co/9ZgG1ZV4h3,clock running deal save miami self styled spanish version fox news,"[('news', [4]), ('miami', [4]), ('fox', [4]), ('running', [4]), ('deal', [4]), ('save', [4]), ('self', [4]), ('version', [4]), ('clock', [4]), ('styled', [4]), ('spanish', [4])]","[('news', ['Republicans vs democrats']), ('miami', ['Republicans vs democrats']), ('fox', ['Republicans vs democrats']), ('running', ['Republicans vs democrats']), ('deal', ['Republicans vs democrats']), ('save', ['Republicans vs democrats']), ('self', ['Republicans vs democrats']), ('version', ['Republicans vs democrats']), ('clock', ['Republicans vs democrats']), ('styled', ['Republicans vs democrats']), ('spanish', ['Republicans vs democrats'])]"
SenJoniErnst,2023-08-23 02:01:42+00:00,4,Republicans vs democrats,0.78913563,negative,0.9058717489242554,anger,0.6495322585105896,5.0,Border/community/family,0.15109468,President Biden’s move to shamelessly auction border wall materials off for pennies on the dollar is a clear signal he does not take border security seriously. I’m demanding oversight of this abuse of tax $. https://t.co/7dNLDY0wYw,president bidens shamelessly auction border wall material penny dollar clear signal border security seriously demanding oversight abuse tax,"[('security', [4, 5]), ('wall', [4, 5]), ('clear', [4, 5]), ('demanding', [4]), ('president', [4, 5]), ('abuse', [4]), ('border', [5, 4]), ('bidens', [4, 5]), ('seriously', [4, 5]), ('dollar', [4, 1]), ('tax', [4, 1]), ('material', [4]), ('penny', [4]), ('oversight', [4]), ('signal', [4]), ('auction', [5]), ('shamelessly', [4])]","[('security', ['Republicans vs democrats', 'Border/community/family']), ('wall', ['Republicans vs democrats', 'Border/community/family']), ('clear', ['Republicans vs democrats', 'Border/community/family']), ('demanding', ['Republicans vs democrats']), ('president', ['Republicans vs democrats', 'Border/community/family']), ('abuse', ['Republicans vs democrats']), ('border', ['Border/community/family', 'Republicans vs democrats']), ('bidens', ['Republicans vs democrats', 'Border/community/family']), ('seriously', ['Republicans vs democrats', 'Border/community/family']), ('dollar', ['Republicans vs democrats', 'American/economics/health']), ('tax', ['Republicans vs democrats', 'American/economics/health']), ('material', ['Republicans vs democrats']), ('penny', ['Republicans vs democrats']), ('oversight', ['Republicans vs democrats']), ('signal', ['Republicans vs democrats']), ('auction', ['Border/community/family']), ('shamelessly', ['Republicans vs democrats'])]"
CollinRugg,2023-08-23 02:03:48+00:00,4,Republicans vs democrats,0.40723005,neutral,0.5006421208381653,sadness,0.8063961267471313,1.0,American/economics/health,0.23672402,"BREAKING: Obama's personal chef Tafari Campbell's cause of death has been released after he was found dead outside of Obama's estate last month. According to MA Office of Public Safety & Security spokesman Timothy McGuirk, Campbell's death has officially been ruled a drowning & was determined to be an accident. Many questions remain unanswered after the mysterious drowning including why police call logs were left blank despite every other 911 call being documented the evening of his death.",obama  personal chef tafari campbell  death released found dead outside obama  estate month according  office public safety security spokesman timothy mcguirk campbell  death officially ruled drowning determined accident question remain unanswered mysterious drowning including police log left blank despite documented evening death,"[('security', [1, 4]), ('released', [4, 1]), ('office', [4, 1]), ('according', [4, 1]), ('police', [4, 7]), ('outside', [4, 6]), ('question', [4, 7]), ('month', [1, 4]), ('personal', [4, 7]), ('despite', [4, 1]), ('left', [4, 7]), ('death', [1, 4]), ('public', [4, 1]), ('spokesman', [4]), ('including', [4, 1]), ('safety', [1, 7]), ('obama', [4, 6]), ('found', [4, 1]), ('ruled', [7, 4]), ('remain', [7, 4]), ('evening', [6]), ('officially', [4, 6]), ('documented', [7, 1]), ('log', [4]), ('determined', [7, 1]), ('estate', [4]), ('dead', [4]), ('accident', [1]), ('blank', [1, 6]), ('campbell', [3]), ('chef', [7]), ('drowning', [1, 3]), ('mcguirk', [7, 3]), ('mysterious', [7, 6]), ('tafari', [3]), ('timothy', [7]), ('unanswered', [7])]","[('security', ['American/economics/health', 'Republicans vs democrats']), ('released', ['Republicans vs democrats', 'American/economics/health']), ('office', ['Republicans vs democrats', 'American/economics/health']), ('according', ['Republicans vs democrats', 'American/economics/health']), ('police', ['Republicans vs democrats', 'Abortion/rights/guns']), ('outside', ['Republicans vs democrats', 'Election/debate']), ('question', ['Republicans vs democrats', 'Abortion/rights/guns']), ('month', ['American/economics/health', 'Republicans vs democrats']), ('personal', ['Republicans vs democrats', 'Abortion/rights/guns']), ('despite', ['Republicans vs democrats', 'American/economics/health']), ('left', ['Republicans vs democrats', 'Abortion/rights/guns']), ('death', ['American/economics/health', 'Republicans vs democrats']), ('public', ['Republicans vs democrats', 'American/economics/health']), ('spokesman', ['Republicans vs democrats']), ('including', ['Republicans vs democrats', 'American/economics/health']), ('safety', ['American/economics/health', 'Abortion/rights/guns']), ('obama', ['Republicans vs democrats', 'Election/debate']), ('found', ['Republicans vs democrats', 'American/economics/health']), ('ruled', ['Abortion/rights/guns', 'Republicans vs democrats']), ('remain', ['Abortion/rights/guns', 'Republicans vs democrats']), ('evening', ['Election/debate']), ('officially', ['Republicans vs democrats', 'Election/debate']), ('documented', ['Abortion/rights/guns', 'American/economics/health']), ('log', ['Republicans vs democrats']), ('determined', ['Abortion/rights/guns', 'American/economics/health']), ('estate', ['Republicans vs democrats']), ('dead', ['Republicans vs democrats']), ('accident', ['American/economics/health']), ('blank', ['American/economics/health', 'Election/debate']), ('campbell', ['News/radio/livestream']), ('chef', ['Abortion/rights/guns']), ('drowning', ['American/economics/health', 'News/radio/livestream']), ('mcguirk', ['Abortion/rights/guns', 'News/radio/livestream']), ('mysterious', ['Abortion/rights/guns', 'Election/debate']), ('tafari', ['News/radio/livestream']), ('timothy', ['Abortion/rights/guns']), ('unanswered', ['Abortion/rights/guns'])]"
WillHurd,2023-08-23 04:04:27+00:00,4,Republicans vs democrats,0.6012147,negative,0.8882150650024414,anger,0.5492426753044128,1.0,American/economics/health,0.34094614,"Here’s some TRUTH, Vivek: 3,000 Americans were killed on 9/11. Stop using their lives as a ploy to spread conspiracy theories for clicks and attention. https://t.co/pLn0rtE3Xl",truth vivek american killed stop life ploy spread conspiracy theory click attention,"[('american', [1, 4]), ('killed', [4]), ('truth', [4, 1]), ('life', [1, 4]), ('vivek', [4]), ('stop', [4, 1]), ('theory', [4, 1]), ('conspiracy', [4]), ('spread', [4, 1]), ('attention', [4, 1]), ('click', [1, 4]), ('ploy', [1])]","[('american', ['American/economics/health', 'Republicans vs democrats']), ('killed', ['Republicans vs democrats']), ('truth', ['Republicans vs democrats', 'American/economics/health']), ('life', ['American/economics/health', 'Republicans vs democrats']), ('vivek', ['Republicans vs democrats']), ('stop', ['Republicans vs democrats', 'American/economics/health']), ('theory', ['Republicans vs democrats', 'American/economics/health']), ('conspiracy', ['Republicans vs democrats']), ('spread', ['Republicans vs democrats', 'American/economics/health']), ('attention', ['Republicans vs democrats', 'American/economics/health']), ('click', ['American/economics/health', 'Republicans vs democrats']), ('ploy', ['American/economics/health'])]"
