username,date,first_topic,first_topic_name,first_topic_prob,sentiment,sentiment_prob,emotion,emotion_prob,second_topic,second_topic_name,second_topic_prob,text,lemmatized_text,per_word_topics,per_word_topics_name
RobertKennedyJr,2023-07-14 00:08:42+00:00,4,Republicans vs democrats,0.32144228,neutral,0.5487529039382935,anger,0.5150129795074463,1.0,American/economics/health,0.26330772,I’ll be testifying before the Subcommittee on the Weaponization of the Federal Government in Congress on July 20. That name itself bespeaks an adversarial relationship between people and government — the opposite of democracy. #Kennedy24 https://t.co/1Aix09UDZo,ill testifying subcommittee weaponization federal government congress july bespeaks adversarial relationship people government opposite democracy,"[('democracy', [4, 2]), ('congress', [1, 4]), ('people', [1, 4]), ('testifying', [4]), ('federal', [8, 4]), ('government', [1, 4]), ('ill', [1, 8]), ('relationship', [8, 4]), ('subcommittee', [8]), ('july', [1, 4]), ('weaponization', [2]), ('opposite', [4, 1]), ('adversarial', [4, 8]), ('bespeaks', [4, 8])]","[('democracy', ['Republicans vs democrats', 'War']), ('congress', ['American/economics/health', 'Republicans vs democrats']), ('people', ['American/economics/health', 'Republicans vs democrats']), ('testifying', ['Republicans vs democrats']), ('federal', ['Infrastructure/job/energy', 'Republicans vs democrats']), ('government', ['American/economics/health', 'Republicans vs democrats']), ('ill', ['American/economics/health', 'Infrastructure/job/energy']), ('relationship', ['Infrastructure/job/energy', 'Republicans vs democrats']), ('subcommittee', ['Infrastructure/job/energy']), ('july', ['American/economics/health', 'Republicans vs democrats']), ('weaponization', ['War']), ('opposite', ['Republicans vs democrats', 'American/economics/health']), ('adversarial', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('bespeaks', ['Republicans vs democrats', 'Infrastructure/job/energy'])]"
RobertKennedyJr,2023-07-14 00:09:05+00:00,4,Republicans vs democrats,0.5132528,negative,0.862324059009552,anger,0.472222089767456,7.0,Abortion/rights/guns,0.4472165,"My testimony will be on censorship. When the government silences the people’s voices, it demonstrates a basic lack of respect for the people and for democracy. No wonder we the people have lost respect for the government in turn.",testimony censorship government silence people voice demonstrates basic lack respect people democracy wonder people lost respect government turn,"[('democracy', [7, 4]), ('wonder', [4]), ('people', [4, 7]), ('government', [4, 7]), ('lost', [4, 7]), ('testimony', [4]), ('respect', [7, 4]), ('censorship', [4]), ('turn', [4, 7]), ('voice', [7, 4]), ('lack', [4, 7]), ('silence', [7, 4]), ('basic', [7, 4]), ('demonstrates', [7])]","[('democracy', ['Abortion/rights/guns', 'Republicans vs democrats']), ('wonder', ['Republicans vs democrats']), ('people', ['Republicans vs democrats', 'Abortion/rights/guns']), ('government', ['Republicans vs democrats', 'Abortion/rights/guns']), ('lost', ['Republicans vs democrats', 'Abortion/rights/guns']), ('testimony', ['Republicans vs democrats']), ('respect', ['Abortion/rights/guns', 'Republicans vs democrats']), ('censorship', ['Republicans vs democrats']), ('turn', ['Republicans vs democrats', 'Abortion/rights/guns']), ('voice', ['Abortion/rights/guns', 'Republicans vs democrats']), ('lack', ['Republicans vs democrats', 'Abortion/rights/guns']), ('silence', ['Abortion/rights/guns', 'Republicans vs democrats']), ('basic', ['Abortion/rights/guns', 'Republicans vs democrats']), ('demonstrates', ['Abortion/rights/guns'])]"
CollinRugg,2023-07-14 00:28:36+00:00,4,Republicans vs democrats,0.38671649,negative,0.8355177044868469,sadness,0.7960233092308044,8.0,Infrastructure/job/energy,0.21241705,"NEW: Costco appears to have dropped Bud Light from their stores after the beer company received the “Star of Death” which signals that the product will no longer be in stock. Go woke, literally go broke. According to a former Anheuser-Busch executive, the worst is yet to come for Bud Light. ""I think there's going to be some permanent damage to this brand,"" said former president of operations Anson Frericks. ""Unfortunately, I think it's going to be a long way to go to get back the market share they lost and a lot of headwind in front of them."" ""I project that sales are not going to improve and potentially could get worse.” Ouch 🔥",costco appears dropped bud light store beer company received star death signal product longer stock woke literally broke according anheuser busch executive worst come bud light think going permanent damage brand said president operation anson frericks unfortunately think going long way market share lost lot headwind project sale going improve potentially worse ouch,"[('come', [4, 8]), ('way', [4, 1]), ('said', [4, 1]), ('long', [1, 4]), ('longer', [4, 1]), ('according', [4, 1]), ('president', [4, 1]), ('damage', [4, 8]), ('literally', [4, 8]), ('stock', [8, 1]), ('going', [4, 1]), ('think', [4, 1]), ('lot', [4, 1]), ('potentially', [8, 1]), ('project', [8, 4]), ('woke', [4, 1]), ('lost', [4, 5]), ('broke', [4, 1]), ('store', [8, 1]), ('worst', [4, 1]), ('received', [4, 8]), ('worse', [4, 1]), ('death', [1, 4]), ('appears', [4, 6]), ('company', [8, 4]), ('dropped', [4, 1]), ('executive', [4, 8]), ('brand', [4, 1]), ('share', [1, 8]), ('permanent', [1, 4]), ('operation', [8, 4]), ('ouch', [1]), ('bud', [8, 3]), ('light', [4, 8]), ('market', [8, 1]), ('unfortunately', [1, 5]), ('star', [5, 4]), ('product', [8, 1]), ('anheuser', [3]), ('beer', [6]), ('busch', [3]), ('costco', [5]), ('anson', [4, 3]), ('frericks', [4, 3]), ('headwind', [3]), ('improve', [8, 1]), ('sale', [1, 6]), ('signal', [4, 1])]","[('come', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('way', ['Republicans vs democrats', 'American/economics/health']), ('said', ['Republicans vs democrats', 'American/economics/health']), ('long', ['American/economics/health', 'Republicans vs democrats']), ('longer', ['Republicans vs democrats', 'American/economics/health']), ('according', ['Republicans vs democrats', 'American/economics/health']), ('president', ['Republicans vs democrats', 'American/economics/health']), ('damage', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('literally', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('stock', ['Infrastructure/job/energy', 'American/economics/health']), ('going', ['Republicans vs democrats', 'American/economics/health']), ('think', ['Republicans vs democrats', 'American/economics/health']), ('lot', ['Republicans vs democrats', 'American/economics/health']), ('potentially', ['Infrastructure/job/energy', 'American/economics/health']), ('project', ['Infrastructure/job/energy', 'Republicans vs democrats']), ('woke', ['Republicans vs democrats', 'American/economics/health']), ('lost', ['Republicans vs democrats', 'Border/community/family']), ('broke', ['Republicans vs democrats', 'American/economics/health']), ('store', ['Infrastructure/job/energy', 'American/economics/health']), ('worst', ['Republicans vs democrats', 'American/economics/health']), ('received', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('worse', ['Republicans vs democrats', 'American/economics/health']), ('death', ['American/economics/health', 'Republicans vs democrats']), ('appears', ['Republicans vs democrats', 'Election/debate']), ('company', ['Infrastructure/job/energy', 'Republicans vs democrats']), ('dropped', ['Republicans vs democrats', 'American/economics/health']), ('executive', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('brand', ['Republicans vs democrats', 'American/economics/health']), ('share', ['American/economics/health', 'Infrastructure/job/energy']), ('permanent', ['American/economics/health', 'Republicans vs democrats']), ('operation', ['Infrastructure/job/energy', 'Republicans vs democrats']), ('ouch', ['American/economics/health']), ('bud', ['Infrastructure/job/energy', 'News/radio/livestream']), ('light', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('market', ['Infrastructure/job/energy', 'American/economics/health']), ('unfortunately', ['American/economics/health', 'Border/community/family']), ('star', ['Border/community/family', 'Republicans vs democrats']), ('product', ['Infrastructure/job/energy', 'American/economics/health']), ('anheuser', ['News/radio/livestream']), ('beer', ['Election/debate']), ('busch', ['News/radio/livestream']), ('costco', ['Border/community/family']), ('anson', ['Republicans vs democrats', 'News/radio/livestream']), ('frericks', ['Republicans vs democrats', 'News/radio/livestream']), ('headwind', ['News/radio/livestream']), ('improve', ['Infrastructure/job/energy', 'American/economics/health']), ('sale', ['American/economics/health', 'Election/debate']), ('signal', ['Republicans vs democrats', 'American/economics/health'])]"
Jim_Jordan,2023-07-14 01:33:10+00:00,4,Republicans vs democrats,0.83976185,neutral,0.5644818544387817,fear,0.3519079089164734,6.0,Election/debate,0.07453183,"RT @🚨BREAKING🚨 New emails reveal that Dr. Fauci was aware of risky gain-of-function research occurring in Wuhan, China prior to the emergence of COVID-19. Why didn’t he tell the American people? @COVIDSelect is demanding answers👇 https://t.co/pvxtaCRB5s",email reveal  fauci aware risky gain function research occurring wuhan china prior emergence covid tell american people demanding answer,"[('american', [4, 7]), ('people', [4, 6]), ('demanding', [4]), ('china', [4]), ('gain', [4, 6]), ('email', [4, 6]), ('reveal', [4]), ('tell', [4, 6]), ('answer', [4, 6]), ('function', [4]), ('prior', [4, 6]), ('covid', [4, 6]), ('wuhan', [4]), ('fauci', [4]), ('aware', [4, 6]), ('research', [4, 6]), ('emergence', [7]), ('risky', [4]), ('occurring', [6])]","[('american', ['Republicans vs democrats', 'Abortion/rights/guns']), ('people', ['Republicans vs democrats', 'Election/debate']), ('demanding', ['Republicans vs democrats']), ('china', ['Republicans vs democrats']), ('gain', ['Republicans vs democrats', 'Election/debate']), ('email', ['Republicans vs democrats', 'Election/debate']), ('reveal', ['Republicans vs democrats']), ('tell', ['Republicans vs democrats', 'Election/debate']), ('answer', ['Republicans vs democrats', 'Election/debate']), ('function', ['Republicans vs democrats']), ('prior', ['Republicans vs democrats', 'Election/debate']), ('covid', ['Republicans vs democrats', 'Election/debate']), ('wuhan', ['Republicans vs democrats']), ('fauci', ['Republicans vs democrats']), ('aware', ['Republicans vs democrats', 'Election/debate']), ('research', ['Republicans vs democrats', 'Election/debate']), ('emergence', ['Abortion/rights/guns']), ('risky', ['Republicans vs democrats']), ('occurring', ['Election/debate'])]"
RobertKennedyJr,2023-07-14 02:33:00+00:00,4,Republicans vs democrats,0.4271673,neutral,0.6906918287277222,anticipation,0.4253311157226562,2.0,War,0.22760624,I’ve been “fact-checked” a lot regarding my statements that atrazine and other endocrine-disrupting chemicals might be affecting human sexual development and gender dysphoria. Thanks @lifebiomedguru for fact-checking the fact-checkers. #Kennedy24 https://t.co/w5opTaNdxR,fact checked lot statement atrazine endocrine disrupting chemical affecting human sexual development gender dysphoria thanks fact checking fact checker,"[('chemical', [8, 1]), ('statement', [4, 1]), ('fact', [4, 2]), ('lot', [4, 2]), ('gender', [2, 1]), ('human', [2, 4]), ('thanks', [8, 1]), ('checking', [2]), ('sexual', [4, 2]), ('development', [8, 4]), ('affecting', [4]), ('checked', [5]), ('dysphoria', [1]), ('disrupting', [4]), ('checker', [2]), ('atrazine', [4]), ('endocrine', [4, 2])]","[('chemical', ['Infrastructure/job/energy', 'American/economics/health']), ('statement', ['Republicans vs democrats', 'American/economics/health']), ('fact', ['Republicans vs democrats', 'War']), ('lot', ['Republicans vs democrats', 'War']), ('gender', ['War', 'American/economics/health']), ('human', ['War', 'Republicans vs democrats']), ('thanks', ['Infrastructure/job/energy', 'American/economics/health']), ('checking', ['War']), ('sexual', ['Republicans vs democrats', 'War']), ('development', ['Infrastructure/job/energy', 'Republicans vs democrats']), ('affecting', ['Republicans vs democrats']), ('checked', ['Border/community/family']), ('dysphoria', ['American/economics/health']), ('disrupting', ['Republicans vs democrats']), ('checker', ['War']), ('atrazine', ['Republicans vs democrats']), ('endocrine', ['Republicans vs democrats', 'War'])]"
GovChristie,2023-07-14 03:04:55+00:00,4,Republicans vs democrats,0.38924953,negative,0.8398839235305786,anger,0.8194475173950195,1.0,American/economics/health,0.31905186,"Trump is shameless. A billionaire using donor money to pay personal legal fees, and now paying his wife more than 2x what the average American makes just to pick some tableware. There’s grifting and then there’s Trump grifting. Undisputed champs. https://t.co/Be4Grxl0sX",trump shameless billionaire donor money pay personal legal fee paying wife  average american make pick tableware grifting trump grifting undisputed champ,"[('american', [1, 4]), ('money', [1, 4]), ('trump', [4, 2]), ('personal', [4, 1]), ('billionaire', [1, 4]), ('pay', [1, 4]), ('average', [1, 4]), ('wife', [4]), ('paying', [1, 4]), ('legal', [4, 1]), ('make', [4, 1]), ('donor', [4, 1]), ('pick', [4, 2]), ('shameless', [4, 1]), ('fee', [1, 4]), ('champ', [7]), ('undisputed', [2]), ('grifting', [2]), ('tableware', [2, 4])]","[('american', ['American/economics/health', 'Republicans vs democrats']), ('money', ['American/economics/health', 'Republicans vs democrats']), ('trump', ['Republicans vs democrats', 'War']), ('personal', ['Republicans vs democrats', 'American/economics/health']), ('billionaire', ['American/economics/health', 'Republicans vs democrats']), ('pay', ['American/economics/health', 'Republicans vs democrats']), ('average', ['American/economics/health', 'Republicans vs democrats']), ('wife', ['Republicans vs democrats']), ('paying', ['American/economics/health', 'Republicans vs democrats']), ('legal', ['Republicans vs democrats', 'American/economics/health']), ('make', ['Republicans vs democrats', 'American/economics/health']), ('donor', ['Republicans vs democrats', 'American/economics/health']), ('pick', ['Republicans vs democrats', 'War']), ('shameless', ['Republicans vs democrats', 'American/economics/health']), ('fee', ['American/economics/health', 'Republicans vs democrats']), ('champ', ['Abortion/rights/guns']), ('undisputed', ['War']), ('grifting', ['War']), ('tableware', ['War', 'Republicans vs democrats'])]"
WillHurd,2023-07-14 03:15:56+00:00,4,Republicans vs democrats,0.87485623,negative,0.5641081929206848,anger,0.5132889151573181,6.0,Election/debate,0.01793031,"RT @TeamCavuto: .@WillHurd to Neil: Trump is proven to be a loser, he hasn't won an election since 2016 https://t.co/kQKELTO16Q",neil trump proven loser won election,"[('trump', [4]), ('election', [4]), ('won', [4]), ('neil', [4]), ('loser', [4]), ('proven', [4])]","[('trump', ['Republicans vs democrats']), ('election', ['Republicans vs democrats']), ('won', ['Republicans vs democrats']), ('neil', ['Republicans vs democrats']), ('loser', ['Republicans vs democrats']), ('proven', ['Republicans vs democrats'])]"
laurenboebert,2023-07-14 03:29:00+00:00,4,Republicans vs democrats,0.34972852,positive,0.4591698944568634,anger,0.4149627983570099,1.0,American/economics/health,0.3413017,We're not going to let Joe Biden destroy the housing market even more by punishing people with good credit scores. I was so glad to see the House recently pass my amendment stopping this insanity with unanimous consent! https://t.co/JNOYyPHvzy,going let joe biden destroy housing market punishing people good credit score glad house recently pas amendment stopping insanity unanimous consent,"[('biden', [4, 1]), ('let', [1, 8]), ('people', [1, 4]), ('joe', [4, 1]), ('house', [4, 1]), ('good', [8, 1]), ('going', [4, 1]), ('housing', [1, 8]), ('amendment', [4, 1]), ('pas', [1, 8]), ('recently', [8, 1]), ('credit', [1, 8]), ('destroy', [4, 1]), ('stopping', [1, 8]), ('market', [8, 1]), ('insanity', [4]), ('consent', [4]), ('unanimous', [8]), ('score', [1, 4]), ('glad', [8, 1]), ('punishing', [8])]","[('biden', ['Republicans vs democrats', 'American/economics/health']), ('let', ['American/economics/health', 'Infrastructure/job/energy']), ('people', ['American/economics/health', 'Republicans vs democrats']), ('joe', ['Republicans vs democrats', 'American/economics/health']), ('house', ['Republicans vs democrats', 'American/economics/health']), ('good', ['Infrastructure/job/energy', 'American/economics/health']), ('going', ['Republicans vs democrats', 'American/economics/health']), ('housing', ['American/economics/health', 'Infrastructure/job/energy']), ('amendment', ['Republicans vs democrats', 'American/economics/health']), ('pas', ['American/economics/health', 'Infrastructure/job/energy']), ('recently', ['Infrastructure/job/energy', 'American/economics/health']), ('credit', ['American/economics/health', 'Infrastructure/job/energy']), ('destroy', ['Republicans vs democrats', 'American/economics/health']), ('stopping', ['American/economics/health', 'Infrastructure/job/energy']), ('market', ['Infrastructure/job/energy', 'American/economics/health']), ('insanity', ['Republicans vs democrats']), ('consent', ['Republicans vs democrats']), ('unanimous', ['Infrastructure/job/energy']), ('score', ['American/economics/health', 'Republicans vs democrats']), ('glad', ['Infrastructure/job/energy', 'American/economics/health']), ('punishing', ['Infrastructure/job/energy'])]"
IngrahamAngle,2023-07-14 04:22:16+00:00,4,Republicans vs democrats,0.51846313,negative,0.7015622854232788,disgust,0.5546885132789612,7.0,Abortion/rights/guns,0.29380128,They keep hiding things. 10pET ⁦@FoxNews⁩ https://t.co/v2khqj2gRo,hiding thing pet,"[('thing', [4, 7]), ('hiding', [4]), ('pet', [7])]","[('thing', ['Republicans vs democrats', 'Abortion/rights/guns']), ('hiding', ['Republicans vs democrats']), ('pet', ['Abortion/rights/guns'])]"
AndrewYang,2023-07-14 05:27:52+00:00,4,Republicans vs democrats,0.6724325,positive,0.840155303478241,optimism,0.5829748511314392,5.0,Border/community/family,0.2696353,"For my friend Marianne Williamson, I never rescinded my offer to appear with you in the early states and am still open to doing so. For those of you who support Marianne, keep the faith. 😀🙏❤️",friend marianne williamson rescinded offer appear early state open support marianne faith,"[('state', [4, 5]), ('support', [4, 5]), ('open', [5, 4]), ('offer', [4, 5]), ('friend', [5, 4]), ('appear', [4]), ('faith', [5, 4]), ('early', [4, 5]), ('marianne', [4]), ('williamson', [4]), ('rescinded', [4])]","[('state', ['Republicans vs democrats', 'Border/community/family']), ('support', ['Republicans vs democrats', 'Border/community/family']), ('open', ['Border/community/family', 'Republicans vs democrats']), ('offer', ['Republicans vs democrats', 'Border/community/family']), ('friend', ['Border/community/family', 'Republicans vs democrats']), ('appear', ['Republicans vs democrats']), ('faith', ['Border/community/family', 'Republicans vs democrats']), ('early', ['Republicans vs democrats', 'Border/community/family']), ('marianne', ['Republicans vs democrats']), ('williamson', ['Republicans vs democrats']), ('rescinded', ['Republicans vs democrats'])]"
