username,date,first_topic,first_topic_name,first_topic_prob,sentiment,sentiment_prob,emotion,emotion_prob,second_topic,second_topic_name,second_topic_prob,text,lemmatized_text,per_word_topics,per_word_topics_name
laurenboebert,2023-05-15 00:47:19+00:00,4,Republicans vs democrats,0.27881458,negative,0.4571857154369354,optimism,0.6814278364181519,6.0,Election/debate,0.25994846,"Yesterday, Joe Biden said that the ""oldest, most sinister forces may believe they determine America's future"". Right now, with his administration in charge, they most certainly are trying to do just that. 2024 is going to determine if we turn this country around or fall victim to the worst of the worst. I'm working extremely hard to keep Colorado's 3rd District RED. We have to hold every seat we currently have and GROW our majority. Can I count on you to support my campaign today with a small donation of even $5.00? It's going to take all of us to stand up against the dark, sinister forces trying to transform this country. Stand with me - donate now: https://t.co/6z9GBfzHbO",yesterday joe biden said oldest sinister force believe determine america  future right administration charge certainly trying going determine turn country fall victim worst worst working extremely hard colorado   district red hold seat currently grow majority count support campaign today small donation going stand dark sinister force trying transform country stand donate,"[('biden', [4, 2]), ('currently', [6, 4]), ('today', [6, 5]), ('said', [4, 2]), ('support', [6, 1]), ('force', [5, 4]), ('administration', [1, 4]), ('believe', [4, 2]), ('america', [2, 6]), ('joe', [4, 2]), ('going', [4, 6]), ('trying', [4, 2]), ('yesterday', [6, 5]), ('country', [2, 5]), ('right', [4, 6]), ('victim', [5, 4]), ('colorado', [5, 6]), ('working', [1, 6]), ('hard', [1, 6]), ('future', [6, 1]), ('worst', [2, 4]), ('campaign', [6, 4]), ('extremely', [4, 6]), ('charge', [4, 1]), ('count', [6, 4]), ('turn', [6, 4]), ('stand', [2, 5]), ('district', [6, 4]), ('small', [1, 6]), ('hold', [4, 6]), ('determine', [4, 1]), ('seat', [6, 4]), ('certainly', [2, 4]), ('fall', [6, 2]), ('red', [6, 1]), ('dark', [4, 1]), ('donate', [6, 1]), ('majority', [6, 4]), ('grow', [1, 2]), ('donation', [6, 4]), ('transform', [1, 2]), ('oldest', [5]), ('sinister', [2])]","[('biden', ['Republicans vs democrats', 'War']), ('currently', ['Election/debate', 'Republicans vs democrats']), ('today', ['Election/debate', 'Border/community/family']), ('said', ['Republicans vs democrats', 'War']), ('support', ['Election/debate', 'American/economics/health']), ('force', ['Border/community/family', 'Republicans vs democrats']), ('administration', ['American/economics/health', 'Republicans vs democrats']), ('believe', ['Republicans vs democrats', 'War']), ('america', ['War', 'Election/debate']), ('joe', ['Republicans vs democrats', 'War']), ('going', ['Republicans vs democrats', 'Election/debate']), ('trying', ['Republicans vs democrats', 'War']), ('yesterday', ['Election/debate', 'Border/community/family']), ('country', ['War', 'Border/community/family']), ('right', ['Republicans vs democrats', 'Election/debate']), ('victim', ['Border/community/family', 'Republicans vs democrats']), ('colorado', ['Border/community/family', 'Election/debate']), ('working', ['American/economics/health', 'Election/debate']), ('hard', ['American/economics/health', 'Election/debate']), ('future', ['Election/debate', 'American/economics/health']), ('worst', ['War', 'Republicans vs democrats']), ('campaign', ['Election/debate', 'Republicans vs democrats']), ('extremely', ['Republicans vs democrats', 'Election/debate']), ('charge', ['Republicans vs democrats', 'American/economics/health']), ('count', ['Election/debate', 'Republicans vs democrats']), ('turn', ['Election/debate', 'Republicans vs democrats']), ('stand', ['War', 'Border/community/family']), ('district', ['Election/debate', 'Republicans vs democrats']), ('small', ['American/economics/health', 'Election/debate']), ('hold', ['Republicans vs democrats', 'Election/debate']), ('determine', ['Republicans vs democrats', 'American/economics/health']), ('seat', ['Election/debate', 'Republicans vs democrats']), ('certainly', ['War', 'Republicans vs democrats']), ('fall', ['Election/debate', 'War']), ('red', ['Election/debate', 'American/economics/health']), ('dark', ['Republicans vs democrats', 'American/economics/health']), ('donate', ['Election/debate', 'American/economics/health']), ('majority', ['Election/debate', 'Republicans vs democrats']), ('grow', ['American/economics/health', 'War']), ('donation', ['Election/debate', 'Republicans vs democrats']), ('transform', ['American/economics/health', 'War']), ('oldest', ['Border/community/family']), ('sinister', ['War'])]"
TxPolProject,2023-05-15 03:42:56+00:00,4,Republicans vs democrats,0.7734148,neutral,0.9599145650863647,anticipation,0.7342155575752258,7.0,Abortion/rights/guns,0.14313802,Texas views of U.S. Involvement in #Ukraine (April 2023 @UTAustin/Texas Politics Project Pill) https://t.co/jYUvpzbxC1 https://t.co/4DqirvSXvu,texas view  involvement april texas politics project pill,"[('view', [4, 7]), ('project', [4]), ('texas', [4, 7]), ('politics', [4, 7]), ('april', [4]), ('involvement', [4]), ('pill', [7])]","[('view', ['Republicans vs democrats', 'Abortion/rights/guns']), ('project', ['Republicans vs democrats']), ('texas', ['Republicans vs democrats', 'Abortion/rights/guns']), ('politics', ['Republicans vs democrats', 'Abortion/rights/guns']), ('april', ['Republicans vs democrats']), ('involvement', ['Republicans vs democrats']), ('pill', ['Abortion/rights/guns'])]"
jamesrhenson,2023-05-15 03:44:49+00:00,4,Republicans vs democrats,0.54593587,neutral,0.7773948907852173,anger,0.2824543714523315,1.0,American/economics/health,0.30383053,RT @PatrickSvitek: New: @GovAbbott threatens veto of new committee substitute for #SB8 #txlege https://t.co/Q5KtKa9zNC,threatens veto committee substitute,"[('committee', [4, 1]), ('threatens', [4, 1]), ('veto', [1]), ('substitute', [4])]","[('committee', ['Republicans vs democrats', 'American/economics/health']), ('threatens', ['Republicans vs democrats', 'American/economics/health']), ('veto', ['American/economics/health']), ('substitute', ['Republicans vs democrats'])]"
dscc,2023-05-15 16:00:58+00:00,4,Republicans vs democrats,0.670086,negative,0.7524921298027039,anger,0.747757077217102,1.0,American/economics/health,0.28573203,BREAKING NEWS: We’re planning to file a lawsuit against Jim Justice for refusing to publicly disclose his official schedule. West Virginians deserve to know what he’s hiding.,news planning file lawsuit jim justice refusing publicly disclose official schedule west virginian deserve know  hiding,"[('know', [4, 1]), ('publicly', [4]), ('news', [4, 1]), ('official', [4, 1]), ('jim', [4]), ('justice', [4, 1]), ('file', [4, 1]), ('planning', [4, 1]), ('deserve', [1, 4]), ('lawsuit', [4]), ('disclose', [1]), ('refusing', [4, 1]), ('schedule', [1]), ('hiding', [4]), ('west', [4, 1]), ('virginian', [1])]","[('know', ['Republicans vs democrats', 'American/economics/health']), ('publicly', ['Republicans vs democrats']), ('news', ['Republicans vs democrats', 'American/economics/health']), ('official', ['Republicans vs democrats', 'American/economics/health']), ('jim', ['Republicans vs democrats']), ('justice', ['Republicans vs democrats', 'American/economics/health']), ('file', ['Republicans vs democrats', 'American/economics/health']), ('planning', ['Republicans vs democrats', 'American/economics/health']), ('deserve', ['American/economics/health', 'Republicans vs democrats']), ('lawsuit', ['Republicans vs democrats']), ('disclose', ['American/economics/health']), ('refusing', ['Republicans vs democrats', 'American/economics/health']), ('schedule', ['American/economics/health']), ('hiding', ['Republicans vs democrats']), ('west', ['Republicans vs democrats', 'American/economics/health']), ('virginian', ['American/economics/health'])]"
NewsbySmiley,2023-05-15 18:14:43+00:00,4,Republicans vs democrats,0.78688794,neutral,0.800534725189209,anticipation,0.4375505447387695,7.0,Abortion/rights/guns,0.13053086,RT @JeffBurlew: Federal prosecutors move to dismiss the indictment against former Tallahassee Mayor @AndrewGillum &amp; Sharon Lettman-Hicks.,federal prosecutor dismiss indictment tallahassee mayor sharon lettman hick,"[('federal', [4, 7]), ('mayor', [4]), ('prosecutor', [4]), ('indictment', [4]), ('hick', [4]), ('dismiss', [4]), ('sharon', [7]), ('tallahassee', [4]), ('lettman', [4])]","[('federal', ['Republicans vs democrats', 'Abortion/rights/guns']), ('mayor', ['Republicans vs democrats']), ('prosecutor', ['Republicans vs democrats']), ('indictment', ['Republicans vs democrats']), ('hick', ['Republicans vs democrats']), ('dismiss', ['Republicans vs democrats']), ('sharon', ['Abortion/rights/guns']), ('tallahassee', ['Republicans vs democrats']), ('lettman', ['Republicans vs democrats'])]"
laurenboebert,2023-05-15 18:18:36+00:00,4,Republicans vs democrats,0.43549848,negative,0.8828011751174927,fear,0.977029025554657,2.0,War,0.30369365,Alejandro Mayorkas said that white supremacy was the greatest terror threat to the USA. Apparently he is unaware that there were five people on the FBI’s terror watch list who were just found at the Southern Border. I’d consider that a far greater threat!,alejandro mayorkas said white supremacy greatest terror threat usa apparently unaware people fbi terror watch list found southern border  consider far greater threat,"[('said', [4, 2]), ('people', [2, 4]), ('threat', [4, 2]), ('watch', [4, 2]), ('border', [5, 4]), ('mayorkas', [5, 4]), ('southern', [5, 4]), ('far', [4, 2]), ('list', [4, 5]), ('white', [4, 2]), ('consider', [4, 5]), ('fbi', [4]), ('found', [4, 5]), ('greater', [5, 2]), ('greatest', [5, 2]), ('apparently', [4, 2]), ('supremacy', [2]), ('usa', [4, 5]), ('terror', [2, 5]), ('alejandro', [4]), ('unaware', [2])]","[('said', ['Republicans vs democrats', 'War']), ('people', ['War', 'Republicans vs democrats']), ('threat', ['Republicans vs democrats', 'War']), ('watch', ['Republicans vs democrats', 'War']), ('border', ['Border/community/family', 'Republicans vs democrats']), ('mayorkas', ['Border/community/family', 'Republicans vs democrats']), ('southern', ['Border/community/family', 'Republicans vs democrats']), ('far', ['Republicans vs democrats', 'War']), ('list', ['Republicans vs democrats', 'Border/community/family']), ('white', ['Republicans vs democrats', 'War']), ('consider', ['Republicans vs democrats', 'Border/community/family']), ('fbi', ['Republicans vs democrats']), ('found', ['Republicans vs democrats', 'Border/community/family']), ('greater', ['Border/community/family', 'War']), ('greatest', ['Border/community/family', 'War']), ('apparently', ['Republicans vs democrats', 'War']), ('supremacy', ['War']), ('usa', ['Republicans vs democrats', 'Border/community/family']), ('terror', ['War', 'Border/community/family']), ('alejandro', ['Republicans vs democrats']), ('unaware', ['War'])]"
jamesrhenson,2023-05-15 18:34:46+00:00,4,Republicans vs democrats,0.7481093,neutral,0.9596246480941772,anticipation,0.6857765316963196,7.0,Abortion/rights/guns,0.15799282,RT @Texas views of U.S. Involvement in #Ukraine (April 2023 @UTAustin/Texas Politics Project Pill) https://t.co/jYUvpzbxC1 https://t.co/4DqirvSXvu,view  involvement april texas politics project pill,"[('view', [4, 7]), ('project', [4]), ('texas', [4, 7]), ('politics', [4, 7]), ('april', [4]), ('involvement', [4]), ('pill', [7])]","[('view', ['Republicans vs democrats', 'Abortion/rights/guns']), ('project', ['Republicans vs democrats']), ('texas', ['Republicans vs democrats', 'Abortion/rights/guns']), ('politics', ['Republicans vs democrats', 'Abortion/rights/guns']), ('april', ['Republicans vs democrats']), ('involvement', ['Republicans vs democrats']), ('pill', ['Abortion/rights/guns'])]"
mahoneysthename,2023-05-15 18:46:29+00:00,4,Republicans vs democrats,0.86287004,neutral,0.7343473434448242,disgust,0.3338878154754638,7.0,Abortion/rights/guns,0.08340603,"Federal prosecutors are dropping the remaining 18 fraud counts against former Tallahassee Mayor Andrew Gillum after a jury deadlocked on the charges, via @lmower3 https://t.co/YovXPyUAdH",federal prosecutor dropping remaining fraud count tallahassee mayor andrew gillum jury deadlocked charge,"[('federal', [4, 7]), ('mayor', [4]), ('charge', [4]), ('count', [4]), ('andrew', [4]), ('prosecutor', [4]), ('jury', [4]), ('fraud', [4]), ('dropping', [4]), ('remaining', [7]), ('tallahassee', [4]), ('deadlocked', [4]), ('gillum', [4])]","[('federal', ['Republicans vs democrats', 'Abortion/rights/guns']), ('mayor', ['Republicans vs democrats']), ('charge', ['Republicans vs democrats']), ('count', ['Republicans vs democrats']), ('andrew', ['Republicans vs democrats']), ('prosecutor', ['Republicans vs democrats']), ('jury', ['Republicans vs democrats']), ('fraud', ['Republicans vs democrats']), ('dropping', ['Republicans vs democrats']), ('remaining', ['Abortion/rights/guns']), ('tallahassee', ['Republicans vs democrats']), ('deadlocked', ['Republicans vs democrats']), ('gillum', ['Republicans vs democrats'])]"
NewsbySmiley,2023-05-15 19:19:16+00:00,4,Republicans vs democrats,0.85594934,neutral,0.6601309180259705,disgust,0.350606769323349,7.0,Abortion/rights/guns,0.08618602,"RT @Federal prosecutors are dropping the remaining 18 fraud counts against former Tallahassee Mayor Andrew Gillum after a jury deadlocked on the charges, via @lmower3 https://t.co/YovXPyUAdH",prosecutor dropping remaining fraud count tallahassee mayor andrew gillum jury deadlocked charge,"[('mayor', [4]), ('charge', [4]), ('count', [4]), ('andrew', [4]), ('prosecutor', [4]), ('jury', [4]), ('fraud', [4]), ('dropping', [4]), ('remaining', [7]), ('tallahassee', [4]), ('deadlocked', [4]), ('gillum', [4])]","[('mayor', ['Republicans vs democrats']), ('charge', ['Republicans vs democrats']), ('count', ['Republicans vs democrats']), ('andrew', ['Republicans vs democrats']), ('prosecutor', ['Republicans vs democrats']), ('jury', ['Republicans vs democrats']), ('fraud', ['Republicans vs democrats']), ('dropping', ['Republicans vs democrats']), ('remaining', ['Abortion/rights/guns']), ('tallahassee', ['Republicans vs democrats']), ('deadlocked', ['Republicans vs democrats']), ('gillum', ['Republicans vs democrats'])]"
dscc,2023-05-15 19:55:04+00:00,4,Republicans vs democrats,0.5081307,neutral,0.6257356405258179,anger,0.4579793512821197,7.0,Abortion/rights/guns,0.4167596,RT @Nevadans deserve a Senator who will strengthen our democracy – not undermine our elections with baseless conspiracy theories.,deserve senator strengthen democracy undermine election baseless conspiracy theory,"[('democracy', [7, 4]), ('election', [4, 7]), ('senator', [7, 4]), ('deserve', [7, 4]), ('theory', [4, 7]), ('conspiracy', [4]), ('undermine', [7, 4]), ('baseless', [4]), ('strengthen', [7])]","[('democracy', ['Abortion/rights/guns', 'Republicans vs democrats']), ('election', ['Republicans vs democrats', 'Abortion/rights/guns']), ('senator', ['Abortion/rights/guns', 'Republicans vs democrats']), ('deserve', ['Abortion/rights/guns', 'Republicans vs democrats']), ('theory', ['Republicans vs democrats', 'Abortion/rights/guns']), ('conspiracy', ['Republicans vs democrats']), ('undermine', ['Abortion/rights/guns', 'Republicans vs democrats']), ('baseless', ['Republicans vs democrats']), ('strengthen', ['Abortion/rights/guns'])]"
