username,date,first_topic,first_topic_name,first_topic_prob,sentiment,sentiment_prob,emotion,emotion_prob,second_topic,second_topic_name,second_topic_prob,text,lemmatized_text,per_word_topics,per_word_topics_name
jonathanvswan,2023-03-26 00:03:17+00:00,5,Border/community/family,0.8538676,positive,0.5427376627922058,joy,0.6566532850265503,4.0,Republicans vs democrats,0.02090957,"RT @RLHeinrichs: We did it ladies, we helped the men pick out socks.",lady helped men pick sock,"[('men', [5]), ('helped', [5]), ('lady', [5]), ('pick', [5]), ('sock', [5])]","[('men', ['Border/community/family']), ('helped', ['Border/community/family']), ('lady', ['Border/community/family']), ('pick', ['Border/community/family']), ('sock', ['Border/community/family'])]"
gillibrandny,2023-03-26 02:06:36+00:00,5,Border/community/family,0.50340116,negative,0.6110455393791199,sadness,0.4191555082798004,1.0,American/economics/health,0.25161248,"The Triangle Shirtwaist Factory fire led to the tragic deaths of 146 people, mostly young, immigrant women. 112 years later, we're honoring their legacy by fighting for fair wages and safe working conditions. It’s time to pass the #FABRICAct.",triangle shirtwaist factory fire led tragic death people young immigrant woman year later honoring legacy fighting fair wage safe working condition time pas,"[('year', [5, 1]), ('people', [5, 1]), ('time', [5, 1]), ('fire', [5, 8]), ('immigrant', [5]), ('working', [1, 5]), ('safe', [5, 1]), ('woman', [5, 7]), ('honoring', [5, 1]), ('death', [5, 1]), ('pas', [1, 5]), ('fighting', [1, 5]), ('later', [5, 1]), ('fair', [1, 8]), ('young', [5, 1]), ('led', [5, 1]), ('condition', [1, 8]), ('wage', [1, 8]), ('tragic', [5]), ('legacy', [5, 7]), ('factory', [8]), ('triangle', [7]), ('shirtwaist', [5])]","[('year', ['Border/community/family', 'American/economics/health']), ('people', ['Border/community/family', 'American/economics/health']), ('time', ['Border/community/family', 'American/economics/health']), ('fire', ['Border/community/family', 'Infrastructure/job/energy']), ('immigrant', ['Border/community/family']), ('working', ['American/economics/health', 'Border/community/family']), ('safe', ['Border/community/family', 'American/economics/health']), ('woman', ['Border/community/family', 'Abortion/rights/guns']), ('honoring', ['Border/community/family', 'American/economics/health']), ('death', ['Border/community/family', 'American/economics/health']), ('pas', ['American/economics/health', 'Border/community/family']), ('fighting', ['American/economics/health', 'Border/community/family']), ('later', ['Border/community/family', 'American/economics/health']), ('fair', ['American/economics/health', 'Infrastructure/job/energy']), ('young', ['Border/community/family', 'American/economics/health']), ('led', ['Border/community/family', 'American/economics/health']), ('condition', ['American/economics/health', 'Infrastructure/job/energy']), ('wage', ['American/economics/health', 'Infrastructure/job/energy']), ('tragic', ['Border/community/family']), ('legacy', ['Border/community/family', 'Abortion/rights/guns']), ('factory', ['Infrastructure/job/energy']), ('triangle', ['Abortion/rights/guns']), ('shirtwaist', ['Border/community/family'])]"
RepSherrill,2023-03-26 17:23:14+00:00,5,Border/community/family,0.58951813,positive,0.9531758427619934,joy,0.7914968132972717,8.0,Infrastructure/job/energy,0.26780078,"It was great to learn about how the civilian workforce is partnering with our military sea-and-airlift capabilities to support our armed forces. As a member of the House Armed Services’ Readiness Subcommittee, I look forward to our continued partnership.",great learn civilian workforce partnering military sea airlift capability support armed force member house armed service readiness subcommittee look forward continued partnership,"[('military', [5, 7]), ('support', [5, 8]), ('force', [5, 8]), ('house', [5, 7]), ('armed', [5]), ('sea', [5]), ('capability', [5]), ('member', [5, 8]), ('service', [5, 8]), ('look', [5, 8]), ('great', [5, 8]), ('forward', [5, 8]), ('continued', [5, 8]), ('subcommittee', [8, 5]), ('learn', [5, 8]), ('civilian', [5]), ('partnership', [8, 5]), ('workforce', [8]), ('readiness', [7, 8]), ('partnering', [7]), ('airlift', [8])]","[('military', ['Border/community/family', 'Abortion/rights/guns']), ('support', ['Border/community/family', 'Infrastructure/job/energy']), ('force', ['Border/community/family', 'Infrastructure/job/energy']), ('house', ['Border/community/family', 'Abortion/rights/guns']), ('armed', ['Border/community/family']), ('sea', ['Border/community/family']), ('capability', ['Border/community/family']), ('member', ['Border/community/family', 'Infrastructure/job/energy']), ('service', ['Border/community/family', 'Infrastructure/job/energy']), ('look', ['Border/community/family', 'Infrastructure/job/energy']), ('great', ['Border/community/family', 'Infrastructure/job/energy']), ('forward', ['Border/community/family', 'Infrastructure/job/energy']), ('continued', ['Border/community/family', 'Infrastructure/job/energy']), ('subcommittee', ['Infrastructure/job/energy', 'Border/community/family']), ('learn', ['Border/community/family', 'Infrastructure/job/energy']), ('civilian', ['Border/community/family']), ('partnership', ['Infrastructure/job/energy', 'Border/community/family']), ('workforce', ['Infrastructure/job/energy']), ('readiness', ['Abortion/rights/guns', 'Infrastructure/job/energy']), ('partnering', ['Abortion/rights/guns']), ('airlift', ['Infrastructure/job/energy'])]"
Yankees,2023-03-26 22:50:09+00:00,5,Border/community/family,0.56224716,positive,0.9011972546577454,joy,0.798859715461731,6.0,Election/debate,0.06259444,"Welcome to The Show, AV! https://t.co/Gq5VMRvqN0",welcome ,"[('welcome', [5])]","[('welcome', ['Border/community/family'])]"
NateSilver538,2023-03-26 23:47:33+00:00,5,Border/community/family,0.59060305,neutral,0.8788882493972778,anticipation,0.6730570793151855,3.0,News/radio/livestream,0.30178264,RT @BenjySarlin: @NateSilver538 Knicks need to hire Luka’s dad immediately,knicks need hire lukas dad immediately,"[('immediately', [5]), ('need', [5]), ('hire', [5]), ('dad', [5]), ('knicks', [3]), ('lukas', [3])]","[('immediately', ['Border/community/family']), ('need', ['Border/community/family']), ('hire', ['Border/community/family']), ('dad', ['Border/community/family']), ('knicks', ['News/radio/livestream']), ('lukas', ['News/radio/livestream'])]"
GovChristie,2023-03-27 00:56:34+00:00,5,Border/community/family,0.64783704,positive,0.9862843751907348,joy,0.9444838166236876,4.0,Republicans vs democrats,0.2040115,"Congratulations to Delbarton and New Jersey’s own Anthony Volpe, the starting shortstop for the @Yankees. Been watching him since his young teenage years and couldn’t be prouder. Amazing moment for the entire incredible Volpe family!",congratulation delbarton jersey anthony volpe starting shortstop watching young teenage year prouder amazing moment entire incredible volpe family,"[('year', [5, 4]), ('amazing', [5, 6]), ('entire', [5, 4]), ('family', [5, 4]), ('anthony', [4]), ('moment', [5, 6]), ('young', [5, 6]), ('congratulation', [5, 6]), ('watching', [5, 6]), ('starting', [5, 6]), ('jersey', [4]), ('incredible', [5, 6]), ('prouder', [6]), ('teenage', [4]), ('delbarton', [5]), ('shortstop', [5]), ('volpe', [5])]","[('year', ['Border/community/family', 'Republicans vs democrats']), ('amazing', ['Border/community/family', 'Election/debate']), ('entire', ['Border/community/family', 'Republicans vs democrats']), ('family', ['Border/community/family', 'Republicans vs democrats']), ('anthony', ['Republicans vs democrats']), ('moment', ['Border/community/family', 'Election/debate']), ('young', ['Border/community/family', 'Election/debate']), ('congratulation', ['Border/community/family', 'Election/debate']), ('watching', ['Border/community/family', 'Election/debate']), ('starting', ['Border/community/family', 'Election/debate']), ('jersey', ['Republicans vs democrats']), ('incredible', ['Border/community/family', 'Election/debate']), ('prouder', ['Election/debate']), ('teenage', ['Republicans vs democrats']), ('delbarton', ['Border/community/family']), ('shortstop', ['Border/community/family']), ('volpe', ['Border/community/family'])]"
SenAmyKlobuchar,2023-03-27 02:24:57+00:00,5,Border/community/family,0.7399917,positive,0.8458516001701355,joy,0.8565845489501953,4.0,Republicans vs democrats,0.16745283,"Canada and the US are neighbors, friends, trading partners, and trusted allies. I was in Ottawa to deepen this bond, meet with members of the Canadian Parliament, and attend a state dinner hosted by Prime Minister Trudeau. 🇺🇸🇨🇦 https://t.co/lZCa6nE2jt",canada neighbor friend trading partner trusted ally ottawa deepen bond meet member canadian parliament attend state dinner hosted prime minister trudeau,"[('state', [5, 4]), ('member', [5, 4]), ('partner', [5, 4]), ('canadian', [5]), ('minister', [5, 4]), ('parliament', [5]), ('friend', [5, 4]), ('canada', [5, 4]), ('trudeau', [5]), ('ally', [5, 4]), ('attend', [5, 4]), ('prime', [5, 8]), ('meet', [5, 8]), ('neighbor', [5]), ('trading', [8]), ('hosted', [5]), ('dinner', [4]), ('bond', [5]), ('trusted', [4]), ('ottawa', [5]), ('deepen', [4])]","[('state', ['Border/community/family', 'Republicans vs democrats']), ('member', ['Border/community/family', 'Republicans vs democrats']), ('partner', ['Border/community/family', 'Republicans vs democrats']), ('canadian', ['Border/community/family']), ('minister', ['Border/community/family', 'Republicans vs democrats']), ('parliament', ['Border/community/family']), ('friend', ['Border/community/family', 'Republicans vs democrats']), ('canada', ['Border/community/family', 'Republicans vs democrats']), ('trudeau', ['Border/community/family']), ('ally', ['Border/community/family', 'Republicans vs democrats']), ('attend', ['Border/community/family', 'Republicans vs democrats']), ('prime', ['Border/community/family', 'Infrastructure/job/energy']), ('meet', ['Border/community/family', 'Infrastructure/job/energy']), ('neighbor', ['Border/community/family']), ('trading', ['Infrastructure/job/energy']), ('hosted', ['Border/community/family']), ('dinner', ['Republicans vs democrats']), ('bond', ['Border/community/family']), ('trusted', ['Republicans vs democrats']), ('ottawa', ['Border/community/family']), ('deepen', ['Republicans vs democrats'])]"
RonDeSantis,2023-03-27 03:38:23+00:00,5,Border/community/family,0.57482636,positive,0.7470603585243225,optimism,0.5748521089553833,1.0,American/economics/health,0.28819332,"RT @In just 3 months, the Florida Seal of Excellence Endorsement program already has more than 34,000 teachers signed up to learn how they can equip the next generation of leaders to be better citizens with a comprehensive understanding of the foundations of the American republic. https://t.co/yM4ELsFRM4",month florida seal excellence endorsement program teacher signed learn equip generation leader better citizen comprehensive understanding foundation american republic,"[('american', [1, 5]), ('citizen', [5, 1]), ('month', [5, 1]), ('comprehensive', [1]), ('better', [5, 1]), ('florida', [1, 5]), ('republic', [5]), ('program', [1, 5]), ('leader', [5, 1]), ('generation', [5, 1]), ('teacher', [5, 1]), ('signed', [1, 5]), ('learn', [5, 1]), ('understanding', [5]), ('foundation', [5]), ('seal', [3]), ('endorsement', [5]), ('equip', [3]), ('excellence', [5])]","[('american', ['American/economics/health', 'Border/community/family']), ('citizen', ['Border/community/family', 'American/economics/health']), ('month', ['Border/community/family', 'American/economics/health']), ('comprehensive', ['American/economics/health']), ('better', ['Border/community/family', 'American/economics/health']), ('florida', ['American/economics/health', 'Border/community/family']), ('republic', ['Border/community/family']), ('program', ['American/economics/health', 'Border/community/family']), ('leader', ['Border/community/family', 'American/economics/health']), ('generation', ['Border/community/family', 'American/economics/health']), ('teacher', ['Border/community/family', 'American/economics/health']), ('signed', ['American/economics/health', 'Border/community/family']), ('learn', ['Border/community/family', 'American/economics/health']), ('understanding', ['Border/community/family']), ('foundation', ['Border/community/family']), ('seal', ['News/radio/livestream']), ('endorsement', ['Border/community/family']), ('equip', ['News/radio/livestream']), ('excellence', ['Border/community/family'])]"
RonDeSantis,2023-03-27 03:38:27+00:00,5,Border/community/family,0.6639624,neutral,0.6459817290306091,sadness,0.7397699952125549,8.0,Infrastructure/job/energy,0.28901047,"RT @This morning, Officer Malik Daricaud was shot in the line of duty and remains in critical condition. @CaseyDeSantis and I are praying for his recovery and the entire @JSOPIO community during this time.",morning officer malik daricaud shot line duty remains critical condition praying recovery entire community time,"[('officer', [5, 8]), ('shot', [5]), ('time', [5, 8]), ('critical', [8, 5]), ('entire', [5, 8]), ('community', [5, 8]), ('remains', [5, 8]), ('duty', [5]), ('morning', [5, 8]), ('line', [5, 8]), ('recovery', [5, 8]), ('condition', [8]), ('praying', [5]), ('daricaud', [5]), ('malik', [8])]","[('officer', ['Border/community/family', 'Infrastructure/job/energy']), ('shot', ['Border/community/family']), ('time', ['Border/community/family', 'Infrastructure/job/energy']), ('critical', ['Infrastructure/job/energy', 'Border/community/family']), ('entire', ['Border/community/family', 'Infrastructure/job/energy']), ('community', ['Border/community/family', 'Infrastructure/job/energy']), ('remains', ['Border/community/family', 'Infrastructure/job/energy']), ('duty', ['Border/community/family']), ('morning', ['Border/community/family', 'Infrastructure/job/energy']), ('line', ['Border/community/family', 'Infrastructure/job/energy']), ('recovery', ['Border/community/family', 'Infrastructure/job/energy']), ('condition', ['Infrastructure/job/energy']), ('praying', ['Border/community/family']), ('daricaud', ['Border/community/family']), ('malik', ['Infrastructure/job/energy'])]"
RepSlotkin,2023-03-27 05:00:55+00:00,5,Border/community/family,0.9561565,negative,0.65007483959198,disgust,0.3466901481151581,,,,"Watching the dramatic events unfolding in Israel tonight. The state’s focus on security can’t be overstated, so for senior defense officials &amp; military personnel to be fired or refuse to serve is unprecedented.",watching dramatic event unfolding israel tonight state focus security overstated senior defense official military personnel fired refuse serve unprecedented,"[('security', [5]), ('military', [5]), ('state', [5]), ('fired', [5]), ('official', [5]), ('israel', [5]), ('senior', [5]), ('defense', [5]), ('focus', [5]), ('tonight', [5]), ('event', [5]), ('unprecedented', [5]), ('refuse', [5]), ('serve', [5]), ('watching', [5]), ('unfolding', [5]), ('dramatic', [5]), ('personnel', [5]), ('overstated', [5])]","[('security', ['Border/community/family']), ('military', ['Border/community/family']), ('state', ['Border/community/family']), ('fired', ['Border/community/family']), ('official', ['Border/community/family']), ('israel', ['Border/community/family']), ('senior', ['Border/community/family']), ('defense', ['Border/community/family']), ('focus', ['Border/community/family']), ('tonight', ['Border/community/family']), ('event', ['Border/community/family']), ('unprecedented', ['Border/community/family']), ('refuse', ['Border/community/family']), ('serve', ['Border/community/family']), ('watching', ['Border/community/family']), ('unfolding', ['Border/community/family']), ('dramatic', ['Border/community/family']), ('personnel', ['Border/community/family']), ('overstated', ['Border/community/family'])]"
