username,date,first_topic,first_topic_name,first_topic_prob,sentiment,sentiment_prob,emotion,emotion_prob,second_topic,second_topic_name,second_topic_prob,text,lemmatized_text,per_word_topics,per_word_topics_name
WillHurd,2023-09-02 00:00:25+00:00,5,Border/community/family,0.6476878,neutral,0.7428181767463684,anticipation,0.290413349866867,8.0,Infrastructure/job/energy,0.15142429,"I'm supportive of the military engaging drug cartels in Mexico, but ONLY in cooperation with the Mexican government. https://t.co/ZQyhicZ4Zl",supportive military engaging drug cartel mexico cooperation mexican government,"[('military', [5, 1]), ('government', [1, 5]), ('drug', [5, 1]), ('mexican', [5, 1]), ('mexico', [5, 8]), ('cooperation', [5, 8]), ('engaging', [8, 1]), ('cartel', [5]), ('supportive', [5])]","[('military', ['Border/community/family', 'American/economics/health']), ('government', ['American/economics/health', 'Border/community/family']), ('drug', ['Border/community/family', 'American/economics/health']), ('mexican', ['Border/community/family', 'American/economics/health']), ('mexico', ['Border/community/family', 'Infrastructure/job/energy']), ('cooperation', ['Border/community/family', 'Infrastructure/job/energy']), ('engaging', ['Infrastructure/job/energy', 'American/economics/health']), ('cartel', ['Border/community/family']), ('supportive', ['Border/community/family'])]"
politico,2023-09-02 00:10:05+00:00,5,Border/community/family,0.3924297,negative,0.7805630564689636,fear,0.8889186382293701,4.0,Republicans vs democrats,0.31250474,"New York promised to help people with weed convictions open dispensaries. Instead, they’re stuck in a legal nightmare. https://t.co/ej7SmY4j5n",york promised help people weed conviction open dispensary instead stuck legal nightmare,"[('people', [5, 4]), ('instead', [4, 5]), ('help', [8, 5]), ('open', [5, 4]), ('york', [5, 4]), ('legal', [4, 8]), ('stuck', [4, 8]), ('nightmare', [5]), ('promised', [5, 4]), ('conviction', [5, 8]), ('weed', [8]), ('dispensary', [5, 8])]","[('people', ['Border/community/family', 'Republicans vs democrats']), ('instead', ['Republicans vs democrats', 'Border/community/family']), ('help', ['Infrastructure/job/energy', 'Border/community/family']), ('open', ['Border/community/family', 'Republicans vs democrats']), ('york', ['Border/community/family', 'Republicans vs democrats']), ('legal', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('stuck', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('nightmare', ['Border/community/family']), ('promised', ['Border/community/family', 'Republicans vs democrats']), ('conviction', ['Border/community/family', 'Infrastructure/job/energy']), ('weed', ['Infrastructure/job/energy']), ('dispensary', ['Border/community/family', 'Infrastructure/job/energy'])]"
marwilliamson,2023-09-02 01:05:08+00:00,5,Border/community/family,0.5269862,neutral,0.5424463748931885,joy,0.5395680069923401,6.0,Election/debate,0.283803,Whoah Bobby. Debate “us.” #BidenDebateWilliamson #BidenDebateKennedy,whoah bobby debate,"[('debate', [6]), ('bobby', [5]), ('whoah', [5])]","[('debate', ['Election/debate']), ('bobby', ['Border/community/family']), ('whoah', ['Border/community/family'])]"
HouseGOP,2023-09-02 01:22:00+00:00,5,Border/community/family,0.9026225,neutral,0.7821388244628906,disgust,0.2758911252021789,4.0,Republicans vs democrats,0.01394583,"Despite this historic crisis, Joe Biden has only visited the Southern Border ONCE. https://t.co/xByBX3Vfw2",despite historic crisis joe biden visited southern border,"[('biden', [5]), ('joe', [5]), ('border', [5]), ('crisis', [5]), ('southern', [5]), ('visited', [5]), ('despite', [5]), ('historic', [5])]","[('biden', ['Border/community/family']), ('joe', ['Border/community/family']), ('border', ['Border/community/family']), ('crisis', ['Border/community/family']), ('southern', ['Border/community/family']), ('visited', ['Border/community/family']), ('despite', ['Border/community/family']), ('historic', ['Border/community/family'])]"
TriciaOhio,2023-09-02 02:42:11+00:00,5,Border/community/family,0.5130704,neutral,0.7557987570762634,anticipation,0.5852282047271729,4.0,Republicans vs democrats,0.3796681,10-year-old Grace with the 🔥foreign policy question. https://t.co/6XlW8Vq2kq,year old grace foreign policy question,"[('old', [5, 4]), ('year', [5, 4]), ('question', [4, 5]), ('policy', [5, 4]), ('foreign', [4, 5]), ('grace', [5])]","[('old', ['Border/community/family', 'Republicans vs democrats']), ('year', ['Border/community/family', 'Republicans vs democrats']), ('question', ['Republicans vs democrats', 'Border/community/family']), ('policy', ['Border/community/family', 'Republicans vs democrats']), ('foreign', ['Republicans vs democrats', 'Border/community/family']), ('grace', ['Border/community/family'])]"
HouseGOP,2023-09-02 13:00:00+00:00,5,Border/community/family,0.60215926,positive,0.9466707110404968,joy,0.7228506803512573,1.0,American/economics/health,0.23969822,"78 years ago today, Allied forces declared victory over Japan—marking the end of World War II. We owe an immeasurable debt of gratitude to all those who served our country in WWII and their families. We will never forget those who made the ultimate sacrifice for freedom. https://t.co/pvTqSYwPvf",year ago today allied force declared victory japanmarking end world war  owe immeasurable debt gratitude served country wwii family forget ultimate sacrifice freedom,"[('freedom', [5, 7]), ('today', [5, 1]), ('war', [5, 1]), ('world', [5, 1]), ('year', [5, 1]), ('force', [5, 1]), ('country', [5, 1]), ('ago', [5, 1]), ('family', [5, 1]), ('end', [5, 1]), ('victory', [5, 1]), ('served', [5, 1]), ('debt', [1]), ('forget', [5, 1]), ('owe', [1]), ('sacrifice', [5]), ('ultimate', [5]), ('allied', [6, 1]), ('declared', [5, 6]), ('gratitude', [5]), ('immeasurable', [7]), ('japanmarking', [5]), ('wwii', [1, 6])]","[('freedom', ['Border/community/family', 'Abortion/rights/guns']), ('today', ['Border/community/family', 'American/economics/health']), ('war', ['Border/community/family', 'American/economics/health']), ('world', ['Border/community/family', 'American/economics/health']), ('year', ['Border/community/family', 'American/economics/health']), ('force', ['Border/community/family', 'American/economics/health']), ('country', ['Border/community/family', 'American/economics/health']), ('ago', ['Border/community/family', 'American/economics/health']), ('family', ['Border/community/family', 'American/economics/health']), ('end', ['Border/community/family', 'American/economics/health']), ('victory', ['Border/community/family', 'American/economics/health']), ('served', ['Border/community/family', 'American/economics/health']), ('debt', ['American/economics/health']), ('forget', ['Border/community/family', 'American/economics/health']), ('owe', ['American/economics/health']), ('sacrifice', ['Border/community/family']), ('ultimate', ['Border/community/family']), ('allied', ['Election/debate', 'American/economics/health']), ('declared', ['Border/community/family', 'Election/debate']), ('gratitude', ['Border/community/family']), ('immeasurable', ['Abortion/rights/guns']), ('japanmarking', ['Border/community/family']), ('wwii', ['American/economics/health', 'Election/debate'])]"
IngrahamAngle,2023-09-02 13:27:50+00:00,5,Border/community/family,0.58162,positive,0.928478479385376,joy,0.9527673721313475,6.0,Election/debate,0.187556,This is a beautiful column by Lee Habeeb about MLK’s 1957 speech on the meaning and purpose of work. https://t.co/VBKbeIvzXX,beautiful column lee habeeb mlks speech meaning purpose work,"[('speech', [6, 2]), ('work', [5, 6]), ('meaning', [5, 6]), ('purpose', [5, 2]), ('column', [6]), ('beautiful', [5, 6]), ('lee', [2]), ('mlks', [5]), ('habeeb', [5])]","[('speech', ['Election/debate', 'War']), ('work', ['Border/community/family', 'Election/debate']), ('meaning', ['Border/community/family', 'Election/debate']), ('purpose', ['Border/community/family', 'War']), ('column', ['Election/debate']), ('beautiful', ['Border/community/family', 'Election/debate']), ('lee', ['War']), ('mlks', ['Border/community/family']), ('habeeb', ['Border/community/family'])]"
NikkiHaley,2023-09-02 14:45:05+00:00,5,Border/community/family,0.780994,neutral,0.563517689704895,optimism,0.8682025074958801,8.0,Infrastructure/job/energy,0.031322952,It's time for a new generation of leadership. https://t.co/Lu4iTfHb0F,time generation leadership,"[('time', [5]), ('leadership', [5]), ('generation', [5])]","[('time', ['Border/community/family']), ('leadership', ['Border/community/family']), ('generation', ['Border/community/family'])]"
HouseGOP,2023-09-02 15:12:00+00:00,5,Border/community/family,0.7396046,negative,0.8862633109092712,disgust,0.5492871403694153,4.0,Republicans vs democrats,0.2067382,Biden’s Far Left open border policies are to blame for this historic crisis. WATCH 📺 ⬇️ @RepTenney outline how our borders are NOT secure. https://t.co/EcckaWkG6a,bidens far left open border policy blame historic crisis watch outline border secure,"[('watch', [5, 4]), ('border', [5, 4]), ('open', [5, 4]), ('crisis', [5, 4]), ('bidens', [5, 4]), ('far', [5, 4]), ('left', [5, 4]), ('secure', [5, 4]), ('policy', [5, 4]), ('blame', [4, 5]), ('historic', [5]), ('outline', [4, 5])]","[('watch', ['Border/community/family', 'Republicans vs democrats']), ('border', ['Border/community/family', 'Republicans vs democrats']), ('open', ['Border/community/family', 'Republicans vs democrats']), ('crisis', ['Border/community/family', 'Republicans vs democrats']), ('bidens', ['Border/community/family', 'Republicans vs democrats']), ('far', ['Border/community/family', 'Republicans vs democrats']), ('left', ['Border/community/family', 'Republicans vs democrats']), ('secure', ['Border/community/family', 'Republicans vs democrats']), ('policy', ['Border/community/family', 'Republicans vs democrats']), ('blame', ['Republicans vs democrats', 'Border/community/family']), ('historic', ['Border/community/family']), ('outline', ['Republicans vs democrats', 'Border/community/family'])]"
BudKennedy,2023-09-02 16:21:35+00:00,5,Border/community/family,0.71883154,neutral,0.917911410331726,anticipation,0.6405187845230103,6.0,Election/debate,0.14209877,"Traffic is already thick to @FortWorthZoo and @TCUFootball’s opener vs. @CUBuffsFootball. Use Berry St to TCU or take Loop 820 and approach on University from the south. From I-30, exit Chisholm Trail and then to University. https://t.co/7KNtmwJQun",traffic thick opener  use berry  tcu loop approach university south exit chisholm trail university,"[('use', [5, 4]), ('south', [5, 6]), ('university', [5, 4]), ('traffic', [5, 6]), ('approach', [6, 5]), ('trail', [6]), ('exit', [5, 6]), ('loop', [4]), ('berry', [5]), ('chisholm', [5]), ('opener', [5]), ('tcu', [5]), ('thick', [5])]","[('use', ['Border/community/family', 'Republicans vs democrats']), ('south', ['Border/community/family', 'Election/debate']), ('university', ['Border/community/family', 'Republicans vs democrats']), ('traffic', ['Border/community/family', 'Election/debate']), ('approach', ['Election/debate', 'Border/community/family']), ('trail', ['Election/debate']), ('exit', ['Border/community/family', 'Election/debate']), ('loop', ['Republicans vs democrats']), ('berry', ['Border/community/family']), ('chisholm', ['Border/community/family']), ('opener', ['Border/community/family']), ('tcu', ['Border/community/family']), ('thick', ['Border/community/family'])]"
