username,date,first_topic,first_topic_name,first_topic_prob,sentiment,sentiment_prob,emotion,emotion_prob,second_topic,second_topic_name,second_topic_prob,text,lemmatized_text,per_word_topics,per_word_topics_name
RepHoulahan,2023-10-18 00:11:22+00:00,1,American/economics/health,0.6682589,positive,0.817147970199585,optimism,0.3982377648353576,6.0,Election/debate,0.28758433,"Medicare open enrollment is happening now. Join me on October 31 for a telephone town hall on Medicare, which provides vital coverage to so many in our community. Let us know if you can make it: https://t.co/Vr9JrjQMzZ https://t.co/FRaPCdpGoz",medicare open enrollment happening join october telephone town hall medicare provides vital coverage community let know,"[('know', [1, 6]), ('let', [1, 6]), ('happening', [1, 6]), ('open', [1, 6]), ('town', [6, 1]), ('community', [1, 6]), ('join', [6, 1]), ('coverage', [1]), ('october', [6, 1]), ('hall', [6]), ('vital', [1]), ('medicare', [1]), ('provides', [1]), ('enrollment', [1]), ('telephone', [1])]","[('know', ['American/economics/health', 'Election/debate']), ('let', ['American/economics/health', 'Election/debate']), ('happening', ['American/economics/health', 'Election/debate']), ('open', ['American/economics/health', 'Election/debate']), ('town', ['Election/debate', 'American/economics/health']), ('community', ['American/economics/health', 'Election/debate']), ('join', ['Election/debate', 'American/economics/health']), ('coverage', ['American/economics/health']), ('october', ['Election/debate', 'American/economics/health']), ('hall', ['Election/debate']), ('vital', ['American/economics/health']), ('medicare', ['American/economics/health']), ('provides', ['American/economics/health']), ('enrollment', ['American/economics/health']), ('telephone', ['American/economics/health'])]"
BankingGOP,2023-10-18 00:14:50+00:00,1,American/economics/health,0.414528,neutral,0.7753735184669495,anger,0.4785791039466858,2.0,War,0.34561375,Congress needs to act to: 1) Permanently freeze the $6 billion of Iranian assets 2) Take further steps to ensure the regime is denied its sanctioned assets @SenatorTimScott’s bill does exactly that. WATCH on @FoxBusiness: https://t.co/T7qAuw1aCx,congress need act permanently freeze billion iranian asset step ensure regime denied sanctioned asset bill exactly watch,"[('asset', [2, 1]), ('iranian', [2]), ('congress', [1, 7]), ('billion', [1, 2]), ('exactly', [2, 1]), ('watch', [2, 1]), ('need', [1, 2]), ('act', [1, 7]), ('denied', [1, 7]), ('step', [1, 7]), ('regime', [2]), ('bill', [1, 7]), ('ensure', [1, 7]), ('sanctioned', [2]), ('permanently', [7]), ('freeze', [7])]","[('asset', ['War', 'American/economics/health']), ('iranian', ['War']), ('congress', ['American/economics/health', 'Abortion/rights/guns']), ('billion', ['American/economics/health', 'War']), ('exactly', ['War', 'American/economics/health']), ('watch', ['War', 'American/economics/health']), ('need', ['American/economics/health', 'War']), ('act', ['American/economics/health', 'Abortion/rights/guns']), ('denied', ['American/economics/health', 'Abortion/rights/guns']), ('step', ['American/economics/health', 'Abortion/rights/guns']), ('regime', ['War']), ('bill', ['American/economics/health', 'Abortion/rights/guns']), ('ensure', ['American/economics/health', 'Abortion/rights/guns']), ('sanctioned', ['War']), ('permanently', ['Abortion/rights/guns']), ('freeze', ['Abortion/rights/guns'])]"
SenatorTimScott,2023-10-18 00:38:15+00:00,1,American/economics/health,0.38206288,neutral,0.8307422995567322,anger,0.5357298254966736,2.0,War,0.370172,RT @Congress needs to act to: 1) Permanently freeze the $6 billion of Iranian assets 2) Take further steps to ensure the regime is denied its sanctioned assets @SenatorTimScott’s bill does exactly that. WATCH on @FoxBusiness: https://t.co/T7qAuw1aCx,need act permanently freeze billion iranian asset step ensure regime denied sanctioned asset bill exactly watch,"[('asset', [2, 1]), ('iranian', [2]), ('billion', [1, 2]), ('exactly', [2, 1]), ('watch', [2, 1]), ('need', [1, 2]), ('act', [1, 7]), ('denied', [1, 7]), ('step', [1, 7]), ('regime', [2]), ('bill', [1, 7]), ('ensure', [1, 7]), ('sanctioned', [2]), ('permanently', [7]), ('freeze', [7])]","[('asset', ['War', 'American/economics/health']), ('iranian', ['War']), ('billion', ['American/economics/health', 'War']), ('exactly', ['War', 'American/economics/health']), ('watch', ['War', 'American/economics/health']), ('need', ['American/economics/health', 'War']), ('act', ['American/economics/health', 'Abortion/rights/guns']), ('denied', ['American/economics/health', 'Abortion/rights/guns']), ('step', ['American/economics/health', 'Abortion/rights/guns']), ('regime', ['War']), ('bill', ['American/economics/health', 'Abortion/rights/guns']), ('ensure', ['American/economics/health', 'Abortion/rights/guns']), ('sanctioned', ['War']), ('permanently', ['Abortion/rights/guns']), ('freeze', ['Abortion/rights/guns'])]"
SenatorHick,2023-10-18 00:58:35+00:00,1,American/economics/health,0.9484989,positive,0.9456105828285216,optimism,0.7391189932823181,,,,"SENIORS: Medicare open enrollment is NOW OPEN! And thanks to our Inflation Reduction Act, seniors are about to save a lot more money on health care costs. 🔗: https://t.co/A5bfNZ24UU",senior medicare open enrollment open thanks inflation reduction act senior save lot money health care cost,"[('senior', [1]), ('money', [1]), ('lot', [1]), ('open', [1]), ('act', [1]), ('care', [1]), ('health', [1]), ('cost', [1]), ('thanks', [1]), ('save', [1]), ('inflation', [1]), ('medicare', [1]), ('reduction', [1]), ('enrollment', [1])]","[('senior', ['American/economics/health']), ('money', ['American/economics/health']), ('lot', ['American/economics/health']), ('open', ['American/economics/health']), ('act', ['American/economics/health']), ('care', ['American/economics/health']), ('health', ['American/economics/health']), ('cost', ['American/economics/health']), ('thanks', ['American/economics/health']), ('save', ['American/economics/health']), ('inflation', ['American/economics/health']), ('medicare', ['American/economics/health']), ('reduction', ['American/economics/health']), ('enrollment', ['American/economics/health'])]"
shdwstar,2023-10-18 01:01:47+00:00,1,American/economics/health,0.8453483,negative,0.9050158262252808,anger,0.5001190900802612,4.0,Republicans vs democrats,0.11501442,"It's gross that every single politician thinks we just need to get naloxone to drug users, with the unregulated drug supply being so toxic, instead of pushing for complete repeal of all drug scheduling. #Shameful #USPolitics #Prohibition",gross single politician think need naloxone drug user unregulated drug supply toxic instead pushing complete repeal drug scheduling,"[('instead', [1, 4]), ('need', [1, 4]), ('think', [1, 4]), ('single', [1, 4]), ('drug', [1]), ('politician', [1, 4]), ('gross', [1]), ('pushing', [1, 4]), ('toxic', [1]), ('supply', [1]), ('user', [1]), ('complete', [1, 4]), ('repeal', [1]), ('naloxone', [4]), ('scheduling', [1]), ('unregulated', [1])]","[('instead', ['American/economics/health', 'Republicans vs democrats']), ('need', ['American/economics/health', 'Republicans vs democrats']), ('think', ['American/economics/health', 'Republicans vs democrats']), ('single', ['American/economics/health', 'Republicans vs democrats']), ('drug', ['American/economics/health']), ('politician', ['American/economics/health', 'Republicans vs democrats']), ('gross', ['American/economics/health']), ('pushing', ['American/economics/health', 'Republicans vs democrats']), ('toxic', ['American/economics/health']), ('supply', ['American/economics/health']), ('user', ['American/economics/health']), ('complete', ['American/economics/health', 'Republicans vs democrats']), ('repeal', ['American/economics/health']), ('naloxone', ['Republicans vs democrats']), ('scheduling', ['American/economics/health']), ('unregulated', ['American/economics/health'])]"
JeremyTate41,2023-10-18 01:25:22+00:00,1,American/economics/health,0.34757417,negative,0.8025288581848145,disgust,0.4871987104415893,6.0,Election/debate,0.18416767,"On this day in 1979, in defiance of the U.S. Constitution, Jimmy Carter signed into law the creation of the Department of Education. Since its creation every academic metric that can be tracked has declined. Federal intrusion always crowds out local ownership. Get rid of it.",day defiance  constitution jimmy carter signed law creation department education creation academic metric tracked declined federal intrusion crowd local ownership rid,"[('rid', [4, 1]), ('department', [1, 4]), ('law', [1, 7]), ('crowd', [6, 4]), ('day', [5, 1]), ('federal', [1, 7]), ('constitution', [7, 4]), ('education', [1, 5]), ('local', [6, 5]), ('signed', [1, 7]), ('declined', [1, 6]), ('academic', [5]), ('creation', [1, 7]), ('carter', [6]), ('jimmy', [6]), ('metric', [4]), ('defiance', [7]), ('ownership', [1]), ('intrusion', [7]), ('tracked', [5])]","[('rid', ['Republicans vs democrats', 'American/economics/health']), ('department', ['American/economics/health', 'Republicans vs democrats']), ('law', ['American/economics/health', 'Abortion/rights/guns']), ('crowd', ['Election/debate', 'Republicans vs democrats']), ('day', ['Border/community/family', 'American/economics/health']), ('federal', ['American/economics/health', 'Abortion/rights/guns']), ('constitution', ['Abortion/rights/guns', 'Republicans vs democrats']), ('education', ['American/economics/health', 'Border/community/family']), ('local', ['Election/debate', 'Border/community/family']), ('signed', ['American/economics/health', 'Abortion/rights/guns']), ('declined', ['American/economics/health', 'Election/debate']), ('academic', ['Border/community/family']), ('creation', ['American/economics/health', 'Abortion/rights/guns']), ('carter', ['Election/debate']), ('jimmy', ['Election/debate']), ('metric', ['Republicans vs democrats']), ('defiance', ['Abortion/rights/guns']), ('ownership', ['American/economics/health']), ('intrusion', ['Abortion/rights/guns']), ('tracked', ['Border/community/family'])]"
WashTimesOpEd,2023-10-18 02:03:12+00:00,1,American/economics/health,0.90253437,negative,0.8325456976890564,fear,0.6678405404090881,8.0,Infrastructure/job/energy,0.0139292,"Biden's march to energy subservience threatens our economy, national security https://t.co/TrMWLELmiA",biden  march energy subservience threatens economy national security,"[('national', [1]), ('security', [1]), ('biden', [1]), ('threatens', [1]), ('economy', [1]), ('energy', [1]), ('march', [1]), ('subservience', [1])]","[('national', ['American/economics/health']), ('security', ['American/economics/health']), ('biden', ['American/economics/health']), ('threatens', ['American/economics/health']), ('economy', ['American/economics/health']), ('energy', ['American/economics/health']), ('march', ['American/economics/health']), ('subservience', ['American/economics/health'])]"
Medicayy,2023-10-18 03:08:12+00:00,1,American/economics/health,0.902639,negative,0.8424277305603027,disgust,0.4678491950035095,4.0,Republicans vs democrats,0.013929883,This is what real news is like about the real people's Pains and Sufferings as being faced #Genocide. #PalestiniansLivesMatter #auspol #ukpol #USPolitics #Palestine #Gaza https://t.co/2aEQbuvrYr,real news like real people  pain suffering faced,"[('news', [1]), ('people', [1]), ('suffering', [1]), ('like', [1]), ('real', [1]), ('faced', [1]), ('pain', [1])]","[('news', ['American/economics/health']), ('people', ['American/economics/health']), ('suffering', ['American/economics/health']), ('like', ['American/economics/health']), ('real', ['American/economics/health']), ('faced', ['American/economics/health']), ('pain', ['American/economics/health'])]"
WashTimesOpEd,2023-10-18 03:08:34+00:00,1,American/economics/health,0.40623894,neutral,0.5907436013221741,optimism,0.301139235496521,2.0,War,0.25325635,Saving Gazan lives would require only two words: 'We surrender' https://t.co/6NQhhAGSkp,saving gazan life require word surrender,"[('life', [1, 5]), ('require', [1]), ('word', [2, 1]), ('saving', [1, 5]), ('surrender', [5]), ('gazan', [2])]","[('life', ['American/economics/health', 'Border/community/family']), ('require', ['American/economics/health']), ('word', ['War', 'American/economics/health']), ('saving', ['American/economics/health', 'Border/community/family']), ('surrender', ['Border/community/family']), ('gazan', ['War'])]"
VivekGRamaswamy,2023-10-18 03:15:08+00:00,1,American/economics/health,0.41487485,negative,0.7345134615898132,anger,0.7714149951934814,4.0,Republicans vs democrats,0.20676228,"We will shut down the Dept of Education. No more foisting radical ideologies on local schools with taxpayer money. No more power-sharing with the corrupt teacher unions. No more $$ wasted on corrupt bureaucracy. No more @SecCardona. Time for excellence, merit, &amp; parental choice.",shut dept education foisting radical ideology local school taxpayer money power sharing corrupt teacher union wasted corrupt bureaucracy time excellence merit parental choice,"[('money', [1, 4]), ('taxpayer', [1, 4]), ('sharing', [1, 5]), ('time', [1, 4]), ('power', [1, 4]), ('school', [1, 5]), ('union', [8, 1]), ('education', [1, 8]), ('local', [8, 1]), ('shut', [1, 4]), ('choice', [1, 7]), ('corrupt', [4, 1]), ('ideology', [1]), ('radical', [1, 7]), ('merit', [7, 4]), ('teacher', [1, 5]), ('parental', [8]), ('bureaucracy', [1, 4]), ('dept', [4, 5]), ('wasted', [7]), ('excellence', [5, 7]), ('foisting', [5])]","[('money', ['American/economics/health', 'Republicans vs democrats']), ('taxpayer', ['American/economics/health', 'Republicans vs democrats']), ('sharing', ['American/economics/health', 'Border/community/family']), ('time', ['American/economics/health', 'Republicans vs democrats']), ('power', ['American/economics/health', 'Republicans vs democrats']), ('school', ['American/economics/health', 'Border/community/family']), ('union', ['Infrastructure/job/energy', 'American/economics/health']), ('education', ['American/economics/health', 'Infrastructure/job/energy']), ('local', ['Infrastructure/job/energy', 'American/economics/health']), ('shut', ['American/economics/health', 'Republicans vs democrats']), ('choice', ['American/economics/health', 'Abortion/rights/guns']), ('corrupt', ['Republicans vs democrats', 'American/economics/health']), ('ideology', ['American/economics/health']), ('radical', ['American/economics/health', 'Abortion/rights/guns']), ('merit', ['Abortion/rights/guns', 'Republicans vs democrats']), ('teacher', ['American/economics/health', 'Border/community/family']), ('parental', ['Infrastructure/job/energy']), ('bureaucracy', ['American/economics/health', 'Republicans vs democrats']), ('dept', ['Republicans vs democrats', 'Border/community/family']), ('wasted', ['Abortion/rights/guns']), ('excellence', ['Border/community/family', 'Abortion/rights/guns']), ('foisting', ['Border/community/family'])]"
