username,date,first_topic,first_topic_name,first_topic_prob,sentiment,sentiment_prob,emotion,emotion_prob,second_topic,second_topic_name,second_topic_prob,text,lemmatized_text,per_word_topics,per_word_topics_name
larryelder,2023-09-02 00:04:27+00:00,4,Republicans vs democrats,0.8038736,neutral,0.9118484258651732,anticipation,0.6870973110198975,5.0,Border/community/family,0.1603698,"At 3:25pm PT on @greta on @NEWSMAX, I will discuss: the border crisis; Biden impeachment inquiry and evidence that DOJ members met with the Biden team, which suggests coordination with the special counsel’s office; stopping the Soros backed DAs", discus border crisis biden impeachment inquiry evidence doj member met biden team suggests coordination special counsel office stopping soros backed ,"[('biden', [4, 5]), ('backed', [4]), ('office', [4, 5]), ('evidence', [4]), ('suggests', [4]), ('border', [5, 4]), ('crisis', [5, 4]), ('member', [4, 5]), ('impeachment', [4]), ('inquiry', [4]), ('team', [4, 5]), ('doj', [4]), ('counsel', [4]), ('special', [4, 5]), ('discus', [4, 5]), ('stopping', [4, 5]), ('met', [4, 5]), ('soros', [4]), ('coordination', [4])]","[('biden', ['Republicans vs democrats', 'Border/community/family']), ('backed', ['Republicans vs democrats']), ('office', ['Republicans vs democrats', 'Border/community/family']), ('evidence', ['Republicans vs democrats']), ('suggests', ['Republicans vs democrats']), ('border', ['Border/community/family', 'Republicans vs democrats']), ('crisis', ['Border/community/family', 'Republicans vs democrats']), ('member', ['Republicans vs democrats', 'Border/community/family']), ('impeachment', ['Republicans vs democrats']), ('inquiry', ['Republicans vs democrats']), ('team', ['Republicans vs democrats', 'Border/community/family']), ('doj', ['Republicans vs democrats']), ('counsel', ['Republicans vs democrats']), ('special', ['Republicans vs democrats', 'Border/community/family']), ('discus', ['Republicans vs democrats', 'Border/community/family']), ('stopping', ['Republicans vs democrats', 'Border/community/family']), ('met', ['Republicans vs democrats', 'Border/community/family']), ('soros', ['Republicans vs democrats']), ('coordination', ['Republicans vs democrats'])]"
CollinRugg,2023-09-02 00:05:50+00:00,4,Republicans vs democrats,0.9618911,negative,0.700605034828186,anger,0.4584603309631347,8.0,Infrastructure/job/energy,0.020975793,"BREAKING: Georgia District Attorney Fani Willis possesses exonerating evidence in her case against Donald Trump. A sham from the very beginning. One of Willis' main claims was that electors for Trump engaged in an 'unlawful conspiracy' to overturn the election. According to bombshell transcripts, Willis' allegations appear to be false. The @FDRLST has uncovered a transcript of a meeting on December 14th, 2020, showing the intent of the electors was *NOT* to impersonate public officials like Willis claimed. Willis claimed that Georgia Republican elector David Shafer took part in this 'conspiracy' however transcripts appear to prove that this is false. “[Trump] has filed a contest to the certified returns. That contest — is pending [and has] not been decided or even heard by any judge with the authority to hear it. And so in order to preserve his rights, it’s important that the Republican nominees for Presidential Elector meet here today and cast their votes,"" Shafer said at the meeting. Shafer and then-President Trump had filed a lawsuit in early December claiming thousands of illegal votes had been casted. Their lawsuit was still pending when the meeting took place. Shafer, who alongside other Georgia Republican electors casted their electoral votes for Trump, made it clear that he was filing alternate electors so the judge would ""consider the merits of our complaint."" “And so the only way for us to have any judge consider the merits of our complaint, the thousands of people we allege voted unlawfully, is for us to have this meeting and permit the contest to continue?” Shafer asked Trump's attorney at the time. “That’s correct,” the attorney replied. Massive.",georgia district attorney fani willis posse exonerating evidence case donald trump sham beginning willis main claim elector trump engaged unlawful conspiracy overturn election according bombshell transcript willis allegation appear false uncovered transcript meeting december  showing intent elector impersonate public official like willis claimed willis claimed georgia republican elector david shafer took conspiracy transcript appear prove false trump filed contest certified return contest pending decided heard judge authority hear order preserve right important republican nominee presidential elector meet today cast vote shafer said meeting shafer president trump filed lawsuit early december claiming thousand illegal vote casted lawsuit pending meeting took place shafer alongside georgia republican elector casted electoral vote trump clear filing alternate elector judge consider merit complaint way judge consider merit complaint thousand people allege voted unlawfully meeting permit contest continue shafer asked trump  attorney time correct attorney replied massive,"[('today', [4, 8]), ('way', [4, 8]), ('said', [4]), ('official', [4]), ('clear', [4]), ('people', [4]), ('according', [4]), ('asked', [4]), ('evidence', [4]), ('donald', [4]), ('like', [4]), ('trump', [4]), ('showing', [4]), ('election', [4]), ('vote', [4]), ('president', [4]), ('claim', [4]), ('main', [4, 8]), ('time', [4, 8]), ('massive', [4]), ('republican', [4]), ('order', [4]), ('unlawful', [4]), ('right', [4, 8]), ('place', [4, 8]), ('illegal', [4, 5]), ('presidential', [4]), ('decided', [4]), ('important', [4, 8]), ('hear', [4, 8]), ('prove', [4]), ('contest', [4]), ('case', [4]), ('public', [4, 8]), ('continue', [4, 8]), ('attorney', [4]), ('thousand', [4, 8]), ('took', [4, 5]), ('heard', [4, 8]), ('consider', [4, 5]), ('meeting', [4, 8]), ('appear', [4]), ('voted', [4, 8]), ('lawsuit', [4]), ('complaint', [4]), ('district', [4, 8]), ('judge', [4]), ('return', [4]), ('conspiracy', [4]), ('false', [4]), ('fani', [4]), ('willis', [4]), ('david', [4]), ('beginning', [4, 5]), ('nominee', [4]), ('filing', [4]), ('claimed', [4, 5]), ('authority', [4]), ('sham', [4]), ('permit', [4, 5]), ('filed', [4]), ('correct', [4]), ('allegation', [4]), ('bombshell', [4]), ('claiming', [4]), ('december', [4]), ('georgia', [4]), ('allege', [4]), ('alongside', [8, 5]), ('alternate', [4]), ('cast', [4]), ('casted', [4]), ('certified', [4]), ('early', [4]), ('elector', [4]), ('electoral', [4]), ('engaged', [4]), ('exonerating', [4]), ('impersonate', [4]), ('intent', [4]), ('meet', [4, 8]), ('merit', [4]), ('overturn', [4]), ('pending', [4, 8]), ('posse', [4]), ('preserve', [5, 8]), ('replied', [4]), ('shafer', [4]), ('transcript', [4]), ('uncovered', [4]), ('unlawfully', [8])]","[('today', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('way', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('said', ['Republicans vs democrats']), ('official', ['Republicans vs democrats']), ('clear', ['Republicans vs democrats']), ('people', ['Republicans vs democrats']), ('according', ['Republicans vs democrats']), ('asked', ['Republicans vs democrats']), ('evidence', ['Republicans vs democrats']), ('donald', ['Republicans vs democrats']), ('like', ['Republicans vs democrats']), ('trump', ['Republicans vs democrats']), ('showing', ['Republicans vs democrats']), ('election', ['Republicans vs democrats']), ('vote', ['Republicans vs democrats']), ('president', ['Republicans vs democrats']), ('claim', ['Republicans vs democrats']), ('main', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('time', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('massive', ['Republicans vs democrats']), ('republican', ['Republicans vs democrats']), ('order', ['Republicans vs democrats']), ('unlawful', ['Republicans vs democrats']), ('right', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('place', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('illegal', ['Republicans vs democrats', 'Border/community/family']), ('presidential', ['Republicans vs democrats']), ('decided', ['Republicans vs democrats']), ('important', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('hear', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('prove', ['Republicans vs democrats']), ('contest', ['Republicans vs democrats']), ('case', ['Republicans vs democrats']), ('public', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('continue', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('attorney', ['Republicans vs democrats']), ('thousand', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('took', ['Republicans vs democrats', 'Border/community/family']), ('heard', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('consider', ['Republicans vs democrats', 'Border/community/family']), ('meeting', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('appear', ['Republicans vs democrats']), ('voted', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('lawsuit', ['Republicans vs democrats']), ('complaint', ['Republicans vs democrats']), ('district', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('judge', ['Republicans vs democrats']), ('return', ['Republicans vs democrats']), ('conspiracy', ['Republicans vs democrats']), ('false', ['Republicans vs democrats']), ('fani', ['Republicans vs democrats']), ('willis', ['Republicans vs democrats']), ('david', ['Republicans vs democrats']), ('beginning', ['Republicans vs democrats', 'Border/community/family']), ('nominee', ['Republicans vs democrats']), ('filing', ['Republicans vs democrats']), ('claimed', ['Republicans vs democrats', 'Border/community/family']), ('authority', ['Republicans vs democrats']), ('sham', ['Republicans vs democrats']), ('permit', ['Republicans vs democrats', 'Border/community/family']), ('filed', ['Republicans vs democrats']), ('correct', ['Republicans vs democrats']), ('allegation', ['Republicans vs democrats']), ('bombshell', ['Republicans vs democrats']), ('claiming', ['Republicans vs democrats']), ('december', ['Republicans vs democrats']), ('georgia', ['Republicans vs democrats']), ('allege', ['Republicans vs democrats']), ('alongside', ['Infrastructure/job/energy', 'Border/community/family']), ('alternate', ['Republicans vs democrats']), ('cast', ['Republicans vs democrats']), ('casted', ['Republicans vs democrats']), ('certified', ['Republicans vs democrats']), ('early', ['Republicans vs democrats']), ('elector', ['Republicans vs democrats']), ('electoral', ['Republicans vs democrats']), ('engaged', ['Republicans vs democrats']), ('exonerating', ['Republicans vs democrats']), ('impersonate', ['Republicans vs democrats']), ('intent', ['Republicans vs democrats']), ('meet', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('merit', ['Republicans vs democrats']), ('overturn', ['Republicans vs democrats']), ('pending', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('posse', ['Republicans vs democrats']), ('preserve', ['Border/community/family', 'Infrastructure/job/energy']), ('replied', ['Republicans vs democrats']), ('shafer', ['Republicans vs democrats']), ('transcript', ['Republicans vs democrats']), ('uncovered', ['Republicans vs democrats']), ('unlawfully', ['Infrastructure/job/energy'])]"
jamesrhenson,2023-09-02 02:01:15+00:00,4,Republicans vs democrats,0.95827055,neutral,0.7982735633850098,anticipation,0.5213154554367065,,,,RT @.@jamesrhenson on the new data from @TxPolProject showing a plurality of respondents (47%) day Paxton’s alleged actions merit removal from office. NEW POLLING: “Do you think Paxton took actions that justify removing him from office?” 47%—YES 18%—NO https://t.co/KKB821g7Pe,data showing plurality respondent day paxton alleged action merit removal office polling think paxton took action justify removing office yes,"[('action', [4]), ('office', [4]), ('day', [4]), ('showing', [4]), ('think', [4]), ('yes', [4]), ('took', [4]), ('respondent', [4]), ('paxton', [4]), ('alleged', [4]), ('data', [4]), ('polling', [4]), ('removing', [4]), ('removal', [4]), ('merit', [4]), ('plurality', [4]), ('justify', [4])]","[('action', ['Republicans vs democrats']), ('office', ['Republicans vs democrats']), ('day', ['Republicans vs democrats']), ('showing', ['Republicans vs democrats']), ('think', ['Republicans vs democrats']), ('yes', ['Republicans vs democrats']), ('took', ['Republicans vs democrats']), ('respondent', ['Republicans vs democrats']), ('paxton', ['Republicans vs democrats']), ('alleged', ['Republicans vs democrats']), ('data', ['Republicans vs democrats']), ('polling', ['Republicans vs democrats']), ('removing', ['Republicans vs democrats']), ('removal', ['Republicans vs democrats']), ('merit', ['Republicans vs democrats']), ('plurality', ['Republicans vs democrats']), ('justify', ['Republicans vs democrats'])]"
marwilliamson,2023-09-02 02:50:01+00:00,4,Republicans vs democrats,0.59977704,neutral,0.8763779401779175,anticipation,0.6498274803161621,5.0,Border/community/family,0.25010344,"Question asked, question answered #Marianne2024 https://t.co/gAEpA4U4GK",question asked question answered,"[('asked', [4, 5]), ('question', [4, 5]), ('answered', [5])]","[('asked', ['Republicans vs democrats', 'Border/community/family']), ('question', ['Republicans vs democrats', 'Border/community/family']), ('answered', ['Border/community/family'])]"
VivekGRamaswamy,2023-09-02 04:03:42+00:00,4,Republicans vs democrats,0.48205405,positive,0.8546152710914612,anger,0.4232099056243896,6.0,Election/debate,0.42410582,"She was far tougher than mainstream media, Vice Presidents, &amp; Governors! 😉",far tougher mainstream medium vice president governor,"[('medium', [4, 6]), ('president', [4, 6]), ('far', [6, 4]), ('governor', [6, 4]), ('vice', [6, 4]), ('tougher', [6]), ('mainstream', [4])]","[('medium', ['Republicans vs democrats', 'Election/debate']), ('president', ['Republicans vs democrats', 'Election/debate']), ('far', ['Election/debate', 'Republicans vs democrats']), ('governor', ['Election/debate', 'Republicans vs democrats']), ('vice', ['Election/debate', 'Republicans vs democrats']), ('tougher', ['Election/debate']), ('mainstream', ['Republicans vs democrats'])]"
politico,2023-09-02 13:02:39+00:00,4,Republicans vs democrats,0.57273406,neutral,0.9254665970802308,anticipation,0.7693811655044556,6.0,Election/debate,0.3334008,DeSantis is trying to shape the GOP primary with internal polling https://t.co/MTEr9nKthF,desantis trying shape gop primary internal polling,"[('trying', [4, 6]), ('internal', [4]), ('desantis', [6, 4]), ('gop', [6, 4]), ('polling', [6, 4]), ('primary', [6, 4]), ('shape', [4])]","[('trying', ['Republicans vs democrats', 'Election/debate']), ('internal', ['Republicans vs democrats']), ('desantis', ['Election/debate', 'Republicans vs democrats']), ('gop', ['Election/debate', 'Republicans vs democrats']), ('polling', ['Election/debate', 'Republicans vs democrats']), ('primary', ['Election/debate', 'Republicans vs democrats']), ('shape', ['Republicans vs democrats'])]"
politico,2023-09-02 13:40:18+00:00,4,Republicans vs democrats,0.8905634,neutral,0.8420337438583374,anticipation,0.4486351013183594,6.0,Election/debate,0.015640883,Texas AG Ken Paxton's impeachment trial is in the hands of Republicans who have been by his side https://t.co/OmaB8nUCey,texas  ken paxton  impeachment trial hand republican,"[('hand', [4]), ('republican', [4]), ('texas', [4]), ('impeachment', [4]), ('ken', [4]), ('paxton', [4]), ('trial', [4])]","[('hand', ['Republicans vs democrats']), ('republican', ['Republicans vs democrats']), ('texas', ['Republicans vs democrats']), ('impeachment', ['Republicans vs democrats']), ('ken', ['Republicans vs democrats']), ('paxton', ['Republicans vs democrats']), ('trial', ['Republicans vs democrats'])]"
marklevinshow,2023-09-02 14:03:49+00:00,4,Republicans vs democrats,0.8489356,negative,0.8788910508155823,anger,0.7156818509101868,8.0,Infrastructure/job/energy,0.08276373,The media and Democrats keep playing with fire in the most aggressive attack on our constitution and the union since the Civil War https://t.co/czVd2IWZ8D,medium democrat playing fire aggressive attack constitution union civil war,"[('attack', [4]), ('war', [4]), ('medium', [4]), ('fire', [4, 8]), ('civil', [4]), ('playing', [4, 8]), ('union', [8, 4]), ('constitution', [4]), ('democrat', [4]), ('aggressive', [4, 8])]","[('attack', ['Republicans vs democrats']), ('war', ['Republicans vs democrats']), ('medium', ['Republicans vs democrats']), ('fire', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('civil', ['Republicans vs democrats']), ('playing', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('union', ['Infrastructure/job/energy', 'Republicans vs democrats']), ('constitution', ['Republicans vs democrats']), ('democrat', ['Republicans vs democrats']), ('aggressive', ['Republicans vs democrats', 'Infrastructure/job/energy'])]"
LastCallCNBC,2023-09-02 14:05:04+00:00,4,Republicans vs democrats,0.6296979,negative,0.6975167989730835,disgust,0.3808192610740661,6.0,Election/debate,0.29524466,"""I believe @RobertKennedyJr is going to get somewhere between 30-40% of the Democratic vote in New Hampshire,"" says political strategist @FrankLuntz. ""That'll be an embarrassment for @JoeBiden."" https://t.co/xYdttLg5PZ",believe going democratic vote hampshire say political strategist embarrassment,"[('believe', [4, 6]), ('political', [4, 6]), ('vote', [6, 4]), ('say', [4, 6]), ('going', [4, 6]), ('embarrassment', [4]), ('democratic', [4, 6]), ('hampshire', [6]), ('strategist', [4])]","[('believe', ['Republicans vs democrats', 'Election/debate']), ('political', ['Republicans vs democrats', 'Election/debate']), ('vote', ['Election/debate', 'Republicans vs democrats']), ('say', ['Republicans vs democrats', 'Election/debate']), ('going', ['Republicans vs democrats', 'Election/debate']), ('embarrassment', ['Republicans vs democrats']), ('democratic', ['Republicans vs democrats', 'Election/debate']), ('hampshire', ['Election/debate']), ('strategist', ['Republicans vs democrats'])]"
NateSilver538,2023-09-02 15:09:43+00:00,4,Republicans vs democrats,0.55572367,positive,0.9673484563827516,joy,0.8694455623626709,8.0,Infrastructure/job/energy,0.21731813,"Hey guys, excited to annouce that I've definitively settled the question of whether the US has better food than France. https://t.co/Gvm12Yjmxy",hey guy excited annouce definitively settled question better food france,"[('question', [4, 5]), ('better', [4, 8]), ('guy', [4, 5]), ('hey', [4]), ('food', [8, 5]), ('france', [5]), ('settled', [4]), ('excited', [8, 5]), ('definitively', [4]), ('annouce', [4])]","[('question', ['Republicans vs democrats', 'Border/community/family']), ('better', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('guy', ['Republicans vs democrats', 'Border/community/family']), ('hey', ['Republicans vs democrats']), ('food', ['Infrastructure/job/energy', 'Border/community/family']), ('france', ['Border/community/family']), ('settled', ['Republicans vs democrats']), ('excited', ['Infrastructure/job/energy', 'Border/community/family']), ('definitively', ['Republicans vs democrats']), ('annouce', ['Republicans vs democrats'])]"
