username,date,first_topic,first_topic_name,first_topic_prob,sentiment,sentiment_prob,emotion,emotion_prob,second_topic,second_topic_name,second_topic_prob,text,lemmatized_text,per_word_topics,per_word_topics_name
DisinfoDocket,2023-04-25 12:51:26+00:00,2,War,0.52223384,neutral,0.9146791696548462,disgust,0.465189665555954,6.0,Election/debate,0.27816263,Benjamin Wittes shares his takeaway impressions from attending the Patriots &amp; Pragmatists conference this week https://t.co/7Rzl33jEQu #misinformation #disinformation #democracy #USElection2024,benjamin wittes share takeaway impression attending patriot pragmatist conference week,"[('week', [6, 7]), ('conference', [6, 7]), ('share', [6, 7]), ('patriot', [2, 6]), ('benjamin', [2]), ('impression', [2]), ('attending', [7]), ('takeaway', [2]), ('pragmatist', [2]), ('wittes', [2])]","[('week', ['Election/debate', 'Abortion/rights/guns']), ('conference', ['Election/debate', 'Abortion/rights/guns']), ('share', ['Election/debate', 'Abortion/rights/guns']), ('patriot', ['War', 'Election/debate']), ('benjamin', ['War']), ('impression', ['War']), ('attending', ['Abortion/rights/guns']), ('takeaway', ['War']), ('pragmatist', ['War']), ('wittes', ['War'])]"
Carhartt,2023-04-25 16:17:00+00:00,2,War,0.5455618,positive,0.7797043323516846,anticipation,0.4263865649700165,4.0,Republicans vs democrats,0.32914862,"Tell us what you do for work, and we’ll recommend what #Carhartt gear is perfect for you.",tell work recommend gear perfect,"[('work', [2, 4]), ('tell', [2, 4]), ('perfect', [2]), ('recommend', [2]), ('gear', [4])]","[('work', ['War', 'Republicans vs democrats']), ('tell', ['War', 'Republicans vs democrats']), ('perfect', ['War']), ('recommend', ['War']), ('gear', ['Republicans vs democrats'])]"
DavidABergstein,2023-04-25 19:46:31+00:00,2,War,0.4051945,neutral,0.884279727935791,anticipation,0.693949282169342,4.0,Republicans vs democrats,0.3526403,"Punchbowl: ""Things are heating up in Senate GOP Primary world."" -&gt; ""Mooney is sharpening his attacks on GOP Gov Jim Justice."" #WVSEN -&gt; Mastriano is still hinting at a run for Senate."" #PASEN https://t.co/x5LmqcJDCy",punchbowl thing heating senate gop primary world  mooney sharpening attack gop gov jim justice  mastriano hinting run senate,"[('attack', [4, 2]), ('world', [2, 4]), ('jim', [4]), ('thing', [2, 4]), ('justice', [4]), ('gop', [6, 4]), ('run', [4, 2]), ('senate', [6, 4]), ('gov', [4, 6]), ('primary', [6, 4]), ('hinting', [2]), ('heating', [2]), ('punchbowl', [2]), ('mastriano', [2]), ('mooney', [4]), ('sharpening', [2])]","[('attack', ['Republicans vs democrats', 'War']), ('world', ['War', 'Republicans vs democrats']), ('jim', ['Republicans vs democrats']), ('thing', ['War', 'Republicans vs democrats']), ('justice', ['Republicans vs democrats']), ('gop', ['Election/debate', 'Republicans vs democrats']), ('run', ['Republicans vs democrats', 'War']), ('senate', ['Election/debate', 'Republicans vs democrats']), ('gov', ['Republicans vs democrats', 'Election/debate']), ('primary', ['Election/debate', 'Republicans vs democrats']), ('hinting', ['War']), ('heating', ['War']), ('punchbowl', ['War']), ('mastriano', ['War']), ('mooney', ['Republicans vs democrats']), ('sharpening', ['War'])]"
laurenboebert,2023-04-27 01:12:46+00:00,2,War,0.4259435,negative,0.5996659994125366,joy,0.349450409412384,4.0,Republicans vs democrats,0.18973027,Joe Biden is presiding over the death of the dollar. China couldn’t be any happier than they are right now.,joe biden presiding death dollar china happier right,"[('biden', [4, 2]), ('joe', [4, 2]), ('china', [2, 4]), ('right', [2, 4]), ('death', [2, 1]), ('happier', [6]), ('dollar', [1, 4]), ('presiding', [2])]","[('biden', ['Republicans vs democrats', 'War']), ('joe', ['Republicans vs democrats', 'War']), ('china', ['War', 'Republicans vs democrats']), ('right', ['War', 'Republicans vs democrats']), ('death', ['War', 'American/economics/health']), ('happier', ['Election/debate']), ('dollar', ['American/economics/health', 'Republicans vs democrats']), ('presiding', ['War'])]"
WillHurd,2023-04-27 17:57:23+00:00,2,War,0.5687703,neutral,0.6849109530448914,anger,0.4866821765899658,1.0,American/economics/health,0.20270532,President Volodymyr Zelensky is doing everything he can to protect his people from the tyranny of Vladimir Putin. Today he talked with Xi Jinping about a possible negotiation process. We shouldn’t let China dictate the terms of peace in the Ukraine-Russia conflict.,president volodymyr zelensky protect people tyranny vladimir putin today talked  jinping possible negotiation process let china dictate term peace ukraine russia conflict,"[('putin', [2, 5]), ('russia', [2, 5]), ('today', [5, 1]), ('let', [2, 1]), ('people', [2, 1]), ('term', [2, 1]), ('ukraine', [2, 5]), ('president', [2, 1]), ('vladimir', [2, 5]), ('china', [2, 5]), ('peace', [2, 5]), ('process', [1]), ('talked', [5, 1]), ('possible', [2, 1]), ('protect', [1, 5]), ('volodymyr', [5]), ('dictate', [2]), ('zelensky', [2, 5]), ('conflict', [2, 5]), ('negotiation', [1]), ('tyranny', [2]), ('jinping', [2])]","[('putin', ['War', 'Border/community/family']), ('russia', ['War', 'Border/community/family']), ('today', ['Border/community/family', 'American/economics/health']), ('let', ['War', 'American/economics/health']), ('people', ['War', 'American/economics/health']), ('term', ['War', 'American/economics/health']), ('ukraine', ['War', 'Border/community/family']), ('president', ['War', 'American/economics/health']), ('vladimir', ['War', 'Border/community/family']), ('china', ['War', 'Border/community/family']), ('peace', ['War', 'Border/community/family']), ('process', ['American/economics/health']), ('talked', ['Border/community/family', 'American/economics/health']), ('possible', ['War', 'American/economics/health']), ('protect', ['American/economics/health', 'Border/community/family']), ('volodymyr', ['Border/community/family']), ('dictate', ['War']), ('zelensky', ['War', 'Border/community/family']), ('conflict', ['War', 'Border/community/family']), ('negotiation', ['American/economics/health']), ('tyranny', ['War']), ('jinping', ['War'])]"
amyewalter,2023-04-27 19:56:46+00:00,2,War,0.494061,neutral,0.9001281261444092,anticipation,0.639877200126648,6.0,Election/debate,0.22476369,Where does the soda vs pop line begin? I’d argue Pittsburgh. Agree/disagree?,soda  pop line begin  argue pittsburgh agree disagree,"[('pop', [6]), ('pittsburgh', [1]), ('line', [2, 6]), ('begin', [2, 6]), ('agree', [2, 1]), ('disagree', [2]), ('argue', [2]), ('soda', [2])]","[('pop', ['Election/debate']), ('pittsburgh', ['American/economics/health']), ('line', ['War', 'Election/debate']), ('begin', ['War', 'Election/debate']), ('agree', ['War', 'American/economics/health']), ('disagree', ['War']), ('argue', ['War']), ('soda', ['War'])]"
JohnDelaney,2023-04-27 23:59:06+00:00,2,War,0.84086126,negative,0.9278869032859802,anger,0.7184513807296753,1.0,American/economics/health,0.12648271,I wonder if these destructive fools realize that every time they try to destroy a work of art in the name of climate change they actually set the climate change movement back - people hate what they do and will begin to turn off the movement as a result.,wonder destructive fool realize time try destroy work art climate change actually set climate change movement people hate begin turn movement result,"[('hate', [2]), ('wonder', [2]), ('destructive', [2]), ('people', [2, 1]), ('time', [2, 1]), ('work', [2, 1]), ('try', [2, 1]), ('fool', [2]), ('actually', [2, 1]), ('realize', [2]), ('change', [2, 1]), ('set', [2, 1]), ('turn', [2, 1]), ('climate', [2, 1]), ('destroy', [2]), ('begin', [2, 1]), ('movement', [2, 1]), ('result', [2, 1]), ('art', [2])]","[('hate', ['War']), ('wonder', ['War']), ('destructive', ['War']), ('people', ['War', 'American/economics/health']), ('time', ['War', 'American/economics/health']), ('work', ['War', 'American/economics/health']), ('try', ['War', 'American/economics/health']), ('fool', ['War']), ('actually', ['War', 'American/economics/health']), ('realize', ['War']), ('change', ['War', 'American/economics/health']), ('set', ['War', 'American/economics/health']), ('turn', ['War', 'American/economics/health']), ('climate', ['War', 'American/economics/health']), ('destroy', ['War']), ('begin', ['War', 'American/economics/health']), ('movement', ['War', 'American/economics/health']), ('result', ['War', 'American/economics/health']), ('art', ['War'])]"
laurenboebert,2023-04-28 15:59:07+00:00,2,War,0.82481027,neutral,0.878253161907196,anticipation,0.764129638671875,6.0,Election/debate,0.02508102,RT @OMG wait till everyone sees what @TuckerCarlson has planned…,wait till see planned,"[('wait', [2]), ('planned', [2]), ('see', [2]), ('till', [2])]","[('wait', ['War']), ('planned', ['War']), ('see', ['War']), ('till', ['War'])]"
SenatorTimScott,2023-04-28 20:06:53+00:00,2,War,0.6655456,negative,0.5162401795387268,fear,0.6904714703559875,8.0,Infrastructure/job/energy,0.2969026,America needs a leader who will put the Chinese Communist Party in their place. No more allowing balloons into our skies and foreign surveillance over our citizens. Americans deserve strong leadership to tackle this threat. https://t.co/J3tMCtQ7s9,america need leader chinese communist party place allowing balloon sky foreign surveillance citizen american deserve strong leadership tackle threat,"[('american', [2, 8]), ('citizen', [2, 8]), ('america', [2, 8]), ('surveillance', [2]), ('threat', [2, 8]), ('sky', [2, 8]), ('need', [2, 8]), ('place', [2, 8]), ('party', [2]), ('allowing', [2, 8]), ('leadership', [8, 2]), ('deserve', [8, 2]), ('communist', [2, 8]), ('leader', [8, 2]), ('foreign', [2, 8]), ('strong', [8, 2]), ('chinese', [2, 8]), ('tackle', [8]), ('balloon', [2])]","[('american', ['War', 'Infrastructure/job/energy']), ('citizen', ['War', 'Infrastructure/job/energy']), ('america', ['War', 'Infrastructure/job/energy']), ('surveillance', ['War']), ('threat', ['War', 'Infrastructure/job/energy']), ('sky', ['War', 'Infrastructure/job/energy']), ('need', ['War', 'Infrastructure/job/energy']), ('place', ['War', 'Infrastructure/job/energy']), ('party', ['War']), ('allowing', ['War', 'Infrastructure/job/energy']), ('leadership', ['Infrastructure/job/energy', 'War']), ('deserve', ['Infrastructure/job/energy', 'War']), ('communist', ['War', 'Infrastructure/job/energy']), ('leader', ['Infrastructure/job/energy', 'War']), ('foreign', ['War', 'Infrastructure/job/energy']), ('strong', ['Infrastructure/job/energy', 'War']), ('chinese', ['War', 'Infrastructure/job/energy']), ('tackle', ['Infrastructure/job/energy']), ('balloon', ['War'])]"
NRSC,2023-04-28 20:55:41+00:00,2,War,0.4786736,neutral,0.8833959698677063,anticipation,0.2581226229667663,8.0,Infrastructure/job/energy,0.22132227,RT @JoeKhalilTV: 2/2 …with a company connected to the Chinese Communist Party.” -- NRSC Spokeswoman Maggie Abboud,company connected chinese communist party nrsc spokeswoman maggie abboud,"[('party', [2, 6]), ('company', [8]), ('communist', [2, 8]), ('connected', [8, 7]), ('chinese', [2, 8]), ('spokeswoman', [2]), ('nrsc', [6]), ('maggie', [7]), ('abboud', [2])]","[('party', ['War', 'Election/debate']), ('company', ['Infrastructure/job/energy']), ('communist', ['War', 'Infrastructure/job/energy']), ('connected', ['Infrastructure/job/energy', 'Abortion/rights/guns']), ('chinese', ['War', 'Infrastructure/job/energy']), ('spokeswoman', ['War']), ('nrsc', ['Election/debate']), ('maggie', ['Abortion/rights/guns']), ('abboud', ['War'])]"
