username,date,first_topic,first_topic_name,first_topic_prob,sentiment,sentiment_prob,emotion,emotion_prob,second_topic,second_topic_name,second_topic_prob,text,lemmatized_text,per_word_topics,per_word_topics_name
Sillygurl007,2023-09-22 00:00:53+00:00,3,News/radio/livestream,0.12504983,positive,0.6999261975288391,joy,0.4539048373699188,7.0,Abortion/rights/guns,0.12500401,"GoodTalk, #catchup #blackppl #BlackTwitter #blackwomen #blackmen #media #democrates #Republicans #whitemen #whitewomen #blackcaucus #news #RolandMartin https://t.co/SOsFhJxMPr",goodtalk,"[('goodtalk', [])]","[('goodtalk', [])]"
WashTimesOpEd,2023-09-22 00:33:46+00:00,3,News/radio/livestream,0.520377,neutral,0.6009318232536316,optimism,0.5693601369857788,4.0,Republicans vs democrats,0.354288,"Garland's lofty words, lowly deeds https://t.co/fEqDomIQFe",garland  lofty word lowly deed,"[('word', [4]), ('garland', [4]), ('deed', [3]), ('lowly', [3]), ('lofty', [3])]","[('word', ['Republicans vs democrats']), ('garland', ['Republicans vs democrats']), ('deed', ['News/radio/livestream']), ('lowly', ['News/radio/livestream']), ('lofty', ['News/radio/livestream'])]"
PCadfael,2023-09-22 00:58:10+00:00,3,News/radio/livestream,0.49608076,negative,0.6425244808197021,anticipation,0.438784658908844,4.0,Republicans vs democrats,0.2521652,Brigette Gabriel previous name Hanan Qahwaji bleaches her own skin and uses Blue contacts so she can sell herself to more #Republicans and #MAGA. https://t.co/aLqeIjIMoQ,brigette gabriel previous hanan qahwaji bleach skin  blue contact sell,"[('contact', [4, 3]), ('skin', [2, 6]), ('blue', [6, 4]), ('sell', [4]), ('previous', [4, 6]), ('gabriel', [3]), ('bleach', [3]), ('brigette', [3]), ('hanan', [3]), ('qahwaji', [3])]","[('contact', ['Republicans vs democrats', 'News/radio/livestream']), ('skin', ['War', 'Election/debate']), ('blue', ['Election/debate', 'Republicans vs democrats']), ('sell', ['Republicans vs democrats']), ('previous', ['Republicans vs democrats', 'Election/debate']), ('gabriel', ['News/radio/livestream']), ('bleach', ['News/radio/livestream']), ('brigette', ['News/radio/livestream']), ('hanan', ['News/radio/livestream']), ('qahwaji', ['News/radio/livestream'])]"
larryelder,2023-09-22 17:11:47+00:00,3,News/radio/livestream,0.46887505,neutral,0.6967757940292358,anticipation,0.6986695528030396,6.0,Election/debate,0.43725267,RT @PBDsPodcast: .@larryelder recaps why he lost to Gavin Newsom in the California governor recall. https://t.co/gtsA6dPObn,recap lost gavin newsom california governor recall,"[('lost', [6]), ('gavin', [3]), ('newsom', [3]), ('california', [3, 6]), ('governor', [6]), ('recap', [6]), ('recall', [3])]","[('lost', ['Election/debate']), ('gavin', ['News/radio/livestream']), ('newsom', ['News/radio/livestream']), ('california', ['News/radio/livestream', 'Election/debate']), ('governor', ['Election/debate']), ('recap', ['Election/debate']), ('recall', ['News/radio/livestream'])]"
WashTimesOpEd,2023-09-22 18:51:00+00:00,3,News/radio/livestream,0.708302,neutral,0.9055152535438538,anticipation,0.3881928026676178,4.0,Republicans vs democrats,0.04168028,Letter to the editor: https://t.co/p2tpVeDXlr,letter editor,"[('letter', [3]), ('editor', [3])]","[('letter', ['News/radio/livestream']), ('editor', ['News/radio/livestream'])]"
MauricioAn1473,2023-09-22 20:37:55+00:00,3,News/radio/livestream,0.43243295,negative,0.6611944437026978,anger,0.802926242351532,2.0,War,0.33463743,The devil is making a preacher for sex @realDonaldTrump I won with an activity group for GOD religion incase the devil takes over religion #DonaldTrump #Republicans #FoxNews,devil making preacher sex won activity group god religion incase devil take religion,"[('group', [2, 6]), ('god', [3, 2]), ('making', [6, 2]), ('take', [6, 2]), ('won', [6]), ('sex', [2, 3]), ('activity', [3]), ('religion', [2]), ('devil', [3]), ('preacher', [3]), ('incase', [3])]","[('group', ['War', 'Election/debate']), ('god', ['News/radio/livestream', 'War']), ('making', ['Election/debate', 'War']), ('take', ['Election/debate', 'War']), ('won', ['Election/debate']), ('sex', ['War', 'News/radio/livestream']), ('activity', ['News/radio/livestream']), ('religion', ['War']), ('devil', ['News/radio/livestream']), ('preacher', ['News/radio/livestream']), ('incase', ['News/radio/livestream'])]"
countdante67,2023-09-22 21:29:24+00:00,3,News/radio/livestream,0.7082758,positive,0.8924291133880615,joy,0.4996215105056762,5.0,Border/community/family,0.041687872,God bless the @TheOnion! 🤣 #LaurenBoebert #congress #Republicans https://t.co/P9wqGf5gZQ,god bless,"[('god', [3]), ('bless', [3])]","[('god', ['News/radio/livestream']), ('bless', ['News/radio/livestream'])]"
jason_maness,2023-09-23 02:09:35+00:00,3,News/radio/livestream,0.35458246,negative,0.8771529793739319,anger,0.608949601650238,1.0,American/economics/health,0.3529631,"This picture, captures the entirety of #Democrats and #Republicans working together to screw #Americans",picture capture entirety working screw,"[('working', [1]), ('picture', [3]), ('screw', [1]), ('capture', [3]), ('entirety', [2])]","[('working', ['American/economics/health']), ('picture', ['News/radio/livestream']), ('screw', ['American/economics/health']), ('capture', ['News/radio/livestream']), ('entirety', ['War'])]"
RpsAgainstTrump,2023-09-23 02:29:23+00:00,3,News/radio/livestream,0.40006623,neutral,0.5066794753074646,joy,0.3612817227840423,6.0,Election/debate,0.29052857,"OMG. Lauren Boebert on why she was fondling her date in the theater: “It’s been 20 years since I was in the dating scene and back then, there were not infrared cameras watch my every move.” 🤦‍♂️ https://t.co/lX53rN44v8",lauren boebert fondling date theater year dating scene infrared camera watch,"[('year', [6, 2]), ('camera', [3]), ('watch', [6, 2]), ('date', [6]), ('scene', [3, 6]), ('boebert', [2]), ('lauren', [2]), ('theater', [6, 2]), ('dating', [3]), ('fondling', [3]), ('infrared', [3])]","[('year', ['Election/debate', 'War']), ('camera', ['News/radio/livestream']), ('watch', ['Election/debate', 'War']), ('date', ['Election/debate']), ('scene', ['News/radio/livestream', 'Election/debate']), ('boebert', ['War']), ('lauren', ['War']), ('theater', ['Election/debate', 'War']), ('dating', ['News/radio/livestream']), ('fondling', ['News/radio/livestream']), ('infrared', ['News/radio/livestream'])]"
notalibtard67,2023-09-23 04:28:24+00:00,3,News/radio/livestream,0.37494683,negative,0.6015074849128723,anger,0.5568886399269104,7.0,Abortion/rights/guns,0.37460655,@catturd2 Hmm. #democrats at their finest.,hmm finest,"[('hmm', [7]), ('finest', [3])]","[('hmm', ['Abortion/rights/guns']), ('finest', ['News/radio/livestream'])]"
