username,date,first_topic,first_topic_name,first_topic_prob,sentiment,sentiment_prob,all_sentiments,emotion,emotion_prob,all_emotions,hate,hate_prob,all_hate,offensive,offensive_prob,all_offensive,second_topic,second_topic_name,second_topic_prob,text,lemmatized_text,per_word_topics,per_word_topics_name
mjs_DC,2023-08-03 00:13:35+00:00,4,Republicans vs democrats,0.6161976,neutral,0.7032601237297058,"{'neutral': 0.7032601237297058, 'negative': 0.1635492891073227, 'positive': 0.13319054245948792}",optimism,0.8171555995941162,"{'optimism': 0.8171555995941162, 'anticipation': 0.07266765832901001, 'joy': 0.028301050886511803, 'anger': 0.026054590940475464, 'fear': 0.015850720927119255, 'trust': 0.015306920744478703, 'disgust': 0.014438487589359283, 'pessimism': 0.004102553240954876, 'sadness': 0.0033602428156882524, 'surprise': 0.002063727704808116, 'love': 0.0006985046784393489}",not-hate,0.9956502318382264,"{'not-hate': 0.9956502318382263, 'hate': 0.004349789582192898}",non-offensive,0.7554421424865723,"{'non-offensive': 0.7554421424865723, 'offensive': 0.24455784261226654}",8.0,Infrastructure/job/energy,0.18771246,Jack Smith's latest indictment is strong medicine for our very sick legal profession. With @Dahlialithwick: https://t.co/ftwGq9IK0o https://t.co/NkKlAiRtY6,jack smith  latest indictment strong medicine sick legal profession,"[('latest', [4, 7]), ('legal', [4, 7]), ('indictment', [4]), ('smith', [4]), ('jack', [4]), ('sick', [4]), ('strong', [8, 4]), ('medicine', [8]), ('profession', [7])]","[('latest', ['Republicans vs democrats', 'Abortion/rights/guns']), ('legal', ['Republicans vs democrats', 'Abortion/rights/guns']), ('indictment', ['Republicans vs democrats']), ('smith', ['Republicans vs democrats']), ('jack', ['Republicans vs democrats']), ('sick', ['Republicans vs democrats']), ('strong', ['Infrastructure/job/energy', 'Republicans vs democrats']), ('medicine', ['Infrastructure/job/energy']), ('profession', ['Abortion/rights/guns'])]"
rickhasen,2023-08-03 00:14:43+00:00,4,Republicans vs democrats,0.6248482,positive,0.8826090693473816,"{'positive': 0.8826090693473816, 'neutral': 0.11130090057849884, 'negative': 0.006089970003813505}",optimism,0.5072002410888672,"{'optimism': 0.5072002410888672, 'anticipation': 0.23882687091827393, 'joy': 0.13913001120090485, 'trust': 0.05871507525444031, 'fear': 0.02048497647047043, 'anger': 0.015148933045566082, 'surprise': 0.009108884260058403, 'disgust': 0.005639254581183195, 'love': 0.0031718930695205927, 'pessimism': 0.0018133249832317233, 'sadness': 0.0007605323335155845}",not-hate,0.9975594282150269,"{'not-hate': 0.9975594282150269, 'hate': 0.002440503565594554}",non-offensive,0.9024440050125122,"{'non-offensive': 0.9024440050125122, 'offensive': 0.09755599498748779}",7.0,Abortion/rights/guns,0.3312405,RT @“The federal indictment just handed down by special counsel Jack Smith…is perhaps the most important indictment ever handed down to safeguard American democracy and the rule of law in any U.S. court against anyone.” Good @rickhasen.,federal indictment handed special counsel jack smithis important indictment handed safeguard american democracy rule law  court good,"[('american', [4, 7]), ('democracy', [7, 4]), ('law', [4, 7]), ('good', [4, 7]), ('federal', [4, 7]), ('important', [4, 7]), ('rule', [4, 7]), ('court', [7, 4]), ('counsel', [4]), ('indictment', [4]), ('special', [4, 7]), ('jack', [4]), ('handed', [7, 4]), ('safeguard', [7]), ('smithis', [4, 7])]","[('american', ['Republicans vs democrats', 'Abortion/rights/guns']), ('democracy', ['Abortion/rights/guns', 'Republicans vs democrats']), ('law', ['Republicans vs democrats', 'Abortion/rights/guns']), ('good', ['Republicans vs democrats', 'Abortion/rights/guns']), ('federal', ['Republicans vs democrats', 'Abortion/rights/guns']), ('important', ['Republicans vs democrats', 'Abortion/rights/guns']), ('rule', ['Republicans vs democrats', 'Abortion/rights/guns']), ('court', ['Abortion/rights/guns', 'Republicans vs democrats']), ('counsel', ['Republicans vs democrats']), ('indictment', ['Republicans vs democrats']), ('special', ['Republicans vs democrats', 'Abortion/rights/guns']), ('jack', ['Republicans vs democrats']), ('handed', ['Abortion/rights/guns', 'Republicans vs democrats']), ('safeguard', ['Abortion/rights/guns']), ('smithis', ['Republicans vs democrats', 'Abortion/rights/guns'])]"
AndrewYang,2023-08-03 00:31:59+00:00,4,Republicans vs democrats,0.7808174,neutral,0.6796521544456482,"{'neutral': 0.6796521544456482, 'negative': 0.3052974045276642, 'positive': 0.015050424262881279}",anticipation,0.3686267733573913,"{'anticipation': 0.36862677335739136, 'disgust': 0.26008889079093933, 'anger': 0.1018061637878418, 'sadness': 0.09220406413078308, 'pessimism': 0.0797942578792572, 'surprise': 0.03136790916323662, 'fear': 0.02876424230635166, 'optimism': 0.022550368681550026, 'trust': 0.009818571619689465, 'joy': 0.003976008389145136, 'love': 0.0010027558309957385}",not-hate,0.9874349236488342,"{'not-hate': 0.9874349236488342, 'hate': 0.012565101496875286}",non-offensive,0.905611217021942,"{'non-offensive': 0.9056112170219421, 'offensive': 0.09438881278038025}",1.0,American/economics/health,0.031344555,RT @Fwd_Party: Does America have an accountability problem? https://t.co/zDkL486qRx,america accountability problem,"[('america', [4]), ('problem', [4]), ('accountability', [4])]","[('america', ['Republicans vs democrats']), ('problem', ['Republicans vs democrats']), ('accountability', ['Republicans vs democrats'])]"
rickhasen,2023-08-03 00:34:01+00:00,4,Republicans vs democrats,0.32474855,neutral,0.9575822353363036,"{'neutral': 0.9575822353363037, 'positive': 0.029073484241962433, 'negative': 0.013344264589250088}",anticipation,0.587934136390686,"{'anticipation': 0.587934136390686, 'joy': 0.09464704245328903, 'disgust': 0.07382184267044067, 'surprise': 0.06613443791866302, 'anger': 0.04219489172101021, 'optimism': 0.039977628737688065, 'sadness': 0.038928963243961334, 'pessimism': 0.021396012976765633, 'trust': 0.01840699464082718, 'fear': 0.011714247055351734, 'love': 0.004843875765800476}",not-hate,0.99837327003479,"{'not-hate': 0.99837327003479, 'hate': 0.0016266643069684505}",non-offensive,0.933905065059662,"{'non-offensive': 0.9339050650596619, 'offensive': 0.06609487533569336}",6.0,Election/debate,0.32435524,#ELB: Brandon Johnson: “Election Aggrandizement” https://t.co/diuFAfn3NZ,brandon johnson election aggrandizement,"[('election', [6, 4]), ('brandon', [4]), ('johnson', [6, 4]), ('aggrandizement', [2])]","[('election', ['Election/debate', 'Republicans vs democrats']), ('brandon', ['Republicans vs democrats']), ('johnson', ['Election/debate', 'Republicans vs democrats']), ('aggrandizement', ['War'])]"
AlexThomp,2023-08-03 00:42:19+00:00,4,Republicans vs democrats,0.7917438,negative,0.5621548891067505,"{'negative': 0.5621548891067505, 'neutral': 0.4276733696460724, 'positive': 0.010171735659241676}",anger,0.6580812931060791,"{'anger': 0.6580812931060791, 'disgust': 0.3309178054332733, 'sadness': 0.006175584625452757, 'pessimism': 0.0015766095602884889, 'anticipation': 0.0010996493510901928, 'fear': 0.0007672786596231163, 'surprise': 0.0005088015459477901, 'joy': 0.00042417884105816483, 'optimism': 0.0002770349383354187, 'trust': 0.00010152815229957923, 'love': 7.019214535830542e-05}",not-hate,0.9944243431091307,"{'not-hate': 0.9944243431091309, 'hate': 0.005575571674853563}",offensive,0.6278178095817566,"{'offensive': 0.6278178095817566, 'non-offensive': 0.372182160615921}",3.0,News/radio/livestream,0.124821015,"Trump says it would be “sort of foolish” and possibly “stupid” to go to the debate, he tells ⁦@mboyle1⁩ https://t.co/L2lrAPyf84",trump say sort foolish possibly stupid debate tell,"[('trump', [4]), ('say', [4]), ('debate', [4]), ('tell', [4]), ('possibly', [4]), ('stupid', [4]), ('sort', [4]), ('foolish', [3])]","[('trump', ['Republicans vs democrats']), ('say', ['Republicans vs democrats']), ('debate', ['Republicans vs democrats']), ('tell', ['Republicans vs democrats']), ('possibly', ['Republicans vs democrats']), ('stupid', ['Republicans vs democrats']), ('sort', ['Republicans vs democrats']), ('foolish', ['News/radio/livestream'])]"
rickhasen,2023-08-03 00:43:53+00:00,4,Republicans vs democrats,0.91240287,negative,0.6693516969680786,"{'negative': 0.6693516969680786, 'neutral': 0.32003307342529297, 'positive': 0.010615273378789425}",anger,0.4965948164463043,"{'anger': 0.4965948164463043, 'disgust': 0.3744426369667053, 'fear': 0.08649970591068268, 'anticipation': 0.018273379653692245, 'sadness': 0.008435342460870743, 'pessimism': 0.00664476677775383, 'surprise': 0.0037988738622516394, 'optimism': 0.003013295354321599, 'trust': 0.001048103324137628, 'joy': 0.0009787245653569698, 'love': 0.0002702964993659407}",not-hate,0.9946014881134032,"{'not-hate': 0.9946014881134033, 'hate': 0.005398495588451624}",non-offensive,0.8021597266197205,"{'non-offensive': 0.8021597266197205, 'offensive': 0.19784027338027954}",6.0,Election/debate,0.012529284,#ELB: “Trump’s defense team casts Jan. 6 indictment as an attack on free speech” https://t.co/AGULAPrfl6,trump defense team cast january indictment attack free speech,"[('attack', [4]), ('speech', [4]), ('trump', [4]), ('defense', [4]), ('team', [4]), ('january', [4]), ('free', [4]), ('indictment', [4]), ('cast', [4])]","[('attack', ['Republicans vs democrats']), ('speech', ['Republicans vs democrats']), ('trump', ['Republicans vs democrats']), ('defense', ['Republicans vs democrats']), ('team', ['Republicans vs democrats']), ('january', ['Republicans vs democrats']), ('free', ['Republicans vs democrats']), ('indictment', ['Republicans vs democrats']), ('cast', ['Republicans vs democrats'])]"
GovChristie,2023-08-03 01:45:06+00:00,4,Republicans vs democrats,0.5133047,negative,0.7868718504905701,"{'negative': 0.7868718504905701, 'neutral': 0.18978291749954224, 'positive': 0.023345133289694786}",anger,0.7389216423034668,"{'anger': 0.7389216423034668, 'disgust': 0.24338693916797638, 'joy': 0.005356128327548504, 'optimism': 0.003962362185120583, 'sadness': 0.002571290824562311, 'anticipation': 0.0025025743525475264, 'pessimism': 0.001328773912973702, 'surprise': 0.0007486523827537894, 'fear': 0.000564933056011796, 'trust': 0.00042889785254374146, 'love': 0.00022777846606913954}",not-hate,0.9803295135498048,"{'not-hate': 0.9803295135498047, 'hate': 0.019670477136969566}",offensive,0.5695781707763672,"{'offensive': 0.5695781707763672, 'non-offensive': 0.4304218888282776}",1.0,American/economics/health,0.2858306,"FORE! Who's the billionaire presidential candidate who is constantly playing golf and lies to middle-class Americans? Donald Trump. Some guys improve their ""lie,"" some guys you just can't trust. Here's an idea, pay your own legal bills by selling one of your golf courses. https://t.co/gH5Knsg48D",fore billionaire presidential candidate constantly playing golf lie middle class american donald trump guy improve lie guy trust idea pay legal bill selling golf course,"[('american', [1, 4]), ('middle', [1, 4]), ('donald', [4, 2]), ('trump', [4, 2]), ('idea', [4, 1]), ('candidate', [4, 7]), ('presidential', [4]), ('billionaire', [1, 4]), ('playing', [4, 1]), ('pay', [1, 4]), ('guy', [4, 2]), ('bill', [1, 4]), ('legal', [4, 7]), ('lie', [4, 2]), ('course', [4, 1]), ('selling', [4, 1]), ('trust', [4, 1]), ('class', [1, 4]), ('constantly', [2]), ('golf', [7]), ('improve', [1]), ('fore', [4, 1])]","[('american', ['American/economics/health', 'Republicans vs democrats']), ('middle', ['American/economics/health', 'Republicans vs democrats']), ('donald', ['Republicans vs democrats', 'War']), ('trump', ['Republicans vs democrats', 'War']), ('idea', ['Republicans vs democrats', 'American/economics/health']), ('candidate', ['Republicans vs democrats', 'Abortion/rights/guns']), ('presidential', ['Republicans vs democrats']), ('billionaire', ['American/economics/health', 'Republicans vs democrats']), ('playing', ['Republicans vs democrats', 'American/economics/health']), ('pay', ['American/economics/health', 'Republicans vs democrats']), ('guy', ['Republicans vs democrats', 'War']), ('bill', ['American/economics/health', 'Republicans vs democrats']), ('legal', ['Republicans vs democrats', 'Abortion/rights/guns']), ('lie', ['Republicans vs democrats', 'War']), ('course', ['Republicans vs democrats', 'American/economics/health']), ('selling', ['Republicans vs democrats', 'American/economics/health']), ('trust', ['Republicans vs democrats', 'American/economics/health']), ('class', ['American/economics/health', 'Republicans vs democrats']), ('constantly', ['War']), ('golf', ['Abortion/rights/guns']), ('improve', ['American/economics/health']), ('fore', ['Republicans vs democrats', 'American/economics/health'])]"
rickhasen,2023-08-03 01:45:44+00:00,4,Republicans vs democrats,0.56339526,neutral,0.7787725925445557,"{'neutral': 0.7787725925445557, 'positive': 0.15828925371170044, 'negative': 0.06293816864490509}",optimism,0.8509812355041504,"{'optimism': 0.8509812355041504, 'anticipation': 0.05544980242848396, 'joy': 0.0333440937101841, 'anger': 0.016133304685354233, 'trust': 0.01139128115028143, 'fear': 0.011281128041446209, 'disgust': 0.010486851446330547, 'sadness': 0.004518449772149324, 'pessimism': 0.004070845898240805, 'surprise': 0.0016755950637161732, 'love': 0.0006674302276223898}",not-hate,0.9953565001487732,"{'not-hate': 0.9953565001487732, 'hate': 0.004643516149371862}",non-offensive,0.7777355909347534,"{'non-offensive': 0.7777355909347534, 'offensive': 0.2222643941640854}",8.0,Infrastructure/job/energy,0.21433721,RT @Jack Smith's latest indictment is strong medicine for our very sick legal profession. With @Dahlialithwick: https://t.co/ftwGq9IK0o https://t.co/NkKlAiRtY6,smith  latest indictment strong medicine sick legal profession,"[('latest', [4, 7]), ('legal', [4, 7]), ('indictment', [4]), ('smith', [4]), ('sick', [4]), ('strong', [8, 4]), ('medicine', [8]), ('profession', [7])]","[('latest', ['Republicans vs democrats', 'Abortion/rights/guns']), ('legal', ['Republicans vs democrats', 'Abortion/rights/guns']), ('indictment', ['Republicans vs democrats']), ('smith', ['Republicans vs democrats']), ('sick', ['Republicans vs democrats']), ('strong', ['Infrastructure/job/energy', 'Republicans vs democrats']), ('medicine', ['Infrastructure/job/energy']), ('profession', ['Abortion/rights/guns'])]"
jonathanvswan,2023-08-03 02:49:41+00:00,4,Republicans vs democrats,0.76566005,negative,0.612460732460022,"{'negative': 0.612460732460022, 'neutral': 0.3779589533805847, 'positive': 0.009580301120877266}",anger,0.6100958585739136,"{'anger': 0.6100958585739136, 'disgust': 0.37369516491889954, 'sadness': 0.008527491241693497, 'pessimism': 0.002276215935125947, 'anticipation': 0.0022567196283489466, 'surprise': 0.0012070609955117106, 'joy': 0.0007078463095240295, 'fear': 0.0006401250138878822, 'optimism': 0.00034831083030439913, 'trust': 0.0001552314788568765, 'love': 8.999200508696958e-05}",not-hate,0.9937456846237184,"{'not-hate': 0.9937456846237183, 'hate': 0.006254309322685003}",offensive,0.6346443295478821,"{'offensive': 0.6346443295478821, 'non-offensive': 0.3653556704521179}",3.0,News/radio/livestream,0.14046264,"RT @Trump says it would be “sort of foolish” and possibly “stupid” to go to the debate, he tells ⁦@mboyle1⁩ https://t.co/L2lrAPyf84",say sort foolish possibly stupid debate tell,"[('say', [4]), ('debate', [4]), ('tell', [4]), ('possibly', [4]), ('stupid', [4]), ('sort', [4]), ('foolish', [3])]","[('say', ['Republicans vs democrats']), ('debate', ['Republicans vs democrats']), ('tell', ['Republicans vs democrats']), ('possibly', ['Republicans vs democrats']), ('stupid', ['Republicans vs democrats']), ('sort', ['Republicans vs democrats']), ('foolish', ['News/radio/livestream'])]"
CollinRugg,2023-08-03 02:50:13+00:00,4,Republicans vs democrats,0.32703352,negative,0.7440632581710815,"{'negative': 0.7440632581710815, 'neutral': 0.24529939889907837, 'positive': 0.010637315921485424}",anger,0.5594770908355713,"{'anger': 0.5594770908355713, 'disgust': 0.4085778594017029, 'sadness': 0.01601807400584221, 'fear': 0.008711021393537521, 'pessimism': 0.0030747288838028908, 'anticipation': 0.0015913769602775574, 'surprise': 0.001533006434328854, 'joy': 0.0004916901234537363, 'optimism': 0.00024464071611873806, 'trust': 0.00015163642819970846, 'love': 0.00012890368816442788}",not-hate,0.996729850769043,"{'not-hate': 0.996729850769043, 'hate': 0.003270096378400922}",offensive,0.676395058631897,"{'offensive': 0.676395058631897, 'non-offensive': 0.32360491156578064}",5.0,Border/community/family,0.20813604,"Overweight pop star Lizzo is currently being sued for sexual harassment, including forcing dancers to participate in sex shows for her. This is the same woman the media celebrates as a female activist One of the allegations claims Lizzo forced dancers to eat bananas protruding out of sex workers’ vaginas. The lawsuit says, “… things quickly got out of hand. Lizzo began inviting cast members to take turns touching the nude performers, catching dildos launched from the performers’ vaginas, and eating bananas protruding from the performers’ vaginas.” Awfully quiet from the MeToo movement.",overweight pop star lizzo currently sued sexual harassment including forcing dancer participate sex show woman medium celebrates female activist allegation claim lizzo forced dancer eat banana protruding sex worker vagina lawsuit say thing quickly got hand lizzo began inviting cast member turn touching nude performer catching dildo launched performer vagina eating banana protruding performer vagina awfully quiet metoo movement,"[('currently', [4, 7]), ('worker', [1, 4]), ('medium', [4, 6]), ('hand', [4, 5]), ('got', [4, 6]), ('claim', [4, 1]), ('show', [4, 1]), ('forced', [1, 7]), ('forcing', [1, 7]), ('say', [4, 6]), ('thing', [4, 6]), ('activist', [7, 6]), ('member', [5, 4]), ('pop', [6]), ('woman', [7, 5]), ('including', [4, 5]), ('lawsuit', [4, 7]), ('turn', [4, 6]), ('began', [5, 4]), ('awfully', [7]), ('quiet', [4]), ('catching', [5, 1]), ('participate', [7, 6]), ('allegation', [4]), ('sex', [5, 4]), ('movement', [7, 6]), ('cast', [6, 4]), ('launched', [4, 1]), ('quickly', [4, 5]), ('star', [5, 4]), ('eating', [5, 6]), ('sued', [5]), ('sexual', [4, 1]), ('overweight', [5]), ('banana', [4]), ('celebrates', [5, 1]), ('dancer', [1]), ('dildo', [7, 4]), ('eat', [1]), ('female', [7, 5]), ('harassment', [4, 7]), ('inviting', [6]), ('lizzo', [7, 4]), ('metoo', [7, 4]), ('nude', [4]), ('performer', [7]), ('protruding', [7, 4]), ('touching', [1]), ('vagina', [7, 4])]","[('currently', ['Republicans vs democrats', 'Abortion/rights/guns']), ('worker', ['American/economics/health', 'Republicans vs democrats']), ('medium', ['Republicans vs democrats', 'Election/debate']), ('hand', ['Republicans vs democrats', 'Border/community/family']), ('got', ['Republicans vs democrats', 'Election/debate']), ('claim', ['Republicans vs democrats', 'American/economics/health']), ('show', ['Republicans vs democrats', 'American/economics/health']), ('forced', ['American/economics/health', 'Abortion/rights/guns']), ('forcing', ['American/economics/health', 'Abortion/rights/guns']), ('say', ['Republicans vs democrats', 'Election/debate']), ('thing', ['Republicans vs democrats', 'Election/debate']), ('activist', ['Abortion/rights/guns', 'Election/debate']), ('member', ['Border/community/family', 'Republicans vs democrats']), ('pop', ['Election/debate']), ('woman', ['Abortion/rights/guns', 'Border/community/family']), ('including', ['Republicans vs democrats', 'Border/community/family']), ('lawsuit', ['Republicans vs democrats', 'Abortion/rights/guns']), ('turn', ['Republicans vs democrats', 'Election/debate']), ('began', ['Border/community/family', 'Republicans vs democrats']), ('awfully', ['Abortion/rights/guns']), ('quiet', ['Republicans vs democrats']), ('catching', ['Border/community/family', 'American/economics/health']), ('participate', ['Abortion/rights/guns', 'Election/debate']), ('allegation', ['Republicans vs democrats']), ('sex', ['Border/community/family', 'Republicans vs democrats']), ('movement', ['Abortion/rights/guns', 'Election/debate']), ('cast', ['Election/debate', 'Republicans vs democrats']), ('launched', ['Republicans vs democrats', 'American/economics/health']), ('quickly', ['Republicans vs democrats', 'Border/community/family']), ('star', ['Border/community/family', 'Republicans vs democrats']), ('eating', ['Border/community/family', 'Election/debate']), ('sued', ['Border/community/family']), ('sexual', ['Republicans vs democrats', 'American/economics/health']), ('overweight', ['Border/community/family']), ('banana', ['Republicans vs democrats']), ('celebrates', ['Border/community/family', 'American/economics/health']), ('dancer', ['American/economics/health']), ('dildo', ['Abortion/rights/guns', 'Republicans vs democrats']), ('eat', ['American/economics/health']), ('female', ['Abortion/rights/guns', 'Border/community/family']), ('harassment', ['Republicans vs democrats', 'Abortion/rights/guns']), ('inviting', ['Election/debate']), ('lizzo', ['Abortion/rights/guns', 'Republicans vs democrats']), ('metoo', ['Abortion/rights/guns', 'Republicans vs democrats']), ('nude', ['Republicans vs democrats']), ('performer', ['Abortion/rights/guns']), ('protruding', ['Abortion/rights/guns', 'Republicans vs democrats']), ('touching', ['American/economics/health']), ('vagina', ['Abortion/rights/guns', 'Republicans vs democrats'])]"
