username,date,first_topic,first_topic_name,first_topic_prob,sentiment,sentiment_prob,emotion,emotion_prob,second_topic,second_topic_name,second_topic_prob,text,lemmatized_text,per_word_topics,per_word_topics_name
marwilliamson,2023-07-24 12:58:50+00:00,2,War,0.6461001,negative,0.9154804944992064,disgust,0.3803527653217315,6.0,Election/debate,0.2665436,"If the average American were to take in the enormity of the tragedy that is Afghanistan today, plus even a fraction of how spectacularly we failed our own soldiers as well as the people of that country, no one, and I mean no one, would be retaining any faith in our political system as it now exists. I don’t know what is worse - its corruption or its ineptitude. Smash the machine and grow flowers in its place. #Marianne2024",average american enormity tragedy afghanistan today plus fraction spectacularly failed soldier people country mean retaining faith political system exists know worse corruption ineptitude smash machine grow flower place,"[('american', [2, 6]), ('know', [2, 6]), ('today', [6, 5]), ('people', [2, 6]), ('political', [2, 6]), ('system', [2, 6]), ('country', [2, 6]), ('corruption', [2]), ('place', [2, 6]), ('failed', [2, 6]), ('worse', [2, 5]), ('average', [6]), ('mean', [2, 6]), ('machine', [6]), ('faith', [2, 6]), ('smash', [6]), ('exists', [2]), ('plus', [6]), ('soldier', [2, 5]), ('afghanistan', [5, 2]), ('flower', [2]), ('tragedy', [2, 5]), ('grow', [2, 6]), ('retaining', [6]), ('fraction', [2]), ('ineptitude', [2]), ('enormity', [2]), ('spectacularly', [2])]","[('american', ['War', 'Election/debate']), ('know', ['War', 'Election/debate']), ('today', ['Election/debate', 'Border/community/family']), ('people', ['War', 'Election/debate']), ('political', ['War', 'Election/debate']), ('system', ['War', 'Election/debate']), ('country', ['War', 'Election/debate']), ('corruption', ['War']), ('place', ['War', 'Election/debate']), ('failed', ['War', 'Election/debate']), ('worse', ['War', 'Border/community/family']), ('average', ['Election/debate']), ('mean', ['War', 'Election/debate']), ('machine', ['Election/debate']), ('faith', ['War', 'Election/debate']), ('smash', ['Election/debate']), ('exists', ['War']), ('plus', ['Election/debate']), ('soldier', ['War', 'Border/community/family']), ('afghanistan', ['Border/community/family', 'War']), ('flower', ['War']), ('tragedy', ['War', 'Border/community/family']), ('grow', ['War', 'Election/debate']), ('retaining', ['Election/debate']), ('fraction', ['War']), ('ineptitude', ['War']), ('enormity', ['War']), ('spectacularly', ['War'])]"
marwilliamson,2023-07-24 14:08:09+00:00,2,War,0.60687894,negative,0.7742929458618164,fear,0.8387368321418762,1.0,American/economics/health,0.35138452,The way to fight off the fascists in 2024 is not simply by fighting the fascists. The biggest danger to Democrats is not how many people might vote for Trump; our biggest danger is how many people might stay home.,way fight fascist simply fighting fascist biggest danger democrat people vote trump biggest danger people stay home,"[('way', [2, 1]), ('people', [2, 1]), ('trump', [2, 1]), ('vote', [2, 1]), ('stay', [1, 2]), ('fight', [1, 2]), ('biggest', [2, 1]), ('home', [1, 2]), ('democrat', [2, 1]), ('fighting', [1, 2]), ('simply', [2, 1]), ('danger', [2, 1]), ('fascist', [2])]","[('way', ['War', 'American/economics/health']), ('people', ['War', 'American/economics/health']), ('trump', ['War', 'American/economics/health']), ('vote', ['War', 'American/economics/health']), ('stay', ['American/economics/health', 'War']), ('fight', ['American/economics/health', 'War']), ('biggest', ['War', 'American/economics/health']), ('home', ['American/economics/health', 'War']), ('democrat', ['War', 'American/economics/health']), ('fighting', ['American/economics/health', 'War']), ('simply', ['War', 'American/economics/health']), ('danger', ['War', 'American/economics/health']), ('fascist', ['War'])]"
SenateGOP,2023-07-24 16:37:33+00:00,2,War,0.5976562,negative,0.8607236742973328,fear,0.7883338332176208,1.0,American/economics/health,0.33406568,REMINDER: Communist China is the number 1 threat to American national security. We must stand up to the CCP.,reminder communist china number threat american national security stand ccp,"[('national', [1, 2]), ('security', [1, 2]), ('american', [1, 2]), ('threat', [2, 1]), ('china', [2, 1]), ('number', [1, 2]), ('communist', [2]), ('stand', [2, 1]), ('ccp', [2]), ('reminder', [2, 1])]","[('national', ['American/economics/health', 'War']), ('security', ['American/economics/health', 'War']), ('american', ['American/economics/health', 'War']), ('threat', ['War', 'American/economics/health']), ('china', ['War', 'American/economics/health']), ('number', ['American/economics/health', 'War']), ('communist', ['War']), ('stand', ['War', 'American/economics/health']), ('ccp', ['War']), ('reminder', ['War', 'American/economics/health'])]"
NikkiHaley,2023-07-24 16:56:54+00:00,2,War,0.9269513,negative,0.7678808569908142,anger,0.6955220699310303,4.0,Republicans vs democrats,0.0104511725,"Joe Biden thinks that by being nice to China, it'll change. It won't. We have to treat Xi Jinping like the dictator he is before it's too late. https://t.co/wYKeuKv7Cg",joe biden think nice china change treat  jinping like dictator late,"[('biden', [2]), ('joe', [2]), ('like', [2]), ('china', [2]), ('late', [2]), ('think', [2]), ('change', [2]), ('nice', [2]), ('treat', [2]), ('dictator', [2]), ('jinping', [2])]","[('biden', ['War']), ('joe', ['War']), ('like', ['War']), ('china', ['War']), ('late', ['War']), ('think', ['War']), ('change', ['War']), ('nice', ['War']), ('treat', ['War']), ('dictator', ['War']), ('jinping', ['War'])]"
NikkiHaley,2023-07-24 19:49:14+00:00,2,War,0.4163428,negative,0.7847740054130554,anger,0.5566710233688354,6.0,Election/debate,0.28457457,A pro-China propaganda campaign has made its way into U.S. news websites. China won't stop until it infiltrates every corner of American life. https://t.co/Ef5TV61GWf,pro china propaganda campaign way  news website china stop infiltrates corner american life,"[('american', [2, 8]), ('way', [2, 6]), ('news', [6, 8]), ('pro', [2, 8]), ('china', [2, 8]), ('life', [2, 8]), ('campaign', [6, 2]), ('propaganda', [2]), ('stop', [2, 6]), ('website', [6]), ('corner', [8, 6]), ('infiltrates', [8])]","[('american', ['War', 'Infrastructure/job/energy']), ('way', ['War', 'Election/debate']), ('news', ['Election/debate', 'Infrastructure/job/energy']), ('pro', ['War', 'Infrastructure/job/energy']), ('china', ['War', 'Infrastructure/job/energy']), ('life', ['War', 'Infrastructure/job/energy']), ('campaign', ['Election/debate', 'War']), ('propaganda', ['War']), ('stop', ['War', 'Election/debate']), ('website', ['Election/debate']), ('corner', ['Infrastructure/job/energy', 'Election/debate']), ('infiltrates', ['Infrastructure/job/energy'])]"
SenateGOP,2023-07-24 21:53:12+00:00,2,War,0.38678625,negative,0.6316211223602295,disgust,0.5059080719947815,4.0,Republicans vs democrats,0.34502605,"RT @President Biden and John Kerry are playing directly into the hands of the Chinese Communist Party. Instead of decoupling from China, the Biden Administration is making us more dependent on it. More in my @FoxNews op-ed here: https://t.co/bm27UhRZFu",biden john kerry playing directly hand chinese communist party instead decoupling china biden administration making dependent  ,"[('biden', [4, 2]), ('administration', [4, 2]), ('hand', [2, 4]), ('making', [7, 2]), ('instead', [4, 2]), ('china', [2, 4]), ('party', [2, 4]), ('playing', [4, 7]), ('john', [7, 4]), ('communist', [2, 4]), ('directly', [4, 7]), ('chinese', [2, 4]), ('dependent', [2]), ('decoupling', [7]), ('kerry', [7])]","[('biden', ['Republicans vs democrats', 'War']), ('administration', ['Republicans vs democrats', 'War']), ('hand', ['War', 'Republicans vs democrats']), ('making', ['Abortion/rights/guns', 'War']), ('instead', ['Republicans vs democrats', 'War']), ('china', ['War', 'Republicans vs democrats']), ('party', ['War', 'Republicans vs democrats']), ('playing', ['Republicans vs democrats', 'Abortion/rights/guns']), ('john', ['Abortion/rights/guns', 'Republicans vs democrats']), ('communist', ['War', 'Republicans vs democrats']), ('directly', ['Republicans vs democrats', 'Abortion/rights/guns']), ('chinese', ['War', 'Republicans vs democrats']), ('dependent', ['War']), ('decoupling', ['Abortion/rights/guns']), ('kerry', ['Abortion/rights/guns'])]"
NRSC,2023-07-24 22:09:14+00:00,2,War,0.32322535,negative,0.6488508582115173,disgust,0.3691771328449249,6.0,Election/debate,0.2952267,"Bob Casey pushed millions for radical group that hosted youth drag shows, promoted communist events #PASEN https://t.co/aOEiFF84hk",bob casey pushed million radical group hosted youth drag show promoted communist event,"[('million', [4, 6]), ('group', [2, 6]), ('show', [6, 4]), ('event', [6, 4]), ('bob', [7, 2]), ('communist', [2, 4]), ('drag', [2, 4]), ('radical', [2, 7]), ('hosted', [6, 7]), ('pushed', [2, 7]), ('youth', [6, 2]), ('promoted', [4]), ('casey', [7, 6])]","[('million', ['Republicans vs democrats', 'Election/debate']), ('group', ['War', 'Election/debate']), ('show', ['Election/debate', 'Republicans vs democrats']), ('event', ['Election/debate', 'Republicans vs democrats']), ('bob', ['Abortion/rights/guns', 'War']), ('communist', ['War', 'Republicans vs democrats']), ('drag', ['War', 'Republicans vs democrats']), ('radical', ['War', 'Abortion/rights/guns']), ('hosted', ['Election/debate', 'Abortion/rights/guns']), ('pushed', ['War', 'Abortion/rights/guns']), ('youth', ['Election/debate', 'War']), ('promoted', ['Republicans vs democrats']), ('casey', ['Abortion/rights/guns', 'Election/debate'])]"
rickhasen,2023-07-24 22:28:19+00:00,2,War,0.61414164,negative,0.7473222613334656,disgust,0.5845839977264404,6.0,Election/debate,0.31067964,"#ELB: “Activists for hand-counting ballots don’t acknowledge drawbacks: More mistakes, time, and money” https://t.co/O7c8Tz9txf",activist hand counting ballot acknowledge drawback mistake time money,"[('mistake', [2]), ('money', [2, 6]), ('hand', [2, 6]), ('time', [2, 6]), ('activist', [2, 6]), ('ballot', [6]), ('counting', [6]), ('acknowledge', [2]), ('drawback', [2])]","[('mistake', ['War']), ('money', ['War', 'Election/debate']), ('hand', ['War', 'Election/debate']), ('time', ['War', 'Election/debate']), ('activist', ['War', 'Election/debate']), ('ballot', ['Election/debate']), ('counting', ['Election/debate']), ('acknowledge', ['War']), ('drawback', ['War'])]"
kaitlancollins,2023-07-25 05:03:26+00:00,2,War,0.7529685,negative,0.6523003578186035,anger,0.7030475735664368,4.0,Republicans vs democrats,0.21092236,"“What's even wilder to me is that the number of people that are trying to run against Donald Trump are defending him. You know, you're not going to beat Donald Trump by kissing his butt or being a clone of him or licking his boots,"" @WillHurd on Trump and Jan. 6. https://t.co/zX1lnRVZ86",wilder thatthe number people aretrying run donaldtrump defending know going tobeat donald trump kissing hisbutt clone orlicking boot trump january,"[('know', [2, 4]), ('people', [2, 4]), ('donald', [4, 2]), ('trump', [4, 2]), ('going', [2, 4]), ('defending', [2, 4]), ('run', [2, 4]), ('january', [4]), ('number', [2, 4]), ('boot', [2]), ('kissing', [2]), ('aretrying', [2]), ('clone', [2]), ('donaldtrump', [2]), ('hisbutt', [2]), ('orlicking', [2]), ('thatthe', [2]), ('tobeat', [2]), ('wilder', [2])]","[('know', ['War', 'Republicans vs democrats']), ('people', ['War', 'Republicans vs democrats']), ('donald', ['Republicans vs democrats', 'War']), ('trump', ['Republicans vs democrats', 'War']), ('going', ['War', 'Republicans vs democrats']), ('defending', ['War', 'Republicans vs democrats']), ('run', ['War', 'Republicans vs democrats']), ('january', ['Republicans vs democrats']), ('number', ['War', 'Republicans vs democrats']), ('boot', ['War']), ('kissing', ['War']), ('aretrying', ['War']), ('clone', ['War']), ('donaldtrump', ['War']), ('hisbutt', ['War']), ('orlicking', ['War']), ('thatthe', ['War']), ('tobeat', ['War']), ('wilder', ['War'])]"
WillHurd,2023-07-25 16:03:21+00:00,2,War,0.7526713,negative,0.6156168580055237,anger,0.6785472631454468,4.0,Republicans vs democrats,0.21121962,"RT @“What's even wilder to me is that the number of people that are trying to run against Donald Trump are defending him. You know, you're not going to beat Donald Trump by kissing his butt or being a clone of him or licking his boots,"" @WillHurd on Trump and Jan. 6. https://t.co/zX1lnRVZ86", wilder thatthe number people aretrying run donaldtrump defending know going tobeat donald trump kissing hisbutt clone orlicking boot trump january,"[('know', [2, 4]), ('people', [2, 4]), ('donald', [4, 2]), ('trump', [4, 2]), ('going', [2, 4]), ('defending', [2, 4]), ('run', [2, 4]), ('january', [4]), ('number', [2, 4]), ('boot', [2]), ('kissing', [2]), ('aretrying', [2]), ('clone', [2]), ('donaldtrump', [2]), ('hisbutt', [2]), ('orlicking', [2]), ('thatthe', [2]), ('tobeat', [2]), ('wilder', [2])]","[('know', ['War', 'Republicans vs democrats']), ('people', ['War', 'Republicans vs democrats']), ('donald', ['Republicans vs democrats', 'War']), ('trump', ['Republicans vs democrats', 'War']), ('going', ['War', 'Republicans vs democrats']), ('defending', ['War', 'Republicans vs democrats']), ('run', ['War', 'Republicans vs democrats']), ('january', ['Republicans vs democrats']), ('number', ['War', 'Republicans vs democrats']), ('boot', ['War']), ('kissing', ['War']), ('aretrying', ['War']), ('clone', ['War']), ('donaldtrump', ['War']), ('hisbutt', ['War']), ('orlicking', ['War']), ('thatthe', ['War']), ('tobeat', ['War']), ('wilder', ['War'])]"
