username,date,first_topic,first_topic_name,first_topic_prob,sentiment,sentiment_prob,emotion,emotion_prob,second_topic,second_topic_name,second_topic_prob,text,lemmatized_text,per_word_topics,per_word_topics_name
RyanBinkley,2023-06-14 01:18:19+00:00,6,Election/debate,0.66554534,neutral,0.9263593554496764,anticipation,0.7345795631408691,5.0,Border/community/family,0.25934398,Listen in TONIGHT at 8 Eastern / 7 Central as Ryan’s interview airs on the Brian Nichols Show https://t.co/qwufJvLtBD,listen tonight eastern central ryans interview air brian nichols,"[('eastern', [5]), ('interview', [6]), ('air', [6, 5]), ('tonight', [6, 5]), ('brian', [6, 5]), ('listen', [6, 5]), ('central', [6, 5]), ('nichols', [5]), ('ryans', [6])]","[('eastern', ['Border/community/family']), ('interview', ['Election/debate']), ('air', ['Election/debate', 'Border/community/family']), ('tonight', ['Election/debate', 'Border/community/family']), ('brian', ['Election/debate', 'Border/community/family']), ('listen', ['Election/debate', 'Border/community/family']), ('central', ['Election/debate', 'Border/community/family']), ('nichols', ['Border/community/family']), ('ryans', ['Election/debate'])]"
POTUS,2023-06-14 01:35:09+00:00,6,Election/debate,0.38233232,positive,0.7058485150337219,joy,0.7376989722251892,7.0,Abortion/rights/guns,0.30941558,Tune in as I hold a concert to honor Juneteenth with Vice President Harris on the South Lawn. https://t.co/bp7evIuQaR,tune hold concert honor juneteenth vice president harris south lawn,"[('president', [6, 7]), ('honor', [5, 7]), ('south', [6, 5]), ('vice', [6, 7]), ('hold', [7, 6]), ('tune', [6, 7]), ('harris', [6, 5]), ('lawn', [7]), ('concert', [3]), ('juneteenth', [7])]","[('president', ['Election/debate', 'Abortion/rights/guns']), ('honor', ['Border/community/family', 'Abortion/rights/guns']), ('south', ['Election/debate', 'Border/community/family']), ('vice', ['Election/debate', 'Abortion/rights/guns']), ('hold', ['Abortion/rights/guns', 'Election/debate']), ('tune', ['Election/debate', 'Abortion/rights/guns']), ('harris', ['Election/debate', 'Border/community/family']), ('lawn', ['Abortion/rights/guns']), ('concert', ['News/radio/livestream']), ('juneteenth', ['Abortion/rights/guns'])]"
CollinRugg,2023-06-14 02:06:56+00:00,6,Election/debate,0.61344725,neutral,0.5427495837211609,anticipation,0.7200727462768555,4.0,Republicans vs democrats,0.3623234,"Everyone has their 2020 election “opinion” but this is the one chart that to this day, I can’t stop thinking about. For the past 70 years the following bellwether counties you see below have successfully elected the US president. Until 2020… when the majority of bellwether counties voted for Trump yet Biden ended up winning. This graph alone doesn’t prove fraud yet it does raise many questions that we weren’t allowed to ask until recently.",election opinion chart day stop thinking past year following bellwether county successfully elected president majority bellwether county voted trump biden ended winning graph prove fraud raise question allowed ask recently,"[('biden', [4, 6]), ('following', [6, 4]), ('year', [6, 4]), ('past', [6, 4]), ('allowed', [4]), ('day', [6, 4]), ('trump', [4, 6]), ('question', [6, 4]), ('election', [6, 4]), ('president', [6, 4]), ('ask', [6, 4]), ('thinking', [6, 4]), ('prove', [4, 6]), ('bellwether', [6]), ('county', [6, 4]), ('stop', [6, 4]), ('ended', [6, 4]), ('opinion', [4, 6]), ('elected', [4, 6]), ('voted', [6, 4]), ('raise', [6, 4]), ('recently', [6, 4]), ('fraud', [4, 6]), ('winning', [6, 4]), ('graph', [6, 4]), ('successfully', [6, 4]), ('chart', [6]), ('majority', [6, 4])]","[('biden', ['Republicans vs democrats', 'Election/debate']), ('following', ['Election/debate', 'Republicans vs democrats']), ('year', ['Election/debate', 'Republicans vs democrats']), ('past', ['Election/debate', 'Republicans vs democrats']), ('allowed', ['Republicans vs democrats']), ('day', ['Election/debate', 'Republicans vs democrats']), ('trump', ['Republicans vs democrats', 'Election/debate']), ('question', ['Election/debate', 'Republicans vs democrats']), ('election', ['Election/debate', 'Republicans vs democrats']), ('president', ['Election/debate', 'Republicans vs democrats']), ('ask', ['Election/debate', 'Republicans vs democrats']), ('thinking', ['Election/debate', 'Republicans vs democrats']), ('prove', ['Republicans vs democrats', 'Election/debate']), ('bellwether', ['Election/debate']), ('county', ['Election/debate', 'Republicans vs democrats']), ('stop', ['Election/debate', 'Republicans vs democrats']), ('ended', ['Election/debate', 'Republicans vs democrats']), ('opinion', ['Republicans vs democrats', 'Election/debate']), ('elected', ['Republicans vs democrats', 'Election/debate']), ('voted', ['Election/debate', 'Republicans vs democrats']), ('raise', ['Election/debate', 'Republicans vs democrats']), ('recently', ['Election/debate', 'Republicans vs democrats']), ('fraud', ['Republicans vs democrats', 'Election/debate']), ('winning', ['Election/debate', 'Republicans vs democrats']), ('graph', ['Election/debate', 'Republicans vs democrats']), ('successfully', ['Election/debate', 'Republicans vs democrats']), ('chart', ['Election/debate']), ('majority', ['Election/debate', 'Republicans vs democrats'])]"
jonathanvswan,2023-06-14 02:31:10+00:00,6,Election/debate,0.55450886,neutral,0.9033123850822448,anger,0.3793541193008423,4.0,Republicans vs democrats,0.3204577,Mike Pence Reads the Trump Indictment. https://t.co/Hze1ZzFXMn via @WSJopinion,mike penny read trump indictment,"[('trump', [4, 6]), ('read', [6, 4]), ('indictment', [4, 6]), ('mike', [6, 4]), ('penny', [6, 4])]","[('trump', ['Republicans vs democrats', 'Election/debate']), ('read', ['Election/debate', 'Republicans vs democrats']), ('indictment', ['Republicans vs democrats', 'Election/debate']), ('mike', ['Election/debate', 'Republicans vs democrats']), ('penny', ['Election/debate', 'Republicans vs democrats'])]"
NateSilver538,2023-06-14 04:49:09+00:00,6,Election/debate,0.4239979,negative,0.8200241923332214,disgust,0.5047797560691833,2.0,War,0.33593443,"Sort of ironic that Vegas is going to win this series 5-2, 7-2, 3-2, 8-3, basically all the worst possible poker hands.",sort ironic vega going win series basically worst possible poker hand,"[('hand', [6, 2]), ('going', [6, 2]), ('worst', [2]), ('possible', [6, 2]), ('win', [6, 2]), ('vega', [6]), ('basically', [2, 6]), ('series', [7]), ('sort', [6]), ('ironic', [2]), ('poker', [7])]","[('hand', ['Election/debate', 'War']), ('going', ['Election/debate', 'War']), ('worst', ['War']), ('possible', ['Election/debate', 'War']), ('win', ['Election/debate', 'War']), ('vega', ['Election/debate']), ('basically', ['War', 'Election/debate']), ('series', ['Abortion/rights/guns']), ('sort', ['Election/debate']), ('ironic', ['War']), ('poker', ['Abortion/rights/guns'])]"
RyanBinkley,2023-06-14 06:34:18+00:00,6,Election/debate,0.7302081,positive,0.9710184335708618,optimism,0.5176144242286682,5.0,Border/community/family,0.23562759,I’ve been busy in lowa. It was great to speak alongside Governor Reynolds and to bring our message of faith and freedom to lowa. It’s time to unite again and solve our country’s biggest problems. Our best days are ahead! #Believe https://t.co/sine7p4U9z,busy lowa great speak alongside governor reynolds bring message faith freedom lowa time unite solve country biggest problem best day ahead,"[('freedom', [5, 6]), ('problem', [6, 5]), ('day', [6, 5]), ('time', [6, 5]), ('country', [6, 5]), ('solve', [6, 5]), ('biggest', [6, 5]), ('great', [6, 5]), ('best', [6, 5]), ('bring', [6, 5]), ('governor', [6, 5]), ('message', [6, 5]), ('faith', [6, 5]), ('unite', [6, 5]), ('busy', [6, 5]), ('alongside', [5]), ('speak', [6, 5]), ('ahead', [6, 5]), ('reynolds', [6]), ('lowa', [6])]","[('freedom', ['Border/community/family', 'Election/debate']), ('problem', ['Election/debate', 'Border/community/family']), ('day', ['Election/debate', 'Border/community/family']), ('time', ['Election/debate', 'Border/community/family']), ('country', ['Election/debate', 'Border/community/family']), ('solve', ['Election/debate', 'Border/community/family']), ('biggest', ['Election/debate', 'Border/community/family']), ('great', ['Election/debate', 'Border/community/family']), ('best', ['Election/debate', 'Border/community/family']), ('bring', ['Election/debate', 'Border/community/family']), ('governor', ['Election/debate', 'Border/community/family']), ('message', ['Election/debate', 'Border/community/family']), ('faith', ['Election/debate', 'Border/community/family']), ('unite', ['Election/debate', 'Border/community/family']), ('busy', ['Election/debate', 'Border/community/family']), ('alongside', ['Border/community/family']), ('speak', ['Election/debate', 'Border/community/family']), ('ahead', ['Election/debate', 'Border/community/family']), ('reynolds', ['Election/debate']), ('lowa', ['Election/debate'])]"
GovChristie,2023-06-14 14:33:43+00:00,6,Election/debate,0.775935,positive,0.9200619459152222,anticipation,0.6697571277618408,7.0,Abortion/rights/guns,0.17042917,Looking forward to appearing on Fox News this morning at 9:30am on America’s Newsroom. Please tune in as we discuss the latest in the 2024 Presidential campaign.,looking forward appearing fox news morning america newsroom tune discus latest presidential campaign,"[('news', [6, 7]), ('america', [6, 7]), ('presidential', [6]), ('fox', [6]), ('campaign', [6]), ('latest', [6, 7]), ('forward', [6, 7]), ('morning', [6]), ('tune', [6, 7]), ('looking', [6]), ('discus', [6, 7]), ('appearing', [7]), ('newsroom', [7])]","[('news', ['Election/debate', 'Abortion/rights/guns']), ('america', ['Election/debate', 'Abortion/rights/guns']), ('presidential', ['Election/debate']), ('fox', ['Election/debate']), ('campaign', ['Election/debate']), ('latest', ['Election/debate', 'Abortion/rights/guns']), ('forward', ['Election/debate', 'Abortion/rights/guns']), ('morning', ['Election/debate']), ('tune', ['Election/debate', 'Abortion/rights/guns']), ('looking', ['Election/debate']), ('discus', ['Election/debate', 'Abortion/rights/guns']), ('appearing', ['Abortion/rights/guns']), ('newsroom', ['Abortion/rights/guns'])]"
GovChristie,2023-06-14 16:04:18+00:00,6,Election/debate,0.62493616,neutral,0.917762577533722,anticipation,0.5307908058166504,3.0,News/radio/livestream,0.22499275,RT @kilmeade: .@GovChristie is with me in the radio studio at 10:06 - listen live: https://t.co/t3s8SrLSs2,radio studio listen live,"[('live', [6]), ('studio', [6]), ('listen', [6]), ('radio', [3])]","[('live', ['Election/debate']), ('studio', ['Election/debate']), ('listen', ['Election/debate']), ('radio', ['News/radio/livestream'])]"
WillHurd,2023-06-14 16:52:33+00:00,6,Election/debate,0.82658637,positive,0.9191746711730956,joy,0.806706964969635,8.0,Infrastructure/job/energy,0.11972736,Folks told me that if I was in Littleton I had to go to The Littleton Diner and The Coffee Pot - and y’all were right! There is no shortage of great local shops and restaurants in NH. #NHpolitics #FITN https://t.co/CLN9bxz51j,folk told littleton littleton diner coffee pot right shortage great local shop restaurant ,"[('right', [6, 8]), ('told', [6]), ('great', [6, 8]), ('coffee', [6, 8]), ('local', [6, 8]), ('folk', [6, 8]), ('pot', [6]), ('shop', [6]), ('restaurant', [6]), ('shortage', [8]), ('diner', [6]), ('littleton', [6])]","[('right', ['Election/debate', 'Infrastructure/job/energy']), ('told', ['Election/debate']), ('great', ['Election/debate', 'Infrastructure/job/energy']), ('coffee', ['Election/debate', 'Infrastructure/job/energy']), ('local', ['Election/debate', 'Infrastructure/job/energy']), ('folk', ['Election/debate', 'Infrastructure/job/energy']), ('pot', ['Election/debate']), ('shop', ['Election/debate']), ('restaurant', ['Election/debate']), ('shortage', ['Infrastructure/job/energy']), ('diner', ['Election/debate']), ('littleton', ['Election/debate'])]"
KamalaHarris,2023-06-14 17:30:11+00:00,6,Election/debate,0.6479261,positive,0.8998130559921265,joy,0.456459641456604,5.0,Border/community/family,0.18770598,".@JoeBiden and @DrBiden will meet one lucky grassroots supporter—it could be you, and you can bring a guest. Chip in today to be automatically entered: https://t.co/Eikt83LBzB https://t.co/Bv4YohX7Wn",meet lucky grassroots supporterit bring guest chip today automatically entered,"[('today', [6, 5]), ('entered', [6, 5]), ('bring', [6, 5]), ('meet', [6, 5]), ('guest', [6, 5]), ('chip', [6]), ('grassroots', [6]), ('automatically', [7]), ('lucky', [5]), ('supporterit', [6])]","[('today', ['Election/debate', 'Border/community/family']), ('entered', ['Election/debate', 'Border/community/family']), ('bring', ['Election/debate', 'Border/community/family']), ('meet', ['Election/debate', 'Border/community/family']), ('guest', ['Election/debate', 'Border/community/family']), ('chip', ['Election/debate']), ('grassroots', ['Election/debate']), ('automatically', ['Abortion/rights/guns']), ('lucky', ['Border/community/family']), ('supporterit', ['Election/debate'])]"
GovernorShapiro,2023-06-14 18:00:39+00:00,6,Election/debate,0.40599254,neutral,0.5949599146842957,anticipation,0.5802223682403564,8.0,Infrastructure/job/energy,0.3766337,"Both sides of I-95 needed to be demolished before work could begin on a new roadway. Some experts told us this would take about a week. But thanks to the crews working literally 24/7, I can now report that demolition will be done on Thursday.",side needed demolished work begin roadway expert told week thanks crew working literally demolition thursday,"[('thursday', [6]), ('week', [6, 8]), ('side', [6, 2]), ('expert', [6, 8]), ('literally', [2, 8]), ('needed', [8, 6]), ('work', [8, 6]), ('told', [6, 2]), ('working', [8, 6]), ('thanks', [8, 6]), ('crew', [8]), ('begin', [6, 8]), ('demolished', [3]), ('roadway', [8]), ('demolition', [6])]","[('thursday', ['Election/debate']), ('week', ['Election/debate', 'Infrastructure/job/energy']), ('side', ['Election/debate', 'War']), ('expert', ['Election/debate', 'Infrastructure/job/energy']), ('literally', ['War', 'Infrastructure/job/energy']), ('needed', ['Infrastructure/job/energy', 'Election/debate']), ('work', ['Infrastructure/job/energy', 'Election/debate']), ('told', ['Election/debate', 'War']), ('working', ['Infrastructure/job/energy', 'Election/debate']), ('thanks', ['Infrastructure/job/energy', 'Election/debate']), ('crew', ['Infrastructure/job/energy']), ('begin', ['Election/debate', 'Infrastructure/job/energy']), ('demolished', ['News/radio/livestream']), ('roadway', ['Infrastructure/job/energy']), ('demolition', ['Election/debate'])]"
CollinRugg,2023-06-14 18:21:39+00:00,6,Election/debate,0.643004,neutral,0.6385965347290039,disgust,0.290547639131546,8.0,Infrastructure/job/energy,0.19631648,"BREAKING: Bud Light has been dethroned as the most sold beer in the United States to Modelo Especial as the Dylan Mulvaney stunt continues to haunt the company. Modelo is owned by Constellation Brands in the United States. According to Bump Williams Consulting, Modelo Especial accounted for 8.4% of U.S. beer sales in the four weeks ending June 3 while Bud Light’s share of the market dipped to 7.3%. This boycott is not slowing down.",bud light dethroned sold beer united state modelo especial dylan mulvaney stunt continues haunt company modelo owned constellation brand united state according bump williams consulting modelo especial accounted  beer sale week ending june bud light share market dipped boycott slowing,"[('state', [6, 8]), ('united', [6, 8]), ('week', [6, 8]), ('according', [6, 4]), ('sold', [6, 4]), ('ending', [6, 5]), ('owned', [8, 6]), ('company', [8, 4]), ('brand', [6, 4]), ('share', [6, 8]), ('continues', [6, 8]), ('bud', [8, 3]), ('light', [6, 8]), ('june', [6, 4]), ('market', [8, 6]), ('stunt', [4]), ('dylan', [5]), ('beer', [6]), ('boycott', [8]), ('mulvaney', [6]), ('williams', [3]), ('sale', [6, 5]), ('consulting', [8, 6]), ('accounted', [6]), ('bump', [6]), ('constellation', [6]), ('dethroned', [6]), ('dipped', [6]), ('especial', [6]), ('haunt', [6, 5]), ('modelo', [6]), ('slowing', [6])]","[('state', ['Election/debate', 'Infrastructure/job/energy']), ('united', ['Election/debate', 'Infrastructure/job/energy']), ('week', ['Election/debate', 'Infrastructure/job/energy']), ('according', ['Election/debate', 'Republicans vs democrats']), ('sold', ['Election/debate', 'Republicans vs democrats']), ('ending', ['Election/debate', 'Border/community/family']), ('owned', ['Infrastructure/job/energy', 'Election/debate']), ('company', ['Infrastructure/job/energy', 'Republicans vs democrats']), ('brand', ['Election/debate', 'Republicans vs democrats']), ('share', ['Election/debate', 'Infrastructure/job/energy']), ('continues', ['Election/debate', 'Infrastructure/job/energy']), ('bud', ['Infrastructure/job/energy', 'News/radio/livestream']), ('light', ['Election/debate', 'Infrastructure/job/energy']), ('june', ['Election/debate', 'Republicans vs democrats']), ('market', ['Infrastructure/job/energy', 'Election/debate']), ('stunt', ['Republicans vs democrats']), ('dylan', ['Border/community/family']), ('beer', ['Election/debate']), ('boycott', ['Infrastructure/job/energy']), ('mulvaney', ['Election/debate']), ('williams', ['News/radio/livestream']), ('sale', ['Election/debate', 'Border/community/family']), ('consulting', ['Infrastructure/job/energy', 'Election/debate']), ('accounted', ['Election/debate']), ('bump', ['Election/debate']), ('constellation', ['Election/debate']), ('dethroned', ['Election/debate']), ('dipped', ['Election/debate']), ('especial', ['Election/debate']), ('haunt', ['Election/debate', 'Border/community/family']), ('modelo', ['Election/debate']), ('slowing', ['Election/debate'])]"
TheDemocrats,2023-06-14 19:35:06+00:00,6,Election/debate,0.8157149,positive,0.64003986120224,joy,0.5080286860466003,7.0,Abortion/rights/guns,0.115998454,.@JoeBiden and @DrBiden want to meet you! Chip in today to be automatically entered for a chance for you and a guest to join them at an event: https://t.co/9dmzsbuqFJ https://t.co/8veeoYarkU,want meet chip today automatically entered chance guest join event,"[('today', [6, 7]), ('event', [6]), ('entered', [6]), ('want', [6, 7]), ('chance', [6, 7]), ('join', [6, 7]), ('meet', [6, 7]), ('guest', [6]), ('chip', [6]), ('automatically', [7])]","[('today', ['Election/debate', 'Abortion/rights/guns']), ('event', ['Election/debate']), ('entered', ['Election/debate']), ('want', ['Election/debate', 'Abortion/rights/guns']), ('chance', ['Election/debate', 'Abortion/rights/guns']), ('join', ['Election/debate', 'Abortion/rights/guns']), ('meet', ['Election/debate', 'Abortion/rights/guns']), ('guest', ['Election/debate']), ('chip', ['Election/debate']), ('automatically', ['Abortion/rights/guns'])]"
